Id	Target	Effect	EffectValue	CD	SkillDisplay	Repeat	release	Group	Level	NextLv	Slot
40217	100000.0	24#214	1#1.15|1.0#2#6#1#0.15#14#1#0.25#11#1#0.174#2	1.0	4021	1	1	4021	7	40218	1
40218	100000.0	24#214	1#1.19|1.0#2#6#1#0.15#14#1#0.25#11#1#0.18#2	1.0	4021	1	1	4021	8	0	1
40231	700211.0	221	1#1.1#1#1.85	3.0	4023	1	2	4023	1	40232	3
40232	700211.0	221	1#1.29#1#2.07	3.0	4023	1	2	4023	2	40233	3
40233	700211.0	221	1#1.58#1#2.3	3.0	4023	1	2	4023	3	40234	3
40234	700211.0	221	1#1.65#1#2.4	3.0	4023	1	2	4023	4	40235	3
40235	700211.0	221	1#1.71#1#2.49	3.0	4023	1	2	4023	5	40236	3
40236	700211.0	221	1#1.77#1#2.58	3.0	4023	1	2	4023	6	40237	3
40237	700211.0	221	1#1.84#1#2.67	3.0	4023	1	2	4023	7	40238	3
40238	700211.0	221	1#1.9#1#2.76	3.0	4023	1	2	4023	8	0	3
40311	240000.0	1#254	0.82#2|0.7#1#2#3#0.3#2	3.0	4031	1	1	4031	1	40312	1
40312	240000.0	1#254	0.98#2|0.73#1#2#3#0.3#2	3.0	4031	1	1	4031	2	40313	1
40313	240000.0	1#254	1.18#2|0.76#1#2#3#0.4#2	3.0	4031	1	1	4031	3	40314	1
40314	240000.0	1#254	1.23#2|0.794#1#2#3#0.4#2	3.0	4031	1	1	4031	4	40315	1
40315	240000.0	1#254	1.28#2|0.825#1#2#3#0.4#2	3.0	4031	1	1	4031	5	40316	1
40316	240000.0	1#254	1.33#2|0.856#1#2#3#0.4#2	3.0	4031	1	1	4031	6	40317	1
40317	240000.0	1#254	1.37#2|0.887#1#2#3#0.4#2	3.0	4031	1	1	4031	7	40318	1
40318	240000.0	1#254	1.42#2|0.917#1#2#3#0.4#2	3.0	4031	1	1	4031	8	0	1
40331	100000.0	24#211	1#0.99|1.0#1#22#1#0.15#2	3.0	4033	1	2	4033	1	40332	3
40332	100000.0	24#211	1#1.19|1.0#1#22#1#0.2#2	3.0	4033	1	2	4033	2	40333	3
40333	100000.0	24#211	1#1.43|1.0#1#22#1#0.25#2	3.0	4033	1	2	4033	3	40334	3
40334	100000.0	24#211	1#1.49|1.0#1#22#1#0.26#2	3.0	4033	1	2	4033	4	40335	3
40335	100000.0	24#211	1#1.55|1.0#1#22#1#0.27#2	3.0	4033	1	2	4033	5	40336	3
40336	100000.0	24#211	1#1.61|1.0#1#22#1#0.28#2	3.0	4033	1	2	4033	6	40337	3
40337	100000.0	24#211	1#1.66|1.0#1#22#1#0.29#2	3.0	4033	1	2	4033	7	40338	3
40338	100000.0	24#211	1#1.72|1.0#1#22#1#0.3#2	3.0	4033	1	2	4033	8	0	3
40411	200000.0	1#3	0.69#1|0.1#1#2	3.0	4041	1	1	4041	1	40412	1
40412	200000.0	1#3	0.83#1|0.2#1#2	3.0	4041	1	1	4041	2	40413	1
40413	200000.0	1#3	0.99#1|0.3#1#2	3.0	4041	1	1	4041	3	0	1
40431	100000.0	213	1.0#2#12#0.1	3.0	4043	1	2	4043	1	40432	3
40432	100000.0	213	1.0#2#12#0.15	3.0	4043	1	2	4043	2	40433	3
40433	100000.0	213	1.0#2#12#0.2	3.0	4043	1	2	4043	3	0	3
40511	400000.0	287#288#1	5#1#6#3#0.15|1.0#1#23#3#0.3|1.61#1	1.0	4051	1	1	4051	1	40512	1
40512	400000.0	287#288#1	5#1#6#3#0.2|1.0#1#23#3#0.4|1.93#1	1.0	4051	1	1	4051	2	40513	1
40513	400000.0	287#288#10	5#1#6#3#0.25|1.0#1#23#3#0.4|2.31#1#0.3	1.0	4051	1	1	4051	3	40514	1
40514	400000.0	287#288#10	5#1#6#3#0.26|1.0#1#23#3#0.4|2.41#1#0.312	1.0	4051	1	1	4051	4	40515	1
40515	400000.0	287#288#10	5#1#6#3#0.27|1.0#1#23#3#0.4|2.5#1#0.324	1.0	4051	1	1	4051	5	40516	1
40516	400000.0	287#288#10	5#1#6#3#0.28|1.0#1#23#3#0.4|2.59#1#0.336	1.0	4051	1	1	4051	6	40517	1
40517	400000.0	287#288#10	5#1#6#3#0.29|1.0#1#23#3#0.4|2.68#1#0.348	1.0	4051	1	1	4051	7	40518	1
40518	400000.0	287#288#10	5#1#6#3#0.3|1.0#1#23#3#0.4|2.78#1#0.36	1.0	4051	1	1	4051	8	0	1
40611	200321.0	1#211	1.81#2|0.6#1#22#3#0.2#2	1.0	4061	1	1	4061	1	40612	1
40612	200321.0	1#211	2.17#2|0.8#1#22#3#0.25#2	1.0	4061	1	1	4061	2	40613	1
40613	200321.0	1#211	2.6#2|1.0#1#22#3#0.3#2	1.0	4061	1	1	4061	3	40614	1
40614	200321.0	1#211	2.71#2|1.0#1#22#3#0.3#2	1.0	4061	1	1	4061	4	40615	1
40615	200321.0	1#211	2.81#2|1.0#1#22#3#0.3#2	1.0	4061	1	1	4061	5	40616	1
40616	200321.0	1#211	2.92#2|1.0#1#22#3#0.3#2	1.0	4061	1	1	4061	6	40617	1
40617	200321.0	1#211	3.02#2|1.0#1#22#3#0.3#2	1.0	4061	1	1	4061	7	40618	1
40618	200321.0	1#211	3.12#2|1.0#1#22#3#0.3#2	1.0	4061	1	1	4061	8	0	1
40631	200000.0	1#208	1.05#2|0.5#1#0#3	3.0	4063	1	2	4063	1	40632	3
40632	200000.0	1#208	1.26#2|0.6#1#0#3	3.0	4063	1	2	4063	2	40633	3
40633	200000.0	1#209	1.51#2|0.6#0#12#0.05#1#1	3.0	4063	1	2	4063	3	40634	3
40634	200000.0	1#209	1.58#2|0.624#0#12#0.05#1#1	3.0	4063	1	2	4063	4	40635	3
40635	200000.0	1#209	1.64#2|0.648#0#12#0.05#1#1	3.0	4063	1	2	4063	5	40636	3
40636	200000.0	1#209	1.7#2|0.672#0#12#0.05#1#1	3.0	4063	1	2	4063	6	40637	3
40637	200000.0	1#209	1.76#2|0.696#0#12#0.05#1#1	3.0	4063	1	2	4063	7	40638	3
40638	200000.0	1#209	1.82#2|0.72#0#12#0.05#1#1	3.0	4063	1	2	4063	8	0	3
40711	200000.0	1#254	0.89#2|0.3#1#5#3#0.1#3	3.0	4071	1	1	4071	1	40712	1
40712	200000.0	1#254	1.07#2|0.4#1#5#3#0.1#3	3.0	4071	1	1	4071	2	40713	1
40713	200000.0	1#254	1.28#2|0.5#1#5#3#0.1#3	3.0	4071	1	1	4071	3	40714	1
40714	200000.0	1#254	1.34#2|0.52#1#5#3#0.104#3	3.0	4071	1	1	4071	4	40715	1
40715	200000.0	1#254	1.39#2|0.54#1#5#3#0.108#3	3.0	4071	1	1	4071	5	40716	1
40716	200000.0	1#254	1.44#2|0.56#1#5#3#0.112#3	3.0	4071	1	1	4071	6	40717	1
40717	200000.0	1#254	1.49#2|0.58#1#5#3#0.116#3	3.0	4071	1	1	4071	7	40718	1
40718	200000.0	1#254	1.54#2|0.6#1#5#3#0.12#3	3.0	4071	1	1	4071	8	0	1
40731	200000.0	1#230	1.05#2|5#0.3#1#2	3.0	4073	1	2	4073	1	40732	3
40732	200000.0	1#230	1.26#2|5#0.35#1#2	3.0	4073	1	2	4073	2	40733	3
40733	200000.0	1#230#231	1.51#2|5#0.45#1#2|5#0.2#1#2	3.0	4073	1	2	4073	3	40734	3
40734	200000.0	1#230#231	1.58#2|5#0.45#1#2|5#0.208#1#2	3.0	4073	1	2	4073	4	40735	3
40735	200000.0	1#230#231	1.64#2|5#0.45#1#2|5#0.216#1#2	3.0	4073	1	2	4073	5	40736	3
40736	200000.0	1#230#231	1.7#2|5#0.45#1#2|5#0.224#1#2	3.0	4073	1	2	4073	6	40737	3
40737	200000.0	1#230#231	1.76#2|5#0.45#1#2|5#0.232#1#2	3.0	4073	1	2	4073	7	40738	3
40738	200000.0	1#230#231	1.82#2|5#0.45#1#2|5#0.24#1#2	3.0	4073	1	2	4073	8	0	3
40811	200000.0	1#261	1.0#1|0.1#4#1#0.15#2	3.0	4081	1	1	4081	1	40812	1
40812	200000.0	1#261	1.2#1|0.2#4#1#0.15#2	3.0	4081	1	1	4081	2	40813	1
40813	200000.0	1#261	1.44#1|0.3#4#1#0.15#2	3.0	4081	1	1	4081	3	40814	1
40814	200000.0	1#261	1.5#1|0.312#4#1#0.15#2	3.0	4081	1	1	4081	4	40815	1
40815	200000.0	1#261	1.56#1|0.324#4#1#0.15#2	3.0	4081	1	1	4081	5	40816	1
40816	200000.0	1#261	1.62#1|0.336#4#1#0.15#2	3.0	4081	1	1	4081	6	40817	1
40817	200000.0	1#261	1.68#1|0.348#4#1#0.15#2	3.0	4081	1	1	4081	7	40818	1
40818	200000.0	1#261	1.73#1|0.36#4#1#0.15#2	3.0	4081	1	1	4081	8	0	1
40831	400000.0	1#252	3.64#1|1	3.0	4083	1	2	4083	1	40832	3
40832	400000.0	1#252	4.38#1|1	3.0	4083	1	2	4083	2	40833	3
40833	400000.0	1#252	5.26#1|1	3.0	4083	1	2	4083	3	40834	3
40834	400000.0	1#252	5.48#1|1	3.0	4083	1	2	4083	4	40835	3
40835	400000.0	1#252	5.69#1|1	3.0	4083	1	2	4083	5	40836	3
40836	400000.0	1#252	5.9#1|1	3.0	4083	1	2	4083	6	40837	3
40837	400000.0	1#252	6.11#1|1	3.0	4083	1	2	4083	7	40838	3
40838	400000.0	1#252	6.32#1|1	3.0	4083	1	2	4083	8	0	3
40911	400000.0	1#3	1.68#2|0.2#1#2	1.0	4091	1	1	4091	1	0	1
40931	200000.0	1#3	1.29#2|0.2#1#2	3.0	4093	1	2	4093	1	0	3
41011	210000.0	1	1.34#1	3.0	4101	1	1	4101	1	0	1
41031	400000.0	1	2.1#1	3.0	4103	1	2	4103	1	0	3
41111	200003.0	1#211	0.93#2|1.0#1#23#3#0.15#2	1.0	4111	1	1	4111	1	0	1
41131	100000.0	24#211	1#0.98|1.0#1#23#1#0.2#2	3.0	4113	1	2	4113	1	0	3
41211	100211.0	24	1#1.18	1.0	4121	1	1	4121	1	0	1
41231	100000.0	24#211	1#0.98|1.0#1#22#1#0.2#2	3.0	4123	1	2	4123	1	0	3
41311	200211.0	1	2.28#2	3.0	4131	1	1	4131	1	0	1
41411	200321.0	1#205	1.81#1|0.3#1#1#2#3#0.3	1.0	4141	1	1	4141	1	41412	1
41412	200321.0	1#205	2.17#1|0.35#1#1#2#3#0.3	1.0	4141	1	1	4141	2	41413	1
41413	200321.0	1#205	2.6#1|0.4#1#1#2#3#0.3	1.0	4141	1	1	4141	3	41414	1
41414	200321.0	1#205	2.71#1|0.42#1#1#2#3#0.3	1.0	4141	1	1	4141	4	41415	1
41415	200321.0	1#205	2.81#1|0.44#1#1#2#3#0.3	1.0	4141	1	1	4141	5	41416	1
41416	200321.0	1#205	2.92#1|0.46#1#1#2#3#0.3	1.0	4141	1	1	4141	6	41417	1
41417	200321.0	1#205	3.02#1|0.48#1#1#2#3#0.3	1.0	4141	1	1	4141	7	41418	1
41418	200321.0	1#205	3.12#1|0.5#1#1#2#3#0.3	1.0	4141	1	1	4141	8	0	1
41431	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.05#1|0.3#1#9#3#0.1#2	3.0	4143	1	2	4143	1	41432	3
41432	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.26#1|0.4#1#9#3#0.15#2	3.0	4143	1	2	4143	2	41433	3
41433	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.51#1|0.5#1#9#3#0.2#2	3.0	4143	1	2	4143	3	41434	3
41434	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.58#1|0.5#1#9#3#0.21#2	3.0	4143	1	2	4143	4	41435	3
41435	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.64#1|0.5#1#9#3#0.22#2	3.0	4143	1	2	4143	5	41436	3
41436	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.7#1|0.5#1#9#3#0.23#2	3.0	4143	1	2	4143	6	41437	3
41437	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.76#1|0.5#1#9#3#0.24#2	3.0	4143	1	2	4143	7	41438	3
41438	200000.0	249#1#211	1#0.5#1#23#3#0.2|1.82#1|0.5#1#9#3#0.25#2	3.0	4143	1	2	4143	8	0	3
41511	270000|270121	1|261	1.44#1|0.4#6#12#0.07#2	3.0	4151	1	1	4151	1	41512	1
41512	270000|270121	1|261	1.73#1|0.5#6#12#0.07#2	3.0	4151	1	1	4151	2	41513	1
41513	270000|270121	1|261	2.07#1|0.6#6#12#0.07#2	3.0	4151	1	1	4151	3	41514	1
41514	270000|270121	1|261	2.16#1|0.63#6#12#0.07#2	3.0	4151	1	1	4151	4	41515	1
41515	270000|270121	1|261	2.24#1|0.66#6#12#0.07#2	3.0	4151	1	1	4151	5	41516	1
41516	270000|270121	1|261	2.32#1|0.69#6#12#0.07#2	3.0	4151	1	1	4151	6	41517	1
41517	270000|270121	1|261	2.41#1|0.72#6#12#0.07#2	3.0	4151	1	1	4151	7	41518	1
41518	270000|270121	1|261	2.49#1|0.75#6#12#0.07#2	3.0	4151	1	1	4151	8	0	1
41531	200000.0	290	1.05#1#1.0#0.1#0.3#4#2	3.0	4153	1	2	4153	1	41532	3
41532	200000.0	290	1.26#1#1.0#0.15#0.4#4#2	3.0	4153	1	2	4153	2	41533	3
41533	200000.0	290	1.51#1#1.0#0.2#0.5#4#2	3.0	4153	1	2	4153	3	41534	3
41534	200000.0	290	1.58#1#1.0#0.21#0.52#4#2	3.0	4153	1	2	4153	4	41535	3
41535	200000.0	290	1.64#1#1.0#0.22#0.54#4#2	3.0	4153	1	2	4153	5	41536	3
41536	200000.0	290	1.7#1#1.0#0.23#0.56#4#2	3.0	4153	1	2	4153	6	41537	3
41537	200000.0	290	1.76#1#1.0#0.24#0.58#4#2	3.0	4153	1	2	4153	7	41538	3
41538	200000.0	290	1.82#1#1.0#0.25#0.6#4#2	3.0	4153	1	2	4153	8	0	3
50111	200000.0	1#254	0.73#1|0.6#1#6#3#0.2#2	1.0	5011	1	1	5011	1	50112	1
50112	200000.0	267#1#254	2#5#1#0.03|0.87#1|0.8#1#6#3#0.2#2#19	1.0	5011	1	1	5011	2	50113	1
50113	200000.0	267#1#254	2#5#1#0.05|1.05#1|1.0#1#6#3#0.2#2#19	1.0	5011	1	1	5011	3	50114	1
50114	200000.0	267#1#254	2#5#1#0.05|1.1#1|1.0#1#6#3#0.2#2#19	1.0	5011	1	1	5011	4	50115	1
50115	200000.0	267#1#254	2#5#1#0.05|1.14#1|1.0#1#6#3#0.2#2#19	1.0	5011	1	1	5011	5	50116	1
50116	200000.0	267#1#254	2#5#1#0.05|1.18#1|1.0#1#6#3#0.2#2#19	1.0	5011	1	1	5011	6	50117	1
50117	200000.0	267#1#254	2#5#1#0.05|1.22#1|1.0#1#6#3#0.2#2#19	1.0	5011	1	1	5011	7	50118	1
50118	200000.0	267#1#254	2#5#1#0.05|1.26#1|1.0#1#6#3#0.2#2#19	1.0	5011	1	1	5011	8	0	1
50131	220801.0	250	2.23#1.0#1#1	3.0	5013	1	2	5013	1	50132	3
50132	220801.0	250#251	2.69#1.2#1#1|0.2#0.2#4	3.0	5013	1	2	5013	2	50133	3
50133	220801.0	250#251	3.21#1.46#1#1|0.3#0.3#4	3.0	5013	1	2	5013	3	50134	3
50134	220801.0	250#251	3.34#1.52#1#1|0.3#0.3#4	3.0	5013	1	2	5013	4	50135	3
50135	220801.0	250#251	3.47#1.58#1#1|0.3#0.3#4	3.0	5013	1	2	5013	5	50136	3
50136	220801.0	250#251	3.6#1.64#1#1|0.3#0.3#4	3.0	5013	1	2	5013	6	50137	3
50137	220801.0	250#251	3.73#1.7#1#1|0.3#0.3#4	3.0	5013	1	2	5013	7	50138	3
50138	220801.0	250#251	3.86#1.76#1#1|0.3#0.3#4	3.0	5013	1	2	5013	8	0	3
50211	220000.0	269	1.26#2#0.5#2	3.0	5021	1	1	5021	1	50212	1
50212	220000.0	269	1.51#2#1.0#2	3.0	5021	1	1	5021	2	50213	1
50213	220000.0	269	1.8#2#1.5#2	3.0	5021	1	1	5021	3	50214	1
50214	220000.0	269	1.88#2#1.56#2	3.0	5021	1	1	5021	4	50215	1
50215	220000.0	269	1.95#2#1.62#2	3.0	5021	1	1	5021	5	50216	1
50216	220000.0	269	2.02#2#1.68#2	3.0	5021	1	1	5021	6	50217	1
50217	220000.0	269	2.09#2#1.74#2	3.0	5021	1	1	5021	7	50218	1
50218	220000.0	269	2.16#2#1.8#2	3.0	5021	1	1	5021	8	0	1
50231	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#1#2#12#0.05#1#2|0.5#1#0.1#22#1#0.1#2	3.0	5023	1	2	5023	1	50232	3
50232	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#2#2#12#0.05#1#2|0.5#1#0.1#22#1#0.15#2	3.0	5023	1	2	5023	2	50233	3
50233	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#2#2#12#0.05#1#2|0.5#1#0.15#22#1#0.2#2	3.0	5023	1	2	5023	3	50234	3
50234	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#2#2#12#0.05#1#2|0.5#1#0.156#22#1#0.208#2	3.0	5023	1	2	5023	4	50235	3
50235	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#2#2#12#0.05#1#2|0.5#1#0.162#22#1#0.216#2	3.0	5023	1	2	5023	5	50236	3
50236	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#2#2#12#0.05#1#2|0.5#1#0.168#22#1#0.224#2	3.0	5023	1	2	5023	6	50237	3
50237	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#2#2#12#0.05#1#2|0.5#1#0.174#22#1#0.232#2	3.0	5023	1	2	5023	7	50238	3
50238	200000|100000	1#247|277	0.3#2|0.3#0.2#0.3#2#2#12#0.05#1#2|0.5#1#0.18#22#1#0.24#2	3.0	5023	1	2	5023	8	0	3
50311	240000.0	1#3	0.83#1|0.2#2#2	1.0	5031	1	1	5031	1	50312	1
50312	240000.0	1#3	1.0#1|0.25#2#2	1.0	5031	1	1	5031	2	50313	1
50313	240000.0	1#3	1.2#1|0.3#2#2	1.0	5031	1	1	5031	3	50314	1
50314	240000.0	1#3	1.25#1|0.312#2#2	1.0	5031	1	1	5031	4	50315	1
50315	240000.0	1#3	1.3#1|0.324#2#2	1.0	5031	1	1	5031	5	50316	1
50316	240000.0	1#3	1.35#1|0.336#2#2	1.0	5031	1	1	5031	6	50317	1
50317	240000.0	1#3	1.4#1|0.348#2#2	1.0	5031	1	1	5031	7	50318	1
50318	240000.0	1#3	1.44#1|0.36#2#2	1.0	5031	1	1	5031	8	0	1
50331	200211.0	10	2.38#1#0.1	3.0	5033	1	2	5033	1	50332	3
50332	200211.0	10	2.86#1#0.15	3.0	5033	1	2	5033	2	50333	3
50333	200211.0	10	3.43#1#0.2	3.0	5033	1	2	5033	3	50334	3
50334	200211.0	10	3.57#1#0.208	3.0	5033	1	2	5033	4	50335	3
50335	200211.0	10	3.71#1#0.216	3.0	5033	1	2	5033	5	50336	3
50336	200211.0	10	3.85#1#0.224	3.0	5033	1	2	5033	6	50337	3
50337	200211.0	10	3.98#1#0.232	3.0	5033	1	2	5033	7	50338	3
50338	200211.0	10	4.12#1#0.24	3.0	5033	1	2	5033	8	0	3
50411	200000.0	1#268	0.75#2|0.45#2#1#0.3	1.0	5041	1	1	5041	1	50412	1
50412	200000.0	1#268	0.9#2|0.5#2#1#0.3	1.0	5041	1	1	5041	2	50413	1
50413	200000.0	1#268	1.08#2|0.55#2#1#0.3	1.0	5041	1	1	5041	3	50414	1
50414	200000.0	1#268	1.13#2|0.572#2#1#0.3	1.0	5041	1	1	5041	4	50415	1
50415	200000.0	1#268	1.17#2|0.594#2#1#0.3	1.0	5041	1	1	5041	5	50416	1
50416	200000.0	1#268	1.21#2|0.616#2#1#0.3	1.0	5041	1	1	5041	6	50417	1
50417	200000.0	1#268	1.26#2|0.638#2#1#0.3	1.0	5041	1	1	5041	7	50418	1
50418	200000.0	1#268	1.3#2|0.66#2#1#0.3	1.0	5041	1	1	5041	8	0	1
50431	200000.0	1#270	1.05#2|0.1#1#1	3.0	5043	1	2	5043	1	50432	3
50432	200000.0	1#270	1.26#2|0.15#1#1	3.0	5043	1	2	5043	2	50433	3
50433	200000.0	1#270	1.51#2|0.2#1#1	3.0	5043	1	2	5043	3	50434	3
50434	200000.0	1#270	1.58#2|0.208#1#1	3.0	5043	1	2	5043	4	50435	3
50435	200000.0	1#270	1.64#2|0.216#1#1	3.0	5043	1	2	5043	5	50436	3
50436	200000.0	1#270	1.7#2|0.224#1#1	3.0	5043	1	2	5043	6	50437	3
50437	200000.0	1#270	1.76#2|0.232#1#1	3.0	5043	1	2	5043	7	50438	3
50438	200000.0	1#270	1.82#2|0.24#1#1	3.0	5043	1	2	5043	8	0	3
50511	240000.0	1	1.71#1	3.0	5051	1	1	5051	1	50512	1
50512	240000.0	1	2.05#1	3.0	5051	1	1	5051	2	50513	1
50513	240000.0	1#261	2.46#1|1.0#3#1#0.15#2	3.0	5051	1	1	5051	3	50514	1
50514	240000.0	1#261	2.56#1|1.0#3#1#0.15#2	3.0	5051	1	1	5051	4	50515	1
50515	240000.0	1#261	2.66#1|1.0#3#1#0.15#2	3.0	5051	1	1	5051	5	50516	1
50516	240000.0	1#261	2.76#1|1.0#3#1#0.15#2	3.0	5051	1	1	5051	6	50517	1
50517	240000.0	1#261	2.86#1|1.0#3#1#0.15#2	3.0	5051	1	1	5051	7	50518	1
50518	240000.0	1#261	2.96#1|1.0#3#1#0.15#2	3.0	5051	1	1	5051	8	0	1
50531	400000.0	1#286	3.61#1|1#1	3.0	5053	1	2	5053	1	50532	3
50532	400000.0	1#286	4.33#1|1#1	3.0	5053	1	2	5053	2	50533	3
50533	400000.0	1#286	5.2#1|0.5#1	3.0	5053	1	2	5053	3	50534	3
50534	400000.0	1#286	5.41#1|0.5#1	3.0	5053	1	2	5053	4	50535	3
50535	400000.0	1#286	5.62#1|0.5#1	3.0	5053	1	2	5053	5	50536	3
50536	400000.0	1#286	5.83#1|0.5#1	3.0	5053	1	2	5053	6	50537	3
50537	400000.0	1#286	6.04#1|0.5#1	3.0	5053	1	2	5053	7	50538	3
50538	400000.0	1#286	6.24#1|0.5#1	3.0	5053	1	2	5053	8	0	3
50611	210001.0	1#268	1.23#1|1.0#2#1#0.3	1.0	5061	1	1	5061	1	50612	1
50612	210001.0	1#268	1.48#1|1.0#2#1#0.3	1.0	5061	1	1	5061	2	50613	1
50613	210001|300000	1#268|211	1.77#1|1.0#2#1#0.3|1.0#1#6#1#0.2#2	1.0	5061	1	1	5061	3	50614	1
50614	210001|300000	1#268|211	1.85#1|1.0#2#1#0.3|1.0#1#6#1#0.208#2	1.0	5061	1	1	5061	4	50615	1
50615	210001|300000	1#268|211	1.92#1|1.0#2#1#0.3|1.0#1#6#1#0.216#2	1.0	5061	1	1	5061	5	50616	1
50616	210001|300000	1#268|211	1.99#1|1.0#2#1#0.3|1.0#1#6#1#0.224#2	1.0	5061	1	1	5061	6	50617	1
50617	210001|300000	1#268|211	2.06#1|1.0#2#1#0.3|1.0#1#6#1#0.232#2	1.0	5061	1	1	5061	7	50618	1
50618	210001|300000	1#268|211	2.13#1|1.0#2#1#0.3|1.0#1#6#1#0.24#2	1.0	5061	1	1	5061	8	0	1
50631	240000.0	1#268	0.72#1|0.4#2#1#0.3	3.0	5063	1	2	5063	1	50632	3
50632	240000.0	1#268#3	0.86#1|0.48#2#1#0.3|0.2#1#2	3.0	5063	1	2	5063	2	50633	3
50633	200000.0	1#268#3	1.03#1|0.58#2#1#0.3|0.3#1#2	3.0	5063	1	2	5063	3	50634	3
50634	200000.0	1#268#3	1.08#1|0.6#2#1#0.3|0.3#1#2	3.0	5063	1	2	5063	4	50635	3
50635	200000.0	1#268#3	1.12#1|0.62#2#1#0.3|0.3#1#2	3.0	5063	1	2	5063	5	50636	3
50636	200000.0	1#268#3	1.16#1|0.64#2#1#0.3|0.3#1#2	3.0	5063	1	2	5063	6	50637	3
50637	200000.0	1#268#3	1.2#1|0.66#2#1#0.3|0.3#1#2	3.0	5063	1	2	5063	7	50638	3
50638	200000.0	1#268#3	1.24#1|0.68#2#1#0.3|0.3#1#2	3.0	5063	1	2	5063	8	0	3
50711	200003.0	1#261	1.21#1|0.5#3#1#0.15#2	3.0	5071	1	1	5071	1	50712	1
50712	200003.0	1#261	1.44#1|0.6#3#1#0.15#2	3.0	5071	1	1	5071	2	50713	1
50713	200003.0	1#261	1.71#1|0.72#3#1#0.15#2	3.0	5071	1	1	5071	3	50714	1
50714	200003.0	1#261	1.78#1|0.749#3#1#0.15#2	3.0	5071	1	1	5071	4	50715	1
50715	200003.0	1#261	1.85#1|0.778#3#1#0.15#2	3.0	5071	1	1	5071	5	50716	1
50716	200003.0	1#261	1.92#1|0.807#3#1#0.15#2	3.0	5071	1	1	5071	6	50717	1
50717	200003.0	1#261	1.99#1|0.836#3#1#0.15#2	3.0	5071	1	1	5071	7	50718	1
50718	200003.0	1#261	2.06#1|0.864#3#1#0.15#2	3.0	5071	1	1	5071	8	0	1
50731	400000.0	264#1	3#1#6#3#0.2|2.61#1	3.0	5073	1	2	5073	1	50732	3
50732	400000.0	264#1	3#1#6#3#0.2|3.13#1	3.0	5073	1	2	5073	2	50733	3
50733	400000.0	264#1#216	3#1#6#3#0.2|3.75#1|0	3.0	5073	1	2	5073	3	50734	3
50734	400000.0	264#1#216	3#1#6#3#0.208|3.9#1|0	3.0	5073	1	2	5073	4	50735	3
50735	400000.0	264#1#216	3#1#6#3#0.216|4.05#1|0	3.0	5073	1	2	5073	5	50736	3
50736	400000.0	264#1#216	3#1#6#3#0.224|4.2#1|0	3.0	5073	1	2	5073	6	50737	3
50737	400000.0	264#1#216	3#1#6#3#0.232|4.35#1|0	3.0	5073	1	2	5073	7	50738	3
50738	400000.0	264#1#216	3#1#6#3#0.24|4.5#1|0	3.0	5073	1	2	5073	8	0	3
50811	200000.0	1#268	0.75#2|0.4#2#1#0.3	1.0	5081	1	1	5081	1	50812	1
50812	200000.0	1#268	0.9#2|0.5#2#1#0.3	1.0	5081	1	1	5081	2	50813	1
50813	200000.0	1#268	1.08#2|0.6#2#1#0.3	1.0	5081	1	1	5081	3	0	1
50831	200000.0	1#207	1.0#2|0.15#9#1#2	3.0	5083	1	2	5083	1	50832	3
50832	200000.0	1#207	1.2#2|0.2#9#1#2	3.0	5083	1	2	5083	2	50833	3
50833	200000.0	1#207	1.44#2|0.25#9#1#2	3.0	5083	1	2	5083	3	0	3
50911	200211.0	1#258	1.2#2|0.3#2	1.0	5091	1	1	5091	1	0	1
50931	200000.0	1	1.3#2	3.0	5093	1	2	5093	1	0	3
51011	400000.0	1#254	1.46#1|0.5#1#2#3#0.2#2	1.0	5101	1	1	5101	1	0	1
51031	300000.0	211	1.0#1#23#1#0.3#2	3.0	5103	1	2	5103	1	0	3
51111	200211.0	1#261	1.68#1|0.45#3#1#0.15#2	2.0	5111	1	1	5111	1	0	1
51211	200000.0	1#268	0.75#2|0.4#2#1#0.3	3.0	5121	1	1	5121	1	0	1
51311	100000.0	24#211	1#0.98|0.2#1#23#3#0.2#2	3.0	5131	1	1	5131	1	0	1
51411	200003.0	1#271	0.9#2|0.45#2#0.2#0.1#0.2	3.0	5141	1	1	5141	1	51412	1
51412	200003.0	1#271	1.08#2|0.5#2#0.2#0.15#0.2	3.0	5141	1	1	5141	2	51413	1
51413	200003.0	1#271	1.3#2|0.55#2#0.2#0.2#0.2	3.0	5141	1	1	5141	3	51414	1
51414	200003.0	1#271	1.35#2|0.572#2#0.2#0.208#0.2	3.0	5141	1	1	5141	4	51415	1
