Id	TalismanaId	Level	RankupBasicMaterial	RankupConsumeMaterial	Property	Resolve	OpenSkillRules	SpecialProperty	SpecialSkill
2958	90040	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
2959	90040	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
2960	90040	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		140207		
2961	90040	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
2962	90040	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
2963	90040	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
2964	90040	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
2965	90040	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		140208		
2966	90040	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
2967	90040	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
2968	90040	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
2969	90040	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
2970	90040	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		140209		
2971	90040	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
2972	90040	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
2973	90040	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
2974	90040	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
2975	90040	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		140210		
2976	90040	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
2977	90040	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
2978	90040	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
2979	90040	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
2980	90040	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		140211		
2981	90040	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
2982	90040	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
2983	90040	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
2984	90040	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
2985	90040	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		140212		
2986	90040	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
2987	90040	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
2988	90040	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
2989	90040	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
2990	90040	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		140213		
2991	90040	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
2992	90040	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
2993	90040	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
2994	90040	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
2995	90040	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		140214		
2996	90040	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
2997	90040	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
2998	90040	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
2999	90040	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
3000	90040	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		140215		
3001	90041	1	14#6000		2#450|1#3000|3#150|4#150				
3002	90041	2	14#8000		2#495|1#3300|3#165|4#165				
3003	90041	3	14#10000		2#540|1#3600|3#180|4#180				
3004	90041	4	14#12000		2#585|1#3900|3#195|4#195				
3005	90041	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		141201		
3006	90041	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
3007	90041	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
3008	90041	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
3009	90041	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
3010	90041	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		141202		
3011	90041	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
3012	90041	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
3013	90041	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
3014	90041	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
3015	90041	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		141203		
3016	90041	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
3017	90041	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
3018	90041	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
3019	90041	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
3020	90041	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		141204		
3021	90041	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
3022	90041	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
3023	90041	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
3024	90041	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
3025	90041	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		141205		
3026	90041	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
3027	90041	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
3028	90041	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
3029	90041	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
3030	90041	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		141206		
3031	90041	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
3032	90041	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
3033	90041	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
3034	90041	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
3035	90041	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		141207		
3036	90041	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
3037	90041	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
3038	90041	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
3039	90041	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
3040	90041	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		141208		
3041	90041	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
3042	90041	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
3043	90041	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
3044	90041	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
3045	90041	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		141209		
3046	90041	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
3047	90041	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
3048	90041	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
3049	90041	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
3050	90041	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		141210		
3051	90041	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
3052	90041	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
3053	90041	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
3054	90041	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
3055	90041	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		141211		
3056	90041	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
3057	90041	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
3058	90041	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
3059	90041	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
3060	90041	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		141212		
3061	90041	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
3062	90041	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
3063	90041	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
3064	90041	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
3065	90041	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		141213		
3066	90041	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
3067	90041	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
3068	90041	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
3069	90041	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
3070	90041	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		141214		
3071	90041	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
3072	90041	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
3073	90041	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
3074	90041	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
3075	90041	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		141215		
3076	90042	1	14#6000		2#450|1#3000|3#150|4#150				
3077	90042	2	14#8000		2#495|1#3300|3#165|4#165				
3078	90042	3	14#10000		2#540|1#3600|3#180|4#180				
3079	90042	4	14#12000		2#585|1#3900|3#195|4#195				
3080	90042	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		142201		
3081	90042	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
3082	90042	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
3083	90042	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
3084	90042	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
3085	90042	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		142202		
3086	90042	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
3087	90042	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
3088	90042	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
3089	90042	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
3090	90042	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		142203		
3091	90042	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
3092	90042	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
3093	90042	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
3094	90042	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
3095	90042	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		142204		
3096	90042	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
3097	90042	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
3098	90042	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
3099	90042	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
3100	90042	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		142205		
3101	90042	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
3102	90042	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
3103	90042	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
3104	90042	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
3105	90042	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		142206		
3106	90042	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
3107	90042	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
3108	90042	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
3109	90042	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
3110	90042	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		142207		
3111	90042	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
3112	90042	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
3113	90042	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
3114	90042	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
3115	90042	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		142208		
3116	90042	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
3117	90042	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
3118	90042	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
3119	90042	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
3120	90042	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		142209		
3121	90042	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
3122	90042	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
3123	90042	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
3124	90042	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
3125	90042	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		142210		
3126	90042	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
3127	90042	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
3128	90042	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
3129	90042	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
3130	90042	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		142211		
3131	90042	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
3132	90042	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
3133	90042	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
3134	90042	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
3135	90042	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		142212		
3136	90042	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
3137	90042	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
3138	90042	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
3139	90042	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
3140	90042	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		142213		
3141	90042	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
3142	90042	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
3143	90042	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
3144	90042	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
3145	90042	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		142214		
3146	90042	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
3147	90042	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
3148	90042	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
3149	90042	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
3150	90042	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		142215		
3151	90043	1	14#6000		2#450|1#3000|3#150|4#150				
3152	90043	2	14#8000		2#495|1#3300|3#165|4#165				
3153	90043	3	14#10000		2#540|1#3600|3#180|4#180				
3154	90043	4	14#12000		2#585|1#3900|3#195|4#195				
3155	90043	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		143201		
3156	90043	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
3157	90043	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
3158	90043	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
3159	90043	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
3160	90043	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		143202		
3161	90043	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
3162	90043	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
3163	90043	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
3164	90043	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
3165	90043	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		143203		
3166	90043	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
3167	90043	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
3168	90043	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
3169	90043	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
3170	90043	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		143204		
3171	90043	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
3172	90043	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
3173	90043	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
3174	90043	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
3175	90043	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		143205		
3176	90043	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
3177	90043	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
3178	90043	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
3179	90043	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
3180	90043	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		143206		
3181	90043	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
3182	90043	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
3183	90043	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
3184	90043	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
3185	90043	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		143207		
3186	90043	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
3187	90043	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
3188	90043	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
3189	90043	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
3190	90043	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		143208		
3191	90043	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
3192	90043	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
3193	90043	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
3194	90043	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
3195	90043	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		143209		
3196	90043	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
3197	90043	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
3198	90043	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
3199	90043	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
3200	90043	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		143210		
3201	90043	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
3202	90043	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
3203	90043	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
3204	90043	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
3205	90043	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		143211		
3206	90043	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
3207	90043	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
3208	90043	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
3209	90043	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
3210	90043	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		143212		
3211	90043	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
3212	90043	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
3213	90043	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
3214	90043	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
3215	90043	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		143213		
3216	90043	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
3217	90043	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
3218	90043	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
3219	90043	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
3220	90043	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		143214		
3221	90043	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
3222	90043	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
3223	90043	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
3224	90043	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
3225	90043	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		143215		
3226	90044	1	14#6000		2#450|1#3000|3#150|4#150				
3227	90044	2	14#8000		2#495|1#3300|3#165|4#165				
3228	90044	3	14#10000		2#540|1#3600|3#180|4#180				
3229	90044	4	14#12000		2#585|1#3900|3#195|4#195				
3230	90044	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		144201		
3231	90044	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
3232	90044	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
3233	90044	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
3234	90044	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
3235	90044	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		144202		
3236	90044	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
3237	90044	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
3238	90044	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
3239	90044	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
3240	90044	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		144203		
3241	90044	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
3242	90044	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
3243	90044	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
3244	90044	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
3245	90044	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		144204		
3246	90044	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
3247	90044	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
3248	90044	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
3249	90044	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
3250	90044	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		144205		
3251	90044	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
3252	90044	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
3253	90044	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
3254	90044	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
3255	90044	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		144206		
3256	90044	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
3257	90044	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
3258	90044	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
3259	90044	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
3260	90044	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		144207		
3261	90044	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
3262	90044	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
3263	90044	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
3264	90044	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
3265	90044	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		144208		
3266	90044	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
3267	90044	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
3268	90044	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
3269	90044	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
3270	90044	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		144209		
3271	90044	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
3272	90044	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
3273	90044	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
3274	90044	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
3275	90044	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		144210		
3276	90044	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
3277	90044	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
3278	90044	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
3279	90044	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
3280	90044	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		144211		
3281	90044	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
3282	90044	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
3283	90044	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
3284	90044	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
3285	90044	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		144212		
3286	90044	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
3287	90044	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
3288	90044	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
3289	90044	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
3290	90044	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		144213		
3291	90044	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
3292	90044	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
