Id	TechId	Level	Values	RankNum	Profession	Limits	Consume	OpenRules
1045	207	8	3#151	2	3	1	1002#4600	206#10
1046	207	9	3#176	2	3	1	1002#4800	206#10
1047	207	10	3#202	2	3	28	1002#5000	206#10
1048	207	11	3#230	2	3	28	1002#5500	206#10
1049	207	12	3#258	2	3	32	1002#6000	206#10
1050	207	13	3#288	2	3	32	1002#6500	206#10
1051	207	14	3#320	2	3	32	1002#7000	206#10
1052	207	15	3#352	2	3	35	1002#7500	206#10
1053	207	16	3#386	2	3	35	1002#8000	206#10
1054	207	17	3#422	2	3	36	1002#8500	206#10
1055	207	18	3#458	2	3	38	1002#9000	206#10
1056	207	19	3#496	2	3	38	1002#9500	206#10
1057	207	20	3#535	2	3	40	1002#10000	206#10
1058	207	21	3#576	2	3	42	1002#10500	206#10
1059	207	22	3#618	2	3	42	1002#11000	206#10
1060	207	23	3#661	2	3	44	1002#11500	206#10
1061	207	24	3#705	2	3	46	1002#12000	206#10
1062	207	25	3#751	2	3	46	1002#12500	206#10
1063	207	26	3#798	2	3	48	1002#13000	206#10
1064	207	27	3#847	2	3	48	1002#13500	206#10
1065	207	28	3#896	2	3	49	1002#14000	206#10
1066	207	29	3#947	2	3	50	1002#14500	206#10
1067	207	30	3#1000	2	3	0	null	206#10
1068	208	0	4#0	2	3	1	1002#3000	206#10
1069	208	1	4#14	2	3	1	1002#3200	206#10
1070	208	2	4#30	2	3	1	1002#3400	206#10
1071	208	3	4#47	2	3	1	1002#3600	206#10
1072	208	4	4#65	2	3	1	1002#3800	206#10
1073	208	5	4#84	2	3	1	1002#4000	206#10
1074	208	6	4#105	2	3	1	1002#4200	206#10
1075	208	7	4#128	2	3	1	1002#4400	206#10
1076	208	8	4#151	2	3	1	1002#4600	206#10
1077	208	9	4#176	2	3	1	1002#4800	206#10
1078	208	10	4#202	2	3	28	1002#5000	206#10
1079	208	11	4#230	2	3	28	1002#5500	206#10
1080	208	12	4#258	2	3	32	1002#6000	206#10
1081	208	13	4#288	2	3	32	1002#6500	206#10
1082	208	14	4#320	2	3	32	1002#7000	206#10
1083	208	15	4#352	2	3	35	1002#7500	206#10
1084	208	16	4#386	2	3	35	1002#8000	206#10
1085	208	17	4#422	2	3	36	1002#8500	206#10
1086	208	18	4#458	2	3	38	1002#9000	206#10
1087	208	19	4#496	2	3	38	1002#9500	206#10
1088	208	20	4#535	2	3	40	1002#10000	206#10
1089	208	21	4#576	2	3	42	1002#10500	206#10
1090	208	22	4#618	2	3	42	1002#11000	206#10
1091	208	23	4#661	2	3	44	1002#11500	206#10
1092	208	24	4#705	2	3	46	1002#12000	206#10
1093	208	25	4#751	2	3	46	1002#12500	206#10
1094	208	26	4#798	2	3	48	1002#13000	206#10
1095	208	27	4#847	2	3	48	1002#13500	206#10
1096	208	28	4#896	2	3	49	1002#14000	206#10
1097	208	29	4#947	2	3	50	1002#14500	206#10
1098	208	30	4#1000	2	3	0	null	206#10
1099	209	0	1#0	2	3	1	1002#3000	207#10
1100	209	1	1#79	2	3	1	1002#3200	207#10
1101	209	2	1#165	2	3	1	1002#3400	207#10
1102	209	3	1#259	2	3	1	1002#3600	207#10
1103	209	4	1#359	2	3	1	1002#3800	207#10
1104	209	5	1#467	2	3	1	1002#4000	207#10
1105	209	6	1#582	2	3	1	1002#4200	207#10
1106	209	7	1#705	2	3	1	1002#4400	207#10
1107	209	8	1#834	2	3	1	1002#4600	207#10
1108	209	9	1#970	2	3	1	1002#4800	207#10
1109	209	10	1#1114	2	3	28	1002#5000	207#10
1110	209	11	1#1265	2	3	28	1002#5500	207#10
1111	209	12	1#1423	2	3	32	1002#6000	207#10
1112	209	13	1#1588	2	3	32	1002#6500	207#10
1113	209	14	1#1761	2	3	32	1002#7000	207#10
1114	209	15	1#1941	2	3	35	1002#7500	207#10
1115	209	16	1#2128	2	3	35	1002#8000	207#10
1116	209	17	1#2322	2	3	36	1002#8500	207#10
1117	209	18	1#2523	2	3	38	1002#9000	207#10
1118	209	19	1#2732	2	3	38	1002#9500	207#10
1119	209	20	1#2947	2	3	40	1002#10000	207#10
1120	209	21	1#3170	2	3	42	1002#10500	207#10
1121	209	22	1#3401	2	3	42	1002#11000	207#10
1122	209	23	1#3638	2	3	44	1002#11500	207#10
1123	209	24	1#3882	2	3	46	1002#12000	207#10
1124	209	25	1#4134	2	3	46	1002#12500	207#10
1125	209	26	1#4392	2	3	48	1002#13000	207#10
1126	209	27	1#4659	2	3	48	1002#13500	207#10
1127	209	28	1#4932	2	3	49	1002#14000	207#10
1128	209	29	1#5212	2	3	50	1002#14500	207#10
1129	209	30	1#5500	2	3	0	null	207#10
1130	210	0	1#0	2	3	1	1002#3000	208#10
1131	210	1	1#79	2	3	1	1002#3200	208#10
1132	210	2	1#165	2	3	1	1002#3400	208#10
1133	210	3	1#259	2	3	1	1002#3600	208#10
1134	210	4	1#359	2	3	1	1002#3800	208#10
1135	210	5	1#467	2	3	1	1002#4000	208#10
1136	210	6	1#582	2	3	1	1002#4200	208#10
1137	210	7	1#705	2	3	1	1002#4400	208#10
1138	210	8	1#834	2	3	1	1002#4600	208#10
1139	210	9	1#970	2	3	1	1002#4800	208#10
1140	210	10	1#1114	2	3	28	1002#5000	208#10
1141	210	11	1#1265	2	3	28	1002#5500	208#10
1142	210	12	1#1423	2	3	32	1002#6000	208#10
1143	210	13	1#1588	2	3	32	1002#6500	208#10
1144	210	14	1#1761	2	3	32	1002#7000	208#10
1145	210	15	1#1941	2	3	35	1002#7500	208#10
1146	210	16	1#2128	2	3	35	1002#8000	208#10
1147	210	17	1#2322	2	3	36	1002#8500	208#10
1148	210	18	1#2523	2	3	38	1002#9000	208#10
1149	210	19	1#2732	2	3	38	1002#9500	208#10
1150	210	20	1#2947	2	3	40	1002#10000	208#10
1151	210	21	1#3170	2	3	42	1002#10500	208#10
1152	210	22	1#3401	2	3	42	1002#11000	208#10
1153	210	23	1#3638	2	3	44	1002#11500	208#10
1154	210	24	1#3882	2	3	46	1002#12000	208#10
1155	210	25	1#4134	2	3	46	1002#12500	208#10
1156	210	26	1#4392	2	3	48	1002#13000	208#10
1157	210	27	1#4659	2	3	48	1002#13500	208#10
1158	210	28	1#4932	2	3	49	1002#14000	208#10
1159	210	29	1#5212	2	3	50	1002#14500	208#10
1160	210	30	1#5500	2	3	0	null	208#10
1161	211	0	1#0|2#0	3	3	1	1002#5000	206#20
1162	211	1	1#316|2#28	3	3	1	1002#5200	206#20
1163	211	2	1#661|2#60	3	3	1	1002#5400	206#20
1164	211	3	1#1035|2#94	3	3	1	1002#5600	206#20
1165	211	4	1#1438|2#130	3	3	1	1002#5800	206#20
1166	211	5	1#1869|2#169	3	3	1	1002#6100	206#20
1167	211	6	1#2329|2#211	3	3	1	1002#6400	206#20
1168	211	7	1#2818|2#256	3	3	1	1002#6700	206#20
1169	211	8	1#3336|2#303	3	3	1	1002#7000	206#20
1170	211	9	1#3882|2#352	3	3	1	1002#7300	206#20
1171	211	10	1#4457|2#405	3	3	28	1002#7700	206#20
1172	211	11	1#5061|2#460	3	3	28	1002#8100	206#20
1173	211	12	1#5694|2#517	3	3	32	1002#8500	206#20
1174	211	13	1#6355|2#577	3	3	32	1002#8900	206#20
1175	211	14	1#7046|2#640	3	3	32	1002#9300	206#20
1176	211	15	1#7764|2#705	3	3	35	1002#9800	206#20
1177	211	16	1#8512|2#773	3	3	35	1002#10300	206#20
1178	211	17	1#9288|2#844	3	3	36	1002#10800	206#20
1179	211	18	1#10094|2#917	3	3	38	1002#11300	206#20
1180	211	19	1#10928|2#993	3	3	38	1002#11800	206#20
1181	211	20	1#11790|2#1071	3	3	40	1002#12400	206#20
1182	211	21	1#12682|2#1152	3	3	42	1002#13000	206#20
1183	211	22	1#13603|2#1236	3	3	42	1002#13600	206#20
1184	211	23	1#14551|2#1322	3	3	44	1002#14200	206#20
1185	211	24	1#15529|2#1411	3	3	46	1002#14800	206#20
1186	211	25	1#16536|2#1503	3	3	46	1002#15600	206#20
1187	211	26	1#17571|2#1597	3	3	48	1002#16400	206#20
1188	211	27	1#18635|2#1694	3	3	48	1002#17200	206#20
1189	211	28	1#19728|2#1793	3	3	49	1002#18000	206#20
1190	211	29	1#20849|2#1895	3	3	50	1002#18800	206#20
1191	211	30	1#22000|2#2000	3	3	0	null	206#20
1192	212	0	3#0|4#0	3	3	1	1002#5000	211#10
1193	212	1	3#14|4#14	3	3	1	1002#5200	211#10
1194	212	2	3#30|4#30	3	3	1	1002#5400	211#10
1195	212	3	3#47|4#47	3	3	1	1002#5600	211#10
1196	212	4	3#65|4#65	3	3	1	1002#5800	211#10
1197	212	5	3#84|4#84	3	3	1	1002#6100	211#10
1198	212	6	3#105|4#105	3	3	1	1002#6400	211#10
1199	212	7	3#128|4#128	3	3	1	1002#6700	211#10
1200	212	8	3#151|4#151	3	3	1	1002#7000	211#10
1201	212	9	3#176|4#176	3	3	1	1002#7300	211#10
1202	212	10	3#202|4#202	3	3	28	1002#7700	211#10
1203	212	11	3#230|4#230	3	3	28	1002#8100	211#10
1204	212	12	3#258|4#258	3	3	32	1002#8500	211#10
1205	212	13	3#288|4#288	3	3	32	1002#8900	211#10
1206	212	14	3#320|4#320	3	3	32	1002#9300	211#10
1207	212	15	3#352|4#352	3	3	35	1002#9800	211#10
1208	212	16	3#386|4#386	3	3	35	1002#10300	211#10
1209	212	17	3#422|4#422	3	3	36	1002#10800	211#10
1210	212	18	3#458|4#458	3	3	38	1002#11300	211#10
1211	212	19	3#496|4#496	3	3	38	1002#11800	211#10
1212	212	20	3#535|4#535	3	3	40	1002#12400	211#10
1213	212	21	3#576|4#576	3	3	42	1002#13000	211#10
1214	212	22	3#618|4#618	3	3	42	1002#13600	211#10
1215	212	23	3#661|4#661	3	3	44	1002#14200	211#10
1216	212	24	3#705|4#705	3	3	46	1002#14800	211#10
1217	212	25	3#751|4#751	3	3	46	1002#15600	211#10
1218	212	26	3#798|4#798	3	3	48	1002#16400	211#10
1219	212	27	3#847|4#847	3	3	48	1002#17200	211#10
1220	212	28	3#896|4#896	3	3	49	1002#18000	211#10
1221	212	29	3#947|4#947	3	3	50	1002#18800	211#10
1222	212	30	3#1000|4#1000	3	3	0	null	211#10
1223	213	0	3#0|4#0	3	3	1	1002#5000	211#10
1224	213	1	3#14|4#14	3	3	1	1002#5200	211#10
1225	213	2	3#30|4#30	3	3	1	1002#5400	211#10
1226	213	3	3#47|4#47	3	3	1	1002#5600	211#10
1227	213	4	3#65|4#65	3	3	1	1002#5800	211#10
1228	213	5	3#84|4#84	3	3	1	1002#6100	211#10
1229	213	6	3#105|4#105	3	3	1	1002#6400	211#10
1230	213	7	3#128|4#128	3	3	1	1002#6700	211#10
1231	213	8	3#151|4#151	3	3	1	1002#7000	211#10
1232	213	9	3#176|4#176	3	3	1	1002#7300	211#10
1233	213	10	3#202|4#202	3	3	28	1002#7700	211#10
1234	213	11	3#230|4#230	3	3	28	1002#8100	211#10
1235	213	12	3#258|4#258	3	3	32	1002#8500	211#10
1236	213	13	3#288|4#288	3	3	32	1002#8900	211#10
1237	213	14	3#320|4#320	3	3	32	1002#9300	211#10
1238	213	15	3#352|4#352	3	3	35	1002#9800	211#10
1239	213	16	3#386|4#386	3	3	35	1002#10300	211#10
1240	213	17	3#422|4#422	3	3	36	1002#10800	211#10
1241	213	18	3#458|4#458	3	3	38	1002#11300	211#10
1242	213	19	3#496|4#496	3	3	38	1002#11800	211#10
1243	213	20	3#535|4#535	3	3	40	1002#12400	211#10
1244	213	21	3#576|4#576	3	3	42	1002#13000	211#10
1245	213	22	3#618|4#618	3	3	42	1002#13600	211#10
1246	213	23	3#661|4#661	3	3	44	1002#14200	211#10
1247	213	24	3#705|4#705	3	3	46	1002#14800	211#10
1248	213	25	3#751|4#751	3	3	46	1002#15600	211#10
1249	213	26	3#798|4#798	3	3	48	1002#16400	211#10
1250	213	27	3#847|4#847	3	3	48	1002#17200	211#10
1251	213	28	3#896|4#896	3	3	49	1002#18000	211#10
1252	213	29	3#947|4#947	3	3	50	1002#18800	211#10
1253	213	30	3#1000|4#1000	3	3	0	null	211#10
1254	214	0	55#0	3	3	1	1002#12000	212#10
1255	214	1	55#141	3	3	1	1002#15000	212#10
1256	214	2	55#296	3	3	1	1002#18000	212#10
1257	214	3	55#464	3	3	1	1002#21000	212#10
1258	214	4	55#645	3	3	1	1002#24000	212#10
1259	214	5	55#838	3	3	1	1002#30000	212#10
1260	214	6	55#1045	3	3	1	1002#36000	212#10
1261	214	7	55#1264	3	3	1	1002#42000	212#10
1262	214	8	55#1496	3	3	1	1002#51000	212#10
1263	214	9	55#1741	3	3	1	1002#60000	212#10
1264	214	10	55#2000	3	3	0	null	212#10
1265	215	0	5#0	3	3	1	1002#12000	213#10
1266	215	1	5#42	3	3	1	1002#15000	213#10
1267	215	2	5#89	3	3	1	1002#18000	213#10
1268	215	3	5#139	3	3	1	1002#21000	213#10
1269	215	4	5#194	3	3	1	1002#24000	213#10
1270	215	5	5#251	3	3	1	1002#30000	213#10
1271	215	6	5#314	3	3	1	1002#36000	213#10
1272	215	7	5#379	3	3	1	1002#42000	213#10
1273	215	8	5#449	3	3	1	1002#51000	213#10
1274	215	9	5#522	3	3	1	1002#60000	213#10
1275	215	10	5#600	3	3	0	null	213#10
1276	301	0	2#0	1	4	1	1002#300	null
1277	301	1	2#14	1	4	1	1002#400	null
1278	301	2	2#30	1	4	1	1002#500	null
1279	301	3	2#47	1	4	1	1002#600	null
1280	301	4	2#65	1	4	1	1002#700	null
1281	301	5	2#84	1	4	1	1002#800	null
1282	301	6	2#105	1	4	1	1002#900	null
1283	301	7	2#128	1	4	1	1002#1000	null
1284	301	8	2#151	1	4	1	1002#1100	null
1285	301	9	2#176	1	4	1	1002#1200	null
1286	301	10	2#202	1	4	28	1002#1400	null
1287	301	11	2#230	1	4	28	1002#1600	null
1288	301	12	2#258	1	4	32	1002#1800	null
1289	301	13	2#288	1	4	32	1002#1900	null
1290	301	14	2#320	1	4	32	1002#2100	null
1291	301	15	2#352	1	4	35	1002#2300	null
1292	301	16	2#386	1	4	35	1002#2500	null
1293	301	17	2#422	1	4	36	1002#2700	null
1294	301	18	2#458	1	4	38	1002#2900	null
1295	301	19	2#496	1	4	38	1002#3100	null
1296	301	20	2#535	1	4	40	1002#3300	null
1297	301	21	2#576	1	4	42	1002#3500	null
1298	301	22	2#618	1	4	42	1002#3700	null
1299	301	23	2#661	1	4	44	1002#3900	null
1300	301	24	2#705	1	4	46	1002#4100	null
1301	301	25	2#751	1	4	46	1002#4300	null
1302	301	26	2#798	1	4	48	1002#4500	null
1303	301	27	2#847	1	4	48	1002#4700	null
1304	301	28	2#896	1	4	49	1002#4900	null
1305	301	29	2#947	1	4	50	1002#5100	null
1306	301	30	2#1000	1	4	0	null	null
1307	302	0	3#0	1	4	1	1002#300	301#10
1308	302	1	3#14	1	4	1	1002#400	301#10
1309	302	2	3#30	1	4	1	1002#500	301#10
1310	302	3	3#47	1	4	1	1002#600	301#10
1311	302	4	3#65	1	4	1	1002#700	301#10
1312	302	5	3#84	1	4	1	1002#800	301#10
1313	302	6	3#105	1	4	1	1002#900	301#10
1314	302	7	3#128	1	4	1	1002#1000	301#10
1315	302	8	3#151	1	4	1	1002#1100	301#10
1316	302	9	3#176	1	4	1	1002#1200	301#10
1317	302	10	3#202	1	4	28	1002#1400	301#10
1318	302	11	3#230	1	4	28	1002#1600	301#10
1319	302	12	3#258	1	4	32	1002#1800	301#10
1320	302	13	3#288	1	4	32	1002#1900	301#10
1321	302	14	3#320	1	4	32	1002#2100	301#10
1322	302	15	3#352	1	4	35	1002#2300	301#10
1323	302	16	3#386	1	4	35	1002#2500	301#10
1324	302	17	3#422	1	4	36	1002#2700	301#10
1325	302	18	3#458	1	4	38	1002#2900	301#10
1326	302	19	3#496	1	4	38	1002#3100	301#10
1327	302	20	3#535	1	4	40	1002#3300	301#10
1328	302	21	3#576	1	4	42	1002#3500	301#10
1329	302	22	3#618	1	4	42	1002#3700	301#10
1330	302	23	3#661	1	4	44	1002#3900	301#10
1331	302	24	3#705	1	4	46	1002#4100	301#10
1332	302	25	3#751	1	4	46	1002#4300	301#10
1333	302	26	3#798	1	4	48	1002#4500	301#10
1334	302	27	3#847	1	4	48	1002#4700	301#10
1335	302	28	3#896	1	4	49	1002#4900	301#10
1336	302	29	3#947	1	4	50	1002#5100	301#10
1337	302	30	3#1000	1	4	0	null	301#10
1338	303	0	4#0	1	4	1	1002#300	301#10
1339	303	1	4#14	1	4	1	1002#400	301#10
1340	303	2	4#30	1	4	1	1002#500	301#10
1341	303	3	4#47	1	4	1	1002#600	301#10
1342	303	4	4#65	1	4	1	1002#700	301#10
1343	303	5	4#84	1	4	1	1002#800	301#10
1344	303	6	4#105	1	4	1	1002#900	301#10
1345	303	7	4#128	1	4	1	1002#1000	301#10
1346	303	8	4#151	1	4	1	1002#1100	301#10
1347	303	9	4#176	1	4	1	1002#1200	301#10
1348	303	10	4#202	1	4	28	1002#1400	301#10
1349	303	11	4#230	1	4	28	1002#1600	301#10
1350	303	12	4#258	1	4	32	1002#1800	301#10
1351	303	13	4#288	1	4	32	1002#1900	301#10
1352	303	14	4#320	1	4	32	1002#2100	301#10
1353	303	15	4#352	1	4	35	1002#2300	301#10
1354	303	16	4#386	1	4	35	1002#2500	301#10
1355	303	17	4#422	1	4	36	1002#2700	301#10
1356	303	18	4#458	1	4	38	1002#2900	301#10
1357	303	19	4#496	1	4	38	1002#3100	301#10
1358	303	20	4#535	1	4	40	1002#3300	301#10
1359	303	21	4#576	1	4	42	1002#3500	301#10
1360	303	22	4#618	1	4	42	1002#3700	301#10
1361	303	23	4#661	1	4	44	1002#3900	301#10
1362	303	24	4#705	1	4	46	1002#4100	301#10
1363	303	25	4#751	1	4	46	1002#4300	301#10
1364	303	26	4#798	1	4	48	1002#4500	301#10
1365	303	27	4#847	1	4	48	1002#4700	301#10
1366	303	28	4#896	1	4	49	1002#4900	301#10
1367	303	29	4#947	1	4	50	1002#5100	301#10
1368	303	30	4#1000	1	4	0	null	301#10
1369	304	0	1#0	1	4	1	1002#300	302#10
1370	304	1	1#79	1	4	1	1002#400	302#10
1371	304	2	1#165	1	4	1	1002#500	302#10
1372	304	3	1#259	1	4	1	1002#600	302#10
1373	304	4	1#359	1	4	1	1002#700	302#10
1374	304	5	1#467	1	4	1	1002#800	302#10
1375	304	6	1#582	1	4	1	1002#900	302#10
1376	304	7	1#705	1	4	1	1002#1000	302#10
1377	304	8	1#834	1	4	1	1002#1100	302#10
1378	304	9	1#970	1	4	1	1002#1200	302#10
1379	304	10	1#1114	1	4	28	1002#1400	302#10
1380	304	11	1#1265	1	4	28	1002#1600	302#10
1381	304	12	1#1423	1	4	32	1002#1800	302#10
1382	304	13	1#1588	1	4	32	1002#1900	302#10
1383	304	14	1#1761	1	4	32	1002#2100	302#10
1384	304	15	1#1941	1	4	35	1002#2300	302#10
1385	304	16	1#2128	1	4	35	1002#2500	302#10
1386	304	17	1#2322	1	4	36	1002#2700	302#10
1387	304	18	1#2523	1	4	38	1002#2900	302#10
1388	304	19	1#2732	1	4	38	1002#3100	302#10
1389	304	20	1#2947	1	4	40	1002#3300	302#10
1390	304	21	1#3170	1	4	42	1002#3500	302#10
1391	304	22	1#3401	1	4	42	1002#3700	302#10
1392	304	23	1#3638	1	4	44	1002#3900	302#10
1393	304	24	1#3882	1	4	46	1002#4100	302#10
1394	304	25	1#4134	1	4	46	1002#4300	302#10
1395	304	26	1#4392	1	4	48	1002#4500	302#10
1396	304	27	1#4659	1	4	48	1002#4700	302#10
1397	304	28	1#4932	1	4	49	1002#4900	302#10
1398	304	29	1#5212	1	4	50	1002#5100	302#10
1399	304	30	1#5500	1	4	0	null	302#10
1400	305	0	1#0	1	4	1	1002#300	303#10
1401	305	1	1#79	1	4	1	1002#400	303#10
1402	305	2	1#165	1	4	1	1002#500	303#10
1403	305	3	1#259	1	4	1	1002#600	303#10
1404	305	4	1#359	1	4	1	1002#700	303#10
1405	305	5	1#467	1	4	1	1002#800	303#10
1406	305	6	1#582	1	4	1	1002#900	303#10
1407	305	7	1#705	1	4	1	1002#1000	303#10
1408	305	8	1#834	1	4	1	1002#1100	303#10
1409	305	9	1#970	1	4	1	1002#1200	303#10
1410	305	10	1#1114	1	4	28	1002#1400	303#10
1411	305	11	1#1265	1	4	28	1002#1600	303#10
1412	305	12	1#1423	1	4	32	1002#1800	303#10
1413	305	13	1#1588	1	4	32	1002#1900	303#10
1414	305	14	1#1761	1	4	32	1002#2100	303#10
1415	305	15	1#1941	1	4	35	1002#2300	303#10
1416	305	16	1#2128	1	4	35	1002#2500	303#10
1417	305	17	1#2322	1	4	36	1002#2700	303#10
1418	305	18	1#2523	1	4	38	1002#2900	303#10
1419	305	19	1#2732	1	4	38	1002#3100	303#10
1420	305	20	1#2947	1	4	40	1002#3300	303#10
1421	305	21	1#3170	1	4	42	1002#3500	303#10
1422	305	22	1#3401	1	4	42	1002#3700	303#10
1423	305	23	1#3638	1	4	44	1002#3900	303#10
1424	305	24	1#3882	1	4	46	1002#4100	303#10
1425	305	25	1#4134	1	4	46	1002#4300	303#10
1426	305	26	1#4392	1	4	48	1002#4500	303#10
1427	305	27	1#4659	1	4	48	1002#4700	303#10
1428	305	28	1#4932	1	4	49	1002#4900	303#10
1429	305	29	1#5212	1	4	50	1002#5100	303#10
1430	305	30	1#5500	1	4	0	null	303#10
1431	306	0	2#0	2	4	1	1002#3000	301#15
1432	306	1	2#14	2	4	1	1002#3200	301#15
1433	306	2	2#30	2	4	1	1002#3400	301#15
1434	306	3	2#47	2	4	1	1002#3600	301#15
1435	306	4	2#65	2	4	1	1002#3800	301#15
1436	306	5	2#84	2	4	1	1002#4000	301#15
1437	306	6	2#105	2	4	1	1002#4200	301#15
1438	306	7	2#128	2	4	1	1002#4400	301#15
1439	306	8	2#151	2	4	1	1002#4600	301#15
1440	306	9	2#176	2	4	1	1002#4800	301#15
1441	306	10	2#202	2	4	28	1002#5000	301#15
1442	306	11	2#230	2	4	28	1002#5500	301#15
1443	306	12	2#258	2	4	32	1002#6000	301#15
1444	306	13	2#288	2	4	32	1002#6500	301#15
1445	306	14	2#320	2	4	32	1002#7000	301#15
1446	306	15	2#352	2	4	35	1002#7500	301#15
1447	306	16	2#386	2	4	35	1002#8000	301#15
1448	306	17	2#422	2	4	36	1002#8500	301#15
1449	306	18	2#458	2	4	38	1002#9000	301#15
1450	306	19	2#496	2	4	38	1002#9500	301#15
1451	306	20	2#535	2	4	40	1002#10000	301#15
1452	306	21	2#576	2	4	42	1002#10500	301#15
1453	306	22	2#618	2	4	42	1002#11000	301#15
1454	306	23	2#661	2	4	44	1002#11500	301#15
1455	306	24	2#705	2	4	46	1002#12000	301#15
1456	306	25	2#751	2	4	46	1002#12500	301#15
1457	306	26	2#798	2	4	48	1002#13000	301#15
1458	306	27	2#847	2	4	48	1002#13500	301#15
1459	306	28	2#896	2	4	49	1002#14000	301#15
1460	306	29	2#947	2	4	50	1002#14500	301#15
1461	306	30	2#1000	2	4	0	null	301#15
1462	307	0	3#0	2	4	1	1002#3000	306#10
1463	307	1	3#14	2	4	1	1002#3200	306#10
1464	307	2	3#30	2	4	1	1002#3400	306#10
1465	307	3	3#47	2	4	1	1002#3600	306#10
1466	307	4	3#65	2	4	1	1002#3800	306#10
1467	307	5	3#84	2	4	1	1002#4000	306#10
1468	307	6	3#105	2	4	1	1002#4200	306#10
1469	307	7	3#128	2	4	1	1002#4400	306#10
1470	307	8	3#151	2	4	1	1002#4600	306#10
1471	307	9	3#176	2	4	1	1002#4800	306#10
1472	307	10	3#202	2	4	28	1002#5000	306#10
1473	307	11	3#230	2	4	28	1002#5500	306#10
1474	307	12	3#258	2	4	32	1002#6000	306#10
1475	307	13	3#288	2	4	32	1002#6500	306#10
1476	307	14	3#320	2	4	32	1002#7000	306#10
1477	307	15	3#352	2	4	35	1002#7500	306#10
1478	307	16	3#386	2	4	35	1002#8000	306#10
1479	307	17	3#422	2	4	36	1002#8500	306#10
1480	307	18	3#458	2	4	38	1002#9000	306#10
1481	307	19	3#496	2	4	38	1002#9500	306#10
1482	307	20	3#535	2	4	40	1002#10000	306#10
1483	307	21	3#576	2	4	42	1002#10500	306#10
1484	307	22	3#618	2	4	42	1002#11000	306#10
1485	307	23	3#661	2	4	44	1002#11500	306#10
1486	307	24	3#705	2	4	46	1002#12000	306#10
1487	307	25	3#751	2	4	46	1002#12500	306#10
1488	307	26	3#798	2	4	48	1002#13000	306#10
1489	307	27	3#847	2	4	48	1002#13500	306#10
1490	307	28	3#896	2	4	49	1002#14000	306#10
1491	307	29	3#947	2	4	50	1002#14500	306#10
1492	307	30	3#1000	2	4	0	null	306#10
1493	308	0	4#0	2	4	1	1002#3000	306#10
1494	308	1	4#14	2	4	1	1002#3200	306#10
1495	308	2	4#30	2	4	1	1002#3400	306#10
1496	308	3	4#47	2	4	1	1002#3600	306#10
1497	308	4	4#65	2	4	1	1002#3800	306#10
1498	308	5	4#84	2	4	1	1002#4000	306#10
1499	308	6	4#105	2	4	1	1002#4200	306#10
1500	308	7	4#128	2	4	1	1002#4400	306#10
1501	308	8	4#151	2	4	1	1002#4600	306#10
1502	308	9	4#176	2	4	1	1002#4800	306#10
1503	308	10	4#202	2	4	28	1002#5000	306#10
1504	308	11	4#230	2	4	28	1002#5500	306#10
1505	308	12	4#258	2	4	32	1002#6000	306#10
1506	308	13	4#288	2	4	32	1002#6500	306#10
1507	308	14	4#320	2	4	32	1002#7000	306#10
1508	308	15	4#352	2	4	35	1002#7500	306#10
1509	308	16	4#386	2	4	35	1002#8000	306#10
1510	308	17	4#422	2	4	36	1002#8500	306#10
1511	308	18	4#458	2	4	38	1002#9000	306#10
1512	308	19	4#496	2	4	38	1002#9500	306#10
1513	308	20	4#535	2	4	40	1002#10000	306#10
1514	308	21	4#576	2	4	42	1002#10500	306#10
1515	308	22	4#618	2	4	42	1002#11000	306#10
1516	308	23	4#661	2	4	44	1002#11500	306#10
1517	308	24	4#705	2	4	46	1002#12000	306#10
1518	308	25	4#751	2	4	46	1002#12500	306#10
1519	308	26	4#798	2	4	48	1002#13000	306#10
1520	308	27	4#847	2	4	48	1002#13500	306#10
1521	308	28	4#896	2	4	49	1002#14000	306#10
1522	308	29	4#947	2	4	50	1002#14500	306#10
1523	308	30	4#1000	2	4	0	null	306#10
1524	309	0	1#0	2	4	1	1002#3000	307#10
1525	309	1	1#79	2	4	1	1002#3200	307#10
1526	309	2	1#165	2	4	1	1002#3400	307#10
1527	309	3	1#259	2	4	1	1002#3600	307#10
1528	309	4	1#359	2	4	1	1002#3800	307#10
1529	309	5	1#467	2	4	1	1002#4000	307#10
1530	309	6	1#582	2	4	1	1002#4200	307#10
1531	309	7	1#705	2	4	1	1002#4400	307#10
1532	309	8	1#834	2	4	1	1002#4600	307#10
1533	309	9	1#970	2	4	1	1002#4800	307#10
1534	309	10	1#1114	2	4	28	1002#5000	307#10
1535	309	11	1#1265	2	4	28	1002#5500	307#10
1536	309	12	1#1423	2	4	32	1002#6000	307#10
1537	309	13	1#1588	2	4	32	1002#6500	307#10
1538	309	14	1#1761	2	4	32	1002#7000	307#10
1539	309	15	1#1941	2	4	35	1002#7500	307#10
1540	309	16	1#2128	2	4	35	1002#8000	307#10
1541	309	17	1#2322	2	4	36	1002#8500	307#10
1542	309	18	1#2523	2	4	38	1002#9000	307#10
1543	309	19	1#2732	2	4	38	1002#9500	307#10
1544	309	20	1#2947	2	4	40	1002#10000	307#10
1545	309	21	1#3170	2	4	42	1002#10500	307#10
1546	309	22	1#3401	2	4	42	1002#11000	307#10
1547	309	23	1#3638	2	4	44	1002#11500	307#10
