Id	Rank	Level	LevUP	Hp	Attack	PhysicalDefence	MagicDefence	Speed	Hit	Dodge	CritFactor	CritDamageFactor	DamageBocusFactor	DamageReduceFactor	CureFacter	TreatFacter
2581	2	581	290	1127320	115930	1676	0	1550	650	0	0	0	0	0	0	0
2582	2	582	291	1128620	116060	1678	0	1554	650	0	0	0	0	0	0	0
2583	2	583	291	1129910	116185	1682	0	1556	650	0	0	0	0	0	0	0
2584	2	584	292	1132170	116400	1684	0	1558	650	0	0	0	0	0	0	0
2585	2	585	292	1134430	116610	1688	0	1560	650	0	0	0	0	0	0	0
2586	2	586	293	1135970	116760	1690	0	1564	660	0	0	0	0	0	0	0
2587	2	587	293	1137500	116910	1692	0	1566	660	0	0	0	0	0	0	0
2588	2	588	294	1139080	117065	1696	0	1568	660	0	0	0	0	0	0	0
2589	2	589	294	1140660	117215	1698	0	1570	660	0	0	0	0	0	0	0
2590	2	590	295	1142200	117370	1702	0	1574	660	590	2950	2950	2950	2950	2950	2950
2591	2	591	295	1143740	117525	1704	0	1576	660	0	0	0	0	0	0	0
2592	2	592	296	1145320	117680	1708	0	1578	660	0	0	0	0	0	0	0
2593	2	593	296	1146900	117830	1710	0	1580	660	0	0	0	0	0	0	0
2594	2	594	297	1153440	118600	1712	0	1586	660	0	0	0	0	0	0	0
2595	2	595	297	1159970	119370	1716	0	1592	670	0	0	0	0	0	0	0
2596	2	596	298	1161510	119525	1718	0	1594	670	0	0	0	0	0	0	0
2597	2	597	298	1163060	119675	1720	0	1596	670	0	0	0	0	0	0	0
2598	2	598	299	1165850	120460	1724	0	1600	670	0	0	0	0	0	0	0
2599	2	599	299	1168650	121245	1728	0	1602	670	0	0	0	0	0	0	0
2600	2	600	300	1170950	123145	1730	0	1604	670	600	3000	3000	3000	3000	3000	3000
2601	2	601	300	1173260	125040	1732	0	1608	670	0	0	0	0	0	0	0
2602	2	602	301	1174850	125200	1736	0	1612	670	0	0	0	0	0	0	0
2603	2	603	301	1176440	125360	1738	0	1614	670	0	0	0	0	0	0	0
2604	2	604	302	1178230	125545	1742	0	1616	680	0	0	0	0	0	0	0
2605	2	605	302	1180030	125725	1744	0	1618	680	0	0	0	0	0	0	0
2606	2	606	303	1181330	125860	1746	0	1620	680	0	0	0	0	0	0	0
2607	2	607	303	1182630	125990	1750	0	1624	680	0	0	0	0	0	0	0
2608	2	608	304	1184970	126230	1752	0	1626	680	0	0	0	0	0	0	0
2609	2	609	304	1187310	126470	1756	0	1628	680	0	0	0	0	0	0	0
2610	2	610	305	1188610	126600	1758	0	1630	680	610	3050	3050	3050	3050	3050	3050
2611	2	611	305	1189910	126735	1762	0	1632	680	0	0	0	0	0	0	0
2612	2	612	306	1193460	127080	1764	0	1636	680	0	0	0	0	0	0	0
2613	2	613	306	1197020	127430	1766	0	1638	690	0	0	0	0	0	0	0
2614	2	614	307	1198320	127560	1770	0	1640	690	0	0	0	0	0	0	0
2615	2	615	307	1199630	127695	1772	0	1642	690	0	0	0	0	0	0	0
2616	2	616	308	1201980	127935	1774	0	1646	690	0	0	0	0	0	0	0
2617	2	617	308	1204340	128175	1778	0	1648	690	0	0	0	0	0	0	0
2618	2	618	309	1205640	128305	1782	0	1650	690	0	0	0	0	0	0	0
2619	2	619	309	1206950	128440	1784	0	1652	690	0	0	0	0	0	0	0
2620	2	620	310	1209310	128680	1786	0	1654	690	620	3100	3100	3100	3100	3100	3100
2621	2	621	310	1211670	128920	1790	0	1656	690	0	0	0	0	0	0	0
2622	2	622	311	1218210	130270	1792	0	1660	700	0	0	0	0	0	0	0
2623	2	623	311	1224750	131620	1794	0	1662	700	0	0	0	0	0	0	0
2624	2	624	312	1227120	131865	1798	0	1664	700	0	0	0	0	0	0	0
2625	2	625	312	1229490	132105	1800	0	1666	700	0	0	0	0	0	0	0
2626	2	626	313	1255260	132520	1804	0	1668	700	0	0	0	0	0	0	0
2627	2	627	313	1281040	132935	1806	0	1672	700	0	0	0	0	0	0	0
2628	2	628	314	1283500	133180	1810	0	1674	700	0	0	0	0	0	0	0
2629	2	629	314	1285960	133420	1812	0	1676	700	0	0	0	0	0	0	0
2630	2	630	315	1287320	133555	1816	0	1678	700	630	3150	3150	3150	3150	3150	3150
2631	2	631	315	1288680	133690	1818	0	1680	710	0	0	0	0	0	0	0
2632	2	632	316	1291160	133935	1820	0	1684	710	0	0	0	0	0	0	0
2633	2	633	316	1293620	134180	1824	0	1686	710	0	0	0	0	0	0	0
2634	2	634	317	1294990	134315	1826	0	1688	710	0	0	0	0	0	0	0
2635	2	635	317	1296350	134450	1828	0	1690	710	0	0	0	0	0	0	0
2636	2	636	318	1298830	134695	1832	0	1692	710	0	0	0	0	0	0	0
2637	2	637	318	1301300	134940	1834	0	1694	710	0	0	0	0	0	0	0
2638	2	638	319	1303920	135185	1838	0	1698	710	0	0	0	0	0	0	0
2639	2	639	319	1306540	135430	1840	0	1700	710	0	0	0	0	0	0	0
2640	2	640	320	1309030	135675	1844	0	1702	720	640	3200	3200	3200	3200	3200	3200
2641	2	641	320	1311510	135920	1846	0	1704	720	0	0	0	0	0	0	0
2642	2	642	321	1312880	136060	1848	0	1708	720	0	0	0	0	0	0	0
2643	2	643	321	1314250	136195	1852	0	1710	720	0	0	0	0	0	0	0
2644	2	644	322	1316740	136440	1854	0	1712	720	0	0	0	0	0	0	0
2645	2	645	322	1319230	136685	1858	0	1714	720	0	0	0	0	0	0	0
2646	2	646	323	1320600	136820	1860	0	1718	720	0	0	0	0	0	0	0
2647	2	647	323	1321970	136955	1864	0	1720	720	0	0	0	0	0	0	0
2648	2	648	324	1324470	137205	1866	0	1722	720	0	0	0	0	0	0	0
2649	2	649	324	1326970	137450	1870	0	1724	730	0	0	0	0	0	0	0
2650	2	650	325	1334900	138460	1872	0	1726	730	650	3250	3250	3250	3250	3250	3250
2651	2	651	325	1342820	139475	1874	0	1728	730	0	0	0	0	0	0	0
2652	2	652	326	1345450	140305	1878	0	1730	730	0	0	0	0	0	0	0
2653	2	653	326	1348070	141140	1880	0	1734	730	0	0	0	0	0	0	0
2654	2	654	327	1349440	141275	1882	0	1736	730	0	0	0	0	0	0	0
2655	2	655	327	1350820	141415	1886	0	1738	730	0	0	0	0	0	0	0
2656	2	656	328	1352190	141550	1890	0	1740	730	0	0	0	0	0	0	0
2657	2	657	328	1353560	141690	1892	0	1742	730	0	0	0	0	0	0	0
2658	2	658	329	1354930	141825	1894	0	1746	740	0	0	0	0	0	0	0
2659	2	659	329	1356310	141960	1898	0	1748	740	0	0	0	0	0	0	0
2660	2	660	330	1357680	142100	1900	0	1750	740	660	3300	3300	3300	3300	3300	3300
2661	2	661	330	1359050	142235	1902	0	1752	740	0	0	0	0	0	0	0
2662	2	662	331	1365000	142970	1906	0	1756	740	0	0	0	0	0	0	0
2663	2	663	331	1370950	143705	1908	0	1758	740	0	0	0	0	0	0	0
2664	2	664	332	1372340	143845	1912	0	1760	740	0	0	0	0	0	0	0
2665	2	665	332	1373720	143980	1914	0	1762	740	0	0	0	0	0	0	0
2666	2	666	333	1376350	144230	1918	0	1764	740	0	0	0	0	0	0	0
2667	2	667	333	1378990	144480	1920	0	1766	750	0	0	0	0	0	0	0
2668	2	668	334	1380370	144620	1922	0	1770	750	0	0	0	0	0	0	0
2669	2	669	334	1381760	144760	1926	0	1772	750	0	0	0	0	0	0	0
2670	2	670	335	1383140	144900	1928	0	1774	750	670	3350	3350	3350	3350	3350	3350
2671	2	671	335	1384520	145035	1932	0	1776	750	0	0	0	0	0	0	0
2672	2	672	336	1385910	145175	1934	0	1778	750	0	0	0	0	0	0	0
2673	2	673	336	1387290	145315	1936	0	1782	750	0	0	0	0	0	0	0
2674	2	674	337	1388670	145455	1940	0	1784	750	0	0	0	0	0	0	0
2675	2	675	337	1390050	145590	1942	0	1786	750	0	0	0	0	0	0	0
2676	2	676	338	1392370	145915	1946	0	1788	760	0	0	0	0	0	0	0
2677	2	677	338	1394690	146235	1948	0	1792	760	0	0	0	0	0	0	0
2678	2	678	339	1396080	146375	1952	0	1794	760	0	0	0	0	0	0	0
2679	2	679	339	1397460	146510	1954	0	1796	760	0	0	0	0	0	0	0
2680	2	680	340	1406010	147500	1956	0	1802	760	680	3400	3400	3400	3400	3400	3400
2681	2	681	340	1414550	148490	1960	0	1810	760	0	0	0	0	0	0	0
2682	2	682	341	1415930	148630	1962	0	1812	760	0	0	0	0	0	0	0
2683	2	683	341	1417320	148765	1966	0	1814	760	0	0	0	0	0	0	0
2684	2	684	342	1418700	148905	1968	0	1818	760	0	0	0	0	0	0	0
2685	2	685	342	1420080	149045	1972	0	1818	770	0	0	0	0	0	0	0
2686	2	686	343	1421470	149185	1974	0	1822	770	0	0	0	0	0	0	0
2687	2	687	343	1422850	149320	1976	0	1824	770	0	0	0	0	0	0	0
2688	2	688	344	1424230	149460	1980	0	1826	770	0	0	0	0	0	0	0
2689	2	689	344	1425620	149600	1982	0	1828	770	0	0	0	0	0	0	0
2690	2	690	345	1427000	149740	1986	0	1830	770	690	3450	3450	3450	3450	3450	3450
2691	2	691	345	1428380	149875	1988	0	1834	770	0	0	0	0	0	0	0
2692	2	692	346	1431020	150125	1990	0	1836	770	0	0	0	0	0	0	0
2693	2	693	346	1433650	150375	1994	0	1838	770	0	0	0	0	0	0	0
2694	2	694	347	1435040	150515	1996	0	1840	780	0	0	0	0	0	0	0
2695	2	695	347	1436420	150655	1998	0	1842	780	0	0	0	0	0	0	0
2696	2	696	348	1437800	150790	2002	0	1846	780	0	0	0	0	0	0	0
2697	2	697	348	1439190	150930	2006	0	1848	780	0	0	0	0	0	0	0
2698	2	698	349	1440570	151070	2008	0	1850	780	0	0	0	0	0	0	0
2699	2	699	349	1441950	151210	2010	0	1852	780	0	0	0	0	0	0	0
2700	2	700	350	1443330	151350	2014	0	1854	780	700	3500	3500	3500	3500	3500	3500
2701	2	701	350	1444720	151485	2016	0	1856	780	0	0	0	0	0	0	0
2702	2	702	351	1447480	151850	2020	0	1860	780	0	0	0	0	0	0	0
2703	2	703	351	1450240	152215	2022	0	1862	790	0	0	0	0	0	0	0
2704	2	704	352	1452310	152425	2026	0	1864	790	0	0	0	0	0	0	0
2705	2	705	352	1454380	152630	2028	0	1866	790	0	0	0	0	0	0	0
2706	2	706	353	1463410	152880	2030	0	1870	790	0	0	0	0	0	0	0
2707	2	707	353	1472440	153130	2034	0	1872	790	0	0	0	0	0	0	0
2708	2	708	354	1481490	154825	2036	0	1878	790	0	0	0	0	0	0	0
2709	2	709	354	1490540	156515	2040	0	1882	790	0	0	0	0	0	0	0
2710	2	710	355	1491940	156660	2042	0	1886	790	710	3550	3550	3550	3550	3550	3550
2711	2	711	355	1493340	156795	2044	0	1888	790	0	0	0	0	0	0	0
2712	2	712	356	1496180	157080	2048	0	1890	800	0	0	0	0	0	0	0
2713	2	713	356	1499030	157370	2050	0	1892	800	0	0	0	0	0	0	0
2714	2	714	357	1500430	157510	2054	0	1896	800	0	0	0	0	0	0	0
2715	2	715	357	1501840	157650	2056	0	1898	800	0	0	0	0	0	0	0
2716	2	716	358	1504690	157935	2060	0	1900	800	0	0	0	0	0	0	0
2717	2	717	358	1507550	158220	2062	0	1902	800	0	0	0	0	0	0	0
2718	2	718	359	1508960	158360	2064	0	1906	800	0	0	0	0	0	0	0
2719	2	719	359	1510360	158500	2068	0	1908	800	0	0	0	0	0	0	0
2720	2	720	360	1514490	158900	2070	0	1910	800	720	3600	3600	3600	3600	3600	3600
2721	2	721	360	1518620	159300	2072	0	1912	810	0	0	0	0	0	0	0
2722	2	722	361	1520030	159440	2076	0	1914	810	0	0	0	0	0	0	0
2723	2	723	361	1521440	159580	2080	0	1918	810	0	0	0	0	0	0	0
2724	2	724	362	1524310	159870	2082	0	1920	810	0	0	0	0	0	0	0
2725	2	725	362	1527190	160155	2084	0	1922	810	0	0	0	0	0	0	0
2726	2	726	363	1528600	160380	2088	0	1928	810	0	0	0	0	0	0	0
2727	2	727	363	1530010	160605	2090	0	1936	810	0	0	0	0	0	0	0
2728	2	728	364	1533940	161090	2094	0	1938	810	0	0	0	0	0	0	0
2729	2	729	364	1537870	161575	2096	0	1940	810	0	0	0	0	0	0	0
2730	2	730	365	1539280	161715	2098	0	1944	820	730	3650	3650	3650	3650	3650	3650
2731	2	731	365	1540690	161855	2102	0	1944	820	0	0	0	0	0	0	0
2732	2	732	366	1543590	162145	2104	0	1948	820	0	0	0	0	0	0	0
2733	2	733	366	1546480	162435	2106	0	1950	820	0	0	0	0	0	0	0
2734	2	734	367	1549410	163380	2110	0	1952	820	0	0	0	0	0	0	0
2735	2	735	367	1552350	164325	2114	0	1954	820	0	0	0	0	0	0	0
2736	2	736	368	1561710	165430	2116	0	1958	820	0	0	0	0	0	0	0
2737	2	737	368	1571080	166535	2118	0	1960	820	0	0	0	0	0	0	0
2738	2	738	369	1572500	166680	2122	0	1962	820	0	0	0	0	0	0	0
2739	2	739	369	1573920	166820	2124	0	1964	830	0	0	0	0	0	0	0
2740	2	740	370	1576830	167115	2128	0	1966	830	740	3700	3700	3700	3700	3700	3700
2741	2	741	370	1579740	167410	2130	0	1968	830	0	0	0	0	0	0	0
2742	2	742	371	1581160	167550	2134	0	1972	830	0	0	0	0	0	0	0
2743	2	743	371	1582590	167695	2136	0	1974	830	0	0	0	0	0	0	0
2744	2	744	372	1585510	167990	2138	0	1976	830	0	0	0	0	0	0	0
2745	2	745	372	1588430	168285	2142	0	1978	830	0	0	0	0	0	0	0
2746	2	746	373	1589850	168430	2144	0	1980	830	0	0	0	0	0	0	0
2747	2	747	373	1591280	168570	2148	0	1984	830	0	0	0	0	0	0	0
2748	2	748	374	1595730	169000	2150	0	1986	840	0	0	0	0	0	0	0
2749	2	749	374	1600170	169430	2152	0	1988	840	0	0	0	0	0	0	0
2750	2	750	375	1601600	169575	2156	0	1990	840	750	3750	3750	3750	3750	3750	3750
2751	2	751	375	1603030	169720	2158	0	1992	840	0	0	0	0	0	0	0
2752	2	752	376	1605970	170015	2160	0	1996	840	0	0	0	0	0	0	0
2753	2	753	376	1608910	170315	2164	0	1998	840	0	0	0	0	0	0	0
2754	2	754	377	1611440	172750	2168	0	2002	840	0	0	0	0	0	0	0
2755	2	755	377	1613960	175190	2170	0	2006	840	0	0	0	0	0	0	0
2756	2	756	378	1616910	175495	2172	0	2008	840	0	0	0	0	0	0	0
2757	2	757	378	1619860	175795	2176	0	2010	850	0	0	0	0	0	0	0
2758	2	758	379	1621300	175945	2178	0	2012	850	0	0	0	0	0	0	0
2759	2	759	379	1622730	176095	2180	0	2014	850	0	0	0	0	0	0	0
2760	2	760	380	1634280	176535	2184	0	2016	850	760	3800	3800	3800	3800	3800	3800
2761	2	761	380	1645830	176980	2188	0	2018	850	0	0	0	0	0	0	0
2762	2	762	381	1647900	177155	2190	0	2022	850	0	0	0	0	0	0	0
2763	2	763	381	1649970	177325	2192	0	2024	850	0	0	0	0	0	0	0
2764	2	764	382	1658180	178340	2196	0	2026	850	0	0	0	0	0	0	0
2765	2	765	382	1666380	179350	2198	0	2028	850	0	0	0	0	0	0	0
2766	2	766	383	1667830	179495	2202	0	2032	860	0	0	0	0	0	0	0
2767	2	767	383	1669270	179645	2204	0	2034	860	0	0	0	0	0	0	0
2768	2	768	384	1670710	179790	2206	0	2036	860	0	0	0	0	0	0	0
2769	2	769	384	1672150	179940	2210	0	2038	860	0	0	0	0	0	0	0
2770	2	770	385	1675590	180290	2212	0	2042	860	770	3850	3850	3850	3850	3850	3850
2771	2	771	385	1679030	180640	2214	0	2044	860	0	0	0	0	0	0	0
2772	2	772	386	1680480	180790	2218	0	2046	860	0	0	0	0	0	0	0
2773	2	773	386	1681920	180935	2222	0	2048	860	0	0	0	0	0	0	0
2774	2	774	387	1684900	181220	2224	0	2052	860	0	0	0	0	0	0	0
2775	2	775	387	1687870	181510	2226	0	2052	870	0	0	0	0	0	0	0
2776	2	776	388	1691330	181860	2230	0	2056	870	0	0	0	0	0	0	0
2777	2	777	388	1694780	182210	2232	0	2058	870	0	0	0	0	0	0	0
2778	2	778	389	1696230	182360	2236	0	2060	870	0	0	0	0	0	0	0
2779	2	779	389	1697680	182505	2238	0	2062	870	0	0	0	0	0	0	0
2780	2	780	390	1722240	182870	2242	0	2064	870	780	3900	3900	3900	3900	3900	3900
2781	2	781	390	1746800	183235	2244	0	2066	870	0	0	0	0	0	0	0
2782	2	782	391	1750360	183585	2246	0	2070	870	0	0	0	0	0	0	0
2783	2	783	391	1753920	183940	2250	0	2072	870	0	0	0	0	0	0	0
2784	2	784	392	1755410	184090	2252	0	2074	880	0	0	0	0	0	0	0
2785	2	785	392	1756900	184235	2256	0	2076	880	0	0	0	0	0	0	0
2786	2	786	393	1758390	184385	2258	0	2080	880	0	0	0	0	0	0	0
2787	2	787	393	1759880	184530	2260	0	2082	880	0	0	0	0	0	0	0
2788	2	788	394	1765020	185765	2264	0	2084	880	0	0	0	0	0	0	0
2789	2	789	394	1770170	186995	2266	0	2086	880	0	0	0	0	0	0	0
2790	2	790	395	1771660	187145	2268	0	2088	880	790	3950	3950	3950	3950	3950	3950
2791	2	791	395	1773150	187295	2272	0	2090	880	0	0	0	0	0	0	0
2792	2	792	396	1781840	189095	2276	0	2098	880	0	0	0	0	0	0	0
2793	2	793	396	1790530	190895	2278	0	2104	890	0	0	0	0	0	0	0
2794	2	794	397	1794120	191255	2280	0	2106	890	0	0	0	0	0	0	0
2795	2	795	397	1797720	191620	2284	0	2108	890	0	0	0	0	0	0	0
2796	2	796	398	1799210	191770	2286	0	2110	890	0	0	0	0	0	0	0
2797	2	797	398	1800710	191920	2288	0	2112	890	0	0	0	0	0	0	0
2798	2	798	399	1802210	192075	2292	0	2116	890	0	0	0	0	0	0	0
2799	2	799	399	1803710	192225	2296	0	2116	890	0	0	0	0	0	0	0
2800	2	800	400	1807310	192590	2298	0	2120	890	800	4000	4000	4000	4000	4000	4000
2801	2	801	400	1810920	192950	2300	0	2122	890	0	0	0	0	0	0	0
2802	2	802	401	1813990	193245	2304	0	2124	900	0	0	0	0	0	0	0
2803	2	803	401	1817060	193535	2306	0	2126	900	0	0	0	0	0	0	0
2804	2	804	402	1818560	193690	2310	0	2130	900	0	0	0	0	0	0	0
2805	2	805	402	1820070	193840	2312	0	2132	900	0	0	0	0	0	0	0
2806	2	806	403	1824970	194430	2314	0	2134	900	0	0	0	0	0	0	0
2807	2	807	403	1829880	195025	2318	0	2136	900	0	0	0	0	0	0	0
2808	2	808	404	1831390	195175	2320	0	2140	900	0	0	0	0	0	0	0
2809	2	809	404	1832890	195325	2322	0	2142	900	0	0	0	0	0	0	0
2810	2	810	405	1834400	195480	2326	0	2144	900	810	4050	4050	4050	4050	4050	4050
2811	2	811	405	1835900	195630	2330	0	2146	910	0	0	0	0	0	0	0
2812	2	812	406	1839540	196000	2332	0	2148	910	0	0	0	0	0	0	0
2813	2	813	406	1843180	196365	2334	0	2152	910	0	0	0	0	0	0	0
2814	2	814	407	1846260	196655	2338	0	2158	910	0	0	0	0	0	0	0
2815	2	815	407	1849340	196950	2340	0	2164	910	0	0	0	0	0	0	0
2816	2	816	408	1850850	197105	2342	0	2168	910	0	0	0	0	0	0	0
2817	2	817	408	1852350	197255	2346	0	2170	910	0	0	0	0	0	0	0
2818	2	818	409	1856010	197625	2350	0	2172	910	0	0	0	0	0	0	0
2819	2	819	409	1859670	197990	2352	0	2174	910	0	0	0	0	0	0	0
2820	2	820	410	1861180	198145	2354	0	2178	920	820	4100	4100	4100	4100	4100	4100
2821	2	821	410	1862690	198295	2358	0	2178	920	0	0	0	0	0	0	0
2822	2	822	411	1871660	199395	2360	0	2182	920	0	0	0	0	0	0	0
2823	2	823	411	1880620	200490	2362	0	2184	920	0	0	0	0	0	0	0
2824	2	824	412	1884290	200860	2366	0	2186	920	0	0	0	0	0	0	0
2825	2	825	412	1887970	201225	2368	0	2188	920	0	0	0	0	0	0	0
2826	2	826	413	1889480	201380	2372	0	2192	920	0	0	0	0	0	0	0
2827	2	827	413	1891000	201535	2374	0	2194	920	0	0	0	0	0	0	0
2828	2	828	414	1894080	201830	2376	0	2196	920	0	0	0	0	0	0	0
2829	2	829	414	1897170	202120	2380	0	2198	930	0	0	0	0	0	0	0
2830	2	830	415	1902150	202730	2384	0	2200	930	830	4150	4150	4150	4150	4150	4150
2831	2	831	415	1907140	203340	2386	0	2202	930	0	0	0	0	0	0	0
2832	2	832	416	1908660	203495	2388	0	2206	930	0	0	0	0	0	0	0
2833	2	833	416	1910180	203650	2392	0	2208	930	0	0	0	0	0	0	0
2834	2	834	417	1911700	203805	2394	0	2210	930	0	0	0	0	0	0	0
2835	2	835	417	1913220	203955	2396	0	2212	930	0	0	0	0	0	0	0
2836	2	836	418	1916920	204330	2400	0	2214	930	0	0	0	0	0	0	0
2837	2	837	418	1920630	204700	2402	0	2218	930	0	0	0	0	0	0	0
2838	2	838	419	1922150	204855	2406	0	2220	940	0	0	0	0	0	0	0
2839	2	839	419	1923670	205010	2408	0	2222	940	0	0	0	0	0	0	0
2840	2	840	420	1925200	205160	2412	0	2224	940	840	4200	4200	4200	4200	4200	4200
2841	2	841	420	1926720	205315	2414	0	2226	940	0	0	0	0	0	0	0
2842	2	842	421	1932010	205830	2416	0	2230	940	0	0	0	0	0	0	0
2843	2	843	421	1937300	206350	2420	0	2232	940	0	0	0	0	0	0	0
2844	2	844	422	1938830	206500	2422	0	2234	940	0	0	0	0	0	0	0
2845	2	845	422	1940350	206655	2426	0	2236	940	0	0	0	0	0	0	0
2846	2	846	423	1941880	206810	2428	0	2240	940	0	0	0	0	0	0	0
2847	2	847	423	1943410	206965	2430	0	2242	950	0	0	0	0	0	0	0
2848	2	848	424	1947140	207340	2434	0	2244	950	0	0	0	0	0	0	0
2849	2	849	424	1950880	207715	2436	0	2246	950	0	0	0	0	0	0	0
2850	2	850	425	1960120	208845	2440	0	2248	950	850	4250	4250	4250	4250	4250	4250
2851	2	851	425	1969360	209975	2442	0	2250	950	0	0	0	0	0	0	0
2852	2	852	426	1970890	210130	2446	0	2254	950	0	0	0	0	0	0	0
2853	2	853	426	1972420	210285	2448	0	2256	950	0	0	0	0	0	0	0
2854	2	854	427	1976180	210660	2450	0	2258	950	0	0	0	0	0	0	0
2855	2	855	427	1979930	211040	2454	0	2260	950	0	0	0	0	0	0	0
2856	2	856	428	1992670	211585	2458	0	2262	960	0	0	0	0	0	0	0
2857	2	857	428	2005410	212125	2460	0	2264	960	0	0	0	0	0	0	0
2858	2	858	429	2006960	212280	2462	0	2268	960	0	0	0	0	0	0	0
2859	2	859	429	2008500	212435	2466	0	2270	960	0	0	0	0	0	0	0
2860	2	860	430	2012310	212815	2468	0	2272	960	860	4300	4300	4300	4300	4300	4300
2861	2	861	430	2016110	213190	2470	0	2274	960	0	0	0	0	0	0	0
2862	2	862	431	2018910	214045	2474	0	2278	960	0	0	0	0	0	0	0
2863	2	863	431	2021710	214895	2476	0	2280	960	0	0	0	0	0	0	0
2864	2	864	432	2023250	215050	2480	0	2282	960	0	0	0	0	0	0	0
2865	2	865	432	2024790	215205	2482	0	2284	970	0	0	0	0	0	0	0
2866	2	866	433	2026330	215360	2484	0	2286	970	0	0	0	0	0	0	0
2867	2	867	433	2027880	215515	2488	0	2288	970	0	0	0	0	0	0	0
2868	2	868	434	2029420	215670	2490	0	2292	970	0	0	0	0	0	0	0
2869	2	869	434	2030960	215825	2494	0	2294	970	0	0	0	0	0	0	0
2870	2	870	435	2034350	216145	2496	0	2296	970	870	4350	4350	4350	4350	4350	4350
2871	2	871	435	2037740	216465	2500	0	2298	970	0	0	0	0	0	0	0
2872	2	872	436	2039280	216620	2502	0	2300	970	0	0	0	0	0	0	0
2873	2	873	436	2040830	216775	2504	0	2304	970	0	0	0	0	0	0	0
2874	2	874	437	2042370	216930	2508	0	2306	980	0	0	0	0	0	0	0
2875	2	875	437	2043910	217085	2510	0	2308	980	0	0	0	0	0	0	0
2876	2	876	438	2045460	217240	2514	0	2310	980	0	0	0	0	0	0	0
2877	2	877	438	2047000	217395	2516	0	2314	980	0	0	0	0	0	0	0
2878	2	878	439	2056580	218560	2520	0	2320	980	0	0	0	0	0	0	0
2879	2	879	439	2066150	219720	2522	0	2324	980	0	0	0	0	0	0	0
2880	2	880	440	2067700	219875	2524	0	2328	980	880	4400	4400	4400	4400	4400	4400
2881	2	881	440	2069240	220030	2528	0	2330	980	0	0	0	0	0	0	0
2882	2	882	441	2073960	220605	2530	0	2332	980	0	0	0	0	0	0	0
2883	2	883	441	2078680	221175	2534	0	2334	990	0	0	0	0	0	0	0
2884	2	884	442	2080230	221330	2536	0	2338	990	0	0	0	0	0	0	0
2885	2	885	442	2081770	221485	2538	0	2340	990	0	0	0	0	0	0	0
2886	2	886	443	2086230	221940	2542	0	2342	990	0	0	0	0	0	0	0
2887	2	887	443	2090690	222395	2544	0	2344	990	0	0	0	0	0	0	0
2888	2	888	444	2092240	222550	2548	0	2346	990	0	0	0	0	0	0	0
2889	2	889	444	2093790	222705	2550	0	2348	990	0	0	0	0	0	0	0
2890	2	890	445	2098260	223160	2554	0	2350	990	890	4450	4450	4450	4450	4450	4450
2891	2	891	445	2102740	223615	2556	0	2354	990	0	0	0	0	0	0	0
2892	2	892	446	2104290	223770	2558	0	2356	1000	0	0	0	0	0	0	0
2893	2	893	446	2105840	223925	2562	0	2358	1000	0	0	0	0	0	0	0
2894	2	894	447	2110330	224380	2566	0	2360	1000	0	0	0	0	0	0	0
2895	2	895	447	2114830	224840	2568	0	2362	1000	0	0	0	0	0	0	0
2896	2	896	448	2118230	226040	2570	0	2366	1000	0	0	0	0	0	0	0
2897	2	897	448	2121630	227240	2574	0	2368	1000	0	0	0	0	0	0	0
2898	2	898	449	2126140	227705	2576	0	2370	1000	0	0	0	0	0	0	0
2899	2	899	449	2130650	228165	2578	0	2372	1000	0	0	0	0	0	0	0
2900	2	900	450	2132210	228325	2582	0	2376	1000	900	4500	4500	4500	4500	4500	4500
2901	2	901	450	2133770	228480	2584	0	2376	1010	0	0	0	0	0	0	0
2902	2	902	451	2138290	228945	2588	0	2380	1010	0	0	0	0	0	0	0
2903	2	903	451	2142820	229405	2590	0	2382	1010	0	0	0	0	0	0	0
2904	2	904	452	2144390	229565	2592	0	2386	1010	0	0	0	0	0	0	0
2905	2	905	452	2145950	229725	2596	0	2386	1010	0	0	0	0	0	0	0
2906	2	906	453	2158790	232140	2598	0	2390	1010	0	0	0	0	0	0	0
2907	2	907	453	2171620	234555	2602	0	2392	1010	0	0	0	0	0	0	0
2908	2	908	454	2174540	237690	2604	0	2396	1010	0	0	0	0	0	0	0
2909	2	909	454	2177450	240830	2608	0	2400	1010	0	0	0	0	0	0	0
2910	2	910	455	2183860	241480	2610	0	2402	1020	910	4550	4550	4550	4550	4550	4550
2911	2	911	455	2190260	242135	2612	0	2404	1020	0	0	0	0	0	0	0
2912	2	912	456	2191830	242300	2616	0	2406	1020	0	0	0	0	0	0	0
2913	2	913	456	2193410	242460	2618	0	2408	1020	0	0	0	0	0	0	0
2914	2	914	457	2197980	242945	2620	0	2412	1020	0	0	0	0	0	0	0
2915	2	915	457	2202560	243425	2624	0	2414	1020	0	0	0	0	0	0	0
2916	2	916	458	2204140	243590	2628	0	2416	1020	0	0	0	0	0	0	0
2917	2	917	458	2205710	243755	2630	0	2418	1020	0	0	0	0	0	0	0
2918	2	918	459	2210300	244240	2632	0	2422	1020	0	0	0	0	0	0	0
2919	2	919	459	2214890	244725	2636	0	2422	1030	0	0	0	0	0	0	0
2920	2	920	460	2216480	244890	2638	0	2426	1030	920	4600	4600	4600	4600	4600	4600
2921	2	921	460	2218060	245055	2640	0	2428	1030	0	0	0	0	0	0	0
