Id	AddConditionID	BehaviorType	BehaviorTypeValues	Reward	JumpType	JumpTypeValues
3002060	0	15	3002006	null	4	null
3002061	0	0	null	null	1	3002031
3002062	0	0	null	null	1	3002031
3002063	0	1	300206	null	1	3002032
3002064	0	20	300206#3002006	null	4	null
3002065	0	15	3002006	null	4	null
3002066	0	15	3002006	null	4	null
3002067	0	0	null	null	1	3002034
3002068	0	0	null	null	1	3002034
3002069	0	1	300207	null	1	3002035
3002070	0	20	300207#3002006	null	4	null
3002071	0	0	null	null	1	3002036
3002072	0	15	3002006	null	4	null
3002073	0	0	null	null	1	3002037
3002074	0	15	3002006	null	4	null
3002075	0	0	null	null	1	3002038
3002076	0	15	3002006	null	4	null
3002077	0	15	3002006	null	4	null
3002078	0	15	3002006	null	4	null
3003001	0	0	null	null	1	3003002
3003002	0	15	3003001	null	4	null
3003003	0	0	null	null	1	3003003
3003004	0	15	3003001	null	4	null
3003005	0	0	null	null	1	3003004
3003006	0	15	3003001	null	4	null
3003007	0	15	3003001	null	4	null
3003008	0	15	3003001	null	4	null
3003009	0	0	null	null	1	3003006
3003010	0	0	null	null	1	3003009
3003011	0	0	null	null	1	3003007
3003012	0	0	null	null	1	3003009
3003013	0	0	null	null	1	3003008
3003014	0	0	null	null	1	3003009
3003015	0	0	null	null	1	3003009
3003016	0	0	null	null	1	3003009
3003017	0	0	null	null	1	3003010
3003018	0	0	null	null	1	3003010
3003019	300301	2	1548#6	null	1	3003011
3003020	0	0	null	null	4	null
3003021	0	0	null	null	1	3003012
3003022	0	15	3003002#3003003	null	4	null
3003023	0	15	3003002#3003003	null	4	null
3003024	0	15	3003002#3003003	null	4	null
3003025	0	0	null	null	1	3003014
3003026	0	0	null	null	1	3003015
3003027	0	0	null	null	1	3003015
3003028	0	0	null	null	1	3003015
3003029	0	18	201#300303#3003004	null	4	null
3003030	0	0	null	null	4	null
3003031	0	0	null	null	1	3003017
3003032	0	0	null	null	1	3003018
3003033	0	0	null	null	1	3003018
3003034	0	0	null	null	1	3003018
3003035	0	18	201#300304#3003005	null	4	null
3003036	0	0	null	null	4	null
3003037	0	0	null	null	1	3003020
3003038	0	0	null	null	1	3003026
3003039	0	0	null	null	1	3003021
3003040	0	0	null	null	1	3003026
3003041	0	0	null	null	1	3003022
3003042	0	0	null	null	1	3003026
3003043	0	0	null	null	1	3003023
3003044	0	0	null	null	1	3003026
3003045	0	0	null	null	1	3003024
3003046	0	0	null	null	1	3003026
3003047	0	0	null	null	1	3003025
3003048	0	0	null	null	1	3003026
3003049	0	0	null	null	1	3003026
3003050	0	0	null	null	1	3003026
3003051	0	0	null	null	1	3003030
3003052	0	0	null	null	1	3003027
3003053	0	0	null	null	1	3003033
3003054	0	0	null	null	4	null
3003055	0	0	null	null	1	3003028
3003056	0	0	null	null	1	3003028
3003057	0	1	300305	null	1	3003029
3003058	0	20	300305#3003006	null	4	null
3003059	0	15	3003006	null	4	null
3003060	0	15	3003006	null	4	null
3003061	0	0	null	null	1	3003031
3003062	0	0	null	null	1	3003031
3003063	0	1	300306	null	1	3003032
3003064	0	20	300306#3003006	null	4	null
3003065	0	15	3003006	null	4	null
3003066	0	15	3003006	null	4	null
3003067	0	0	null	null	1	3003034
3003068	0	0	null	null	1	3003034
3003069	0	1	300307	null	1	3003035
3003070	0	20	300307#3003006	null	4	null
3003071	0	0	null	null	1	3003036
3003072	0	15	3003006	null	4	null
3003073	0	0	null	null	1	3003037
3003074	0	15	3003006	null	4	null
3003075	0	0	null	null	1	3003038
3003076	0	15	3003006	null	4	null
3003077	0	15	3003006	null	4	null
3003078	0	15	3003006	null	4	null
3004001	0	0	null	null	1	3004002
3004002	0	15	3004001	null	4	null
3004003	0	0	null	null	1	3004003
3004004	0	15	3004001	null	4	null
3004005	0	0	null	null	1	3004004
3004006	0	15	3004001	null	4	null
3004007	0	15	3004001	null	4	null
3004008	0	15	3004001	null	4	null
3004009	0	0	null	null	1	3004006
3004010	0	0	null	null	1	3004009
3004011	0	0	null	null	1	3004007
3004012	0	0	null	null	1	3004009
3004013	0	0	null	null	1	3004008
3004014	0	0	null	null	1	3004009
3004015	0	0	null	null	1	3004009
3004016	0	0	null	null	1	3004009
3004017	0	0	null	null	1	3004010
3004018	0	0	null	null	1	3004010
3004019	300401	2	1548#6	null	1	3004011
3004020	0	0	null	null	4	null
3004021	0	0	null	null	1	3004012
3004022	0	15	3004002#3004003	null	4	null
3004023	0	15	3004002#3004003	null	4	null
3004024	0	15	3004002#3004003	null	4	null
3004025	0	0	null	null	1	3004014
3004026	0	0	null	null	1	3004015
3004027	0	0	null	null	1	3004015
3004028	0	0	null	null	1	3004015
3004029	0	18	201#300403#3004004	null	4	null
3004030	0	0	null	null	4	null
3004031	0	0	null	null	1	3004017
3004032	0	0	null	null	1	3004018
3004033	0	0	null	null	1	3004018
3004034	0	0	null	null	1	3004018
3004035	0	18	201#300404#3004005	null	4	null
3004036	0	0	null	null	4	null
3004037	0	0	null	null	1	3004020
3004038	0	0	null	null	1	3004026
3004039	0	0	null	null	1	3004021
3004040	0	0	null	null	1	3004026
3004041	0	0	null	null	1	3004022
3004042	0	0	null	null	1	3004026
3004043	0	0	null	null	1	3004023
3004044	0	0	null	null	1	3004026
3004045	0	0	null	null	1	3004024
3004046	0	0	null	null	1	3004026
3004047	0	0	null	null	1	3004025
3004048	0	0	null	null	1	3004026
3004049	0	0	null	null	1	3004026
3004050	0	0	null	null	1	3004026
3004051	0	0	null	null	1	3004030
3004052	0	0	null	null	1	3004027
3004053	0	0	null	null	1	3004033
3004054	0	0	null	null	4	null
3004055	0	0	null	null	1	3004028
3004056	0	0	null	null	1	3004028
3004057	0	1	300405	null	1	3004029
3004058	0	20	300405#3004006	null	4	null
3004059	0	15	3004006	null	4	null
3004060	0	15	3004006	null	4	null
3004061	0	0	null	null	1	3004031
3004062	0	0	null	null	1	3004031
3004063	0	1	300406	null	1	3004032
3004064	0	20	300406#3004006	null	4	null
3004065	0	15	3004006	null	4	null
3004066	0	15	3004006	null	4	null
3004067	0	0	null	null	1	3004034
3004068	0	0	null	null	1	3004034
3004069	0	1	300407	null	1	3004035
3004070	0	20	300407#3004006	null	4	null
3004071	0	0	null	null	1	3004036
3004072	0	15	3004006	null	4	null
3004073	0	0	null	null	1	3004037
3004074	0	15	3004006	null	4	null
3004075	0	0	null	null	1	3004038
3004076	0	15	3004006	null	4	null
3004077	0	15	3004006	null	4	null
3004078	0	15	3004006	null	4	null
3011001	0	0	null	null	1	3011002
3011002	0	0	null	null	1	3011002
3011003	0	1	301102	null	1	3011003
3011004	0	0	null	null	4	null
3011005	0	15	3011001	null	4	null
3011006	0	15	3011001	null	4	null
3011007	0	0	null	null	1	3011005
3011008	0	0	null	null	1	3011005
3011009	301101	2	1549#2	null	1	3011006
3011010	0	0	null	null	4	null
3011011	0	0	null	null	1	3011007
3011012	0	0	null	null	1	3011008
3011013	0	0	null	null	1	3011008
3011014	0	0	null	null	1	3011008
3011015	0	1	301105	null	1	3011009
3011016	0	0	null	null	4	null
3011017	0	9	2021	null	4	null
3011018	0	9	2021	null	4	null
3011019	0	0	null	null	1	3011011
3011020	0	0	null	null	1	3011012
3011021	0	0	null	null	1	3011012
3011022	0	0	null	null	1	3011012
3011023	0	1	301103	null	1	3011013
3011024	0	0	null	null	4	null
3011025	0	15	3011003	55048	4	null
3011026	0	15	3011003	55048	4	null
3011027	0	0	null	null	1	3011015
3011028	0	0	null	null	1	3011016
3011029	0	0	null	null	1	3011016
3011030	0	0	null	null	1	3011016
3011031	0	1	301104	null	1	3011017
3011032	0	0	null	null	4	null
3011033	0	15	3011004	55048	4	null
3011034	0	15	3011004	55048	4	null
3011035	0	0	null	null	1	3011020
3011036	0	0	null	null	1	3011028
3011037	0	0	null	null	1	3011021
3011038	0	0	null	null	1	3011028
3011039	0	0	null	null	1	3011022
3011040	0	0	null	null	1	3011028
3011041	0	0	null	null	1	3011023
3011042	0	0	null	null	1	3011028
3011043	0	0	null	null	1	3011024
3011044	0	0	null	null	1	3011028
3011045	0	0	null	null	1	3011025
3011046	0	0	null	null	1	3011028
3011047	0	0	null	null	1	3011026
3011048	0	0	null	null	1	3011028
3011049	0	0	null	null	1	3011027
3011050	0	0	null	null	1	3011028
3011051	0	0	null	null	1	3011028
3011052	0	0	null	null	1	3011028
3011053	301102	2	14#10000	null	1	3011029
3011054	0	0	null	null	4	null
3011055	0	17	3011007|3021#3#6#3011008	null	4	null
3011056	0	17	3011007|3021#3#6#3011008	null	4	null
3011057	0	0	null	null	1	3011031
3011058	0	0	null	null	1	3011031
3011059	0	1	301106	null	1	3011032
3011060	0	0	null	null	4	null
3011061	0	6	1	55049	1	3011033
3011062	0	6	1	55049	1	3011036
3011063	0	0	null	null	1	3011034
3011064	0	0	null	null	1	3011036
3011065	0	0	null	null	1	3011035
3011066	0	0	null	null	1	3011036
3011067	0	0	null	null	1	3011036
3011068	0	0	null	null	1	3011036
3011069	301103	2	14#50000	null	1	3011037
3011070	0	0	null	null	4	null
3011071	0	17	3011008|3021#1#11#3011009	null	4	null
3011072	0	17	3011008|3021#1#11#3011009	null	4	null
3011073	0	0	null	null	1	3011039
3011074	0	0	null	null	1	3011039
3011075	0	1	301107	null	1	3011040
3011076	0	0	null	null	4	null
3011077	0	6	1	55058	1	3011041
3011078	0	6	1	55058	1	3011042
3011079	0	0	null	null	1	3011042
3011080	0	0	null	null	1	3011042
3011081	301104	2	14#80000	null	1	3011043
3011082	0	0	null	null	4	null
3011083	0	17	3011009|3021#10#10#3011010	null	4	null
3011084	0	17	3011009|3021#10#10#3011010	null	4	null
3011085	0	0	null	null	1	3011045
3011086	0	0	null	null	1	3011045
3011087	0	1	301108	null	1	3011046
3011088	0	0	null	null	4	null
3011089	0	6	1	55058#55058	1	3011047
3011090	0	6	1	55058#55058	1	3011048
3011091	0	0	null	null	1	3011048
3011092	0	0	null	null	1	3011048
3011093	301105	2	14#120000	null	1	3011049
3011094	0	0	null	null	4	null
3011095	0	17	3011010|3021#9#3#3011011	null	4	null
3011096	0	17	3011010|3021#9#3#3011011	null	4	null
3011097	0	0	null	null	1	3011051
3011098	0	0	null	null	1	3011051
3011099	0	1	301109	null	1	3011052
3011100	0	0	null	null	4	null
3011101	0	6	1	901	1	3011053
3011102	0	6	1	901	1	3011054
3011103	0	0	null	null	1	3011054
3011104	0	0	null	null	1	3011054
3011105	301106	2	14#200000	null	1	3011055
3011106	0	0	null	null	4	null
3011107	0	0	null	null	1	3011056
3011108	0	0	null	null	1	3011060
3011109	0	0	null	null	1	3011057
3011110	0	0	null	null	1	3011060
3011111	0	0	null	null	1	3011058
3011112	0	0	null	null	1	3011060
3011113	0	0	null	null	1	3011059
3011114	0	0	null	null	1	3011060
3011115	0	0	null	null	1	3011060
3011116	0	0	null	null	1	3011060
3011117	0	1	301110	null	1	3011061
3011118	0	0	null	null	4	null
3011119	0	0	null	null	1	3011062
3011120	0	0	null	null	4	null
3011121	0	15	3011011	null	4	null
3011122	0	15	3011011	null	4	null
3012001	0	0	null	null	1	3012002
3012002	0	0	null	null	1	3012002
3012003	0	1	301202	null	1	3012003
3012004	0	0	null	null	4	null
3012005	0	15	3012001	null	4	null
3012006	0	15	3012001	null	4	null
3012007	0	0	null	null	1	3012005
3012008	0	0	null	null	1	3012005
3012009	301201	2	1549#2	null	1	3012006
3012010	0	0	null	null	4	null
3012011	0	0	null	null	1	3012007
3012012	0	0	null	null	1	3012008
3012013	0	0	null	null	1	3012008
3012014	0	0	null	null	1	3012008
3012015	0	1	301205	null	1	3012009
3012016	0	0	null	null	4	null
3012017	0	9	2022	null	4	null
3012018	0	9	2022	null	4	null
3012019	0	0	null	null	1	3012011
3012020	0	0	null	null	1	3012012
3012021	0	0	null	null	1	3012012
3012022	0	0	null	null	1	3012012
3012023	0	1	301203	null	1	3012013
3012024	0	0	null	null	4	null
3012025	0	15	3012003	55048	4	null
3012026	0	15	3012003	55048	4	null
3012027	0	0	null	null	1	3012015
3012028	0	0	null	null	1	3012016
3012029	0	0	null	null	1	3012016
3012030	0	0	null	null	1	3012016
3012031	0	1	301204	null	1	3012017
3012032	0	0	null	null	4	null
3012033	0	15	3012004	55048	4	null
3012034	0	15	3012004	55048	4	null
3012035	0	0	null	null	1	3012020
3012036	0	0	null	null	1	3012028
3012037	0	0	null	null	1	3012021
3012038	0	0	null	null	1	3012028
3012039	0	0	null	null	1	3012022
3012040	0	0	null	null	1	3012028
3012041	0	0	null	null	1	3012023
3012042	0	0	null	null	1	3012028
3012043	0	0	null	null	1	3012024
3012044	0	0	null	null	1	3012028
3012045	0	0	null	null	1	3012025
3012046	0	0	null	null	1	3012028
3012047	0	0	null	null	1	3012026
3012048	0	0	null	null	1	3012028
3012049	0	0	null	null	1	3012027
3012050	0	0	null	null	1	3012028
3012051	0	0	null	null	1	3012028
3012052	0	0	null	null	1	3012028
3012053	301202	2	14#10000	null	1	3012029
3012054	0	0	null	null	4	null
3012055	0	17	3012007|3021#3#6#3012008	null	4	null
3012056	0	17	3012007|3021#3#6#3012008	null	4	null
3012057	0	0	null	null	1	3012031
3012058	0	0	null	null	1	3012031
3012059	0	1	301206	null	1	3012032
3012060	0	0	null	null	4	null
3012061	0	6	1	55051	1	3012033
3012062	0	6	1	55051	1	3012036
3012063	0	0	null	null	1	3012034
3012064	0	0	null	null	1	3012036
3012065	0	0	null	null	1	3012035
3012066	0	0	null	null	1	3012036
3012067	0	0	null	null	1	3012036
3012068	0	0	null	null	1	3012036
3012069	301203	2	14#50000	null	1	3012037
3012070	0	0	null	null	4	null
3012071	0	17	3012008|3021#1#11#3012009	null	4	null
3012072	0	17	3012008|3021#1#11#3012009	null	4	null
3012073	0	0	null	null	1	3012039
3012074	0	0	null	null	1	3012039
3012075	0	1	301207	null	1	3012040
3012076	0	0	null	null	4	null
3012077	0	6	1	55059	1	3012041
3012078	0	6	1	55059	1	3012042
3012079	0	0	null	null	1	3012042
3012080	0	0	null	null	1	3012042
3012081	301204	2	14#80000	null	1	3012043
3012082	0	0	null	null	4	null
3012083	0	17	3012009|3021#10#10#3012010	null	4	null
3012084	0	17	3012009|3021#10#10#3012010	null	4	null
3012085	0	0	null	null	1	3012045
3012086	0	0	null	null	1	3012045
3012087	0	1	301208	null	1	3012046
3012088	0	0	null	null	4	null
3012089	0	6	1	55059#55059	1	3012047
3012090	0	6	1	55059#55059	1	3012048
3012091	0	0	null	null	1	3012048
3012092	0	0	null	null	1	3012048
3012093	301205	2	14#120000	null	1	3012049
3012094	0	0	null	null	4	null
3012095	0	17	3012010|3021#9#3#3012011	null	4	null
3012096	0	17	3012010|3021#9#3#3012011	null	4	null
3012097	0	0	null	null	1	3012051
3012098	0	0	null	null	1	3012051
3012099	0	1	301209	null	1	3012052
3012100	0	0	null	null	4	null
3012101	0	6	1	902	1	3012053
3012102	0	6	1	902	1	3012054
3012103	0	0	null	null	1	3012054
3012104	0	0	null	null	1	3012054
3012105	301206	2	14#200000	null	1	3012055
3012106	0	0	null	null	4	null
3012107	0	0	null	null	1	3012056
3012108	0	0	null	null	1	3012060
3012109	0	0	null	null	1	3012057
3012110	0	0	null	null	1	3012060
3012111	0	0	null	null	1	3012058
3012112	0	0	null	null	1	3012060
3012113	0	0	null	null	1	3012059
3012114	0	0	null	null	1	3012060
3012115	0	0	null	null	1	3012060
3012116	0	0	null	null	1	3012060
3012117	0	1	301210	null	1	3012061
3012118	0	0	null	null	4	null
3012119	0	0	null	null	1	3012062
3012120	0	0	null	null	4	null
3012121	0	15	3012011	null	4	null
3012122	0	15	3012011	null	4	null
3013001	0	0	null	null	1	3013002
3013002	0	0	null	null	1	3013002
3013003	0	1	301302	null	1	3013003
3013004	0	0	null	null	4	null
3013005	0	15	3013001	null	4	null
3013006	0	15	3013001	null	4	null
3013007	0	0	null	null	1	3013005
3013008	0	0	null	null	1	3013005
3013009	301301	2	1549#2	null	1	3013006
3013010	0	0	null	null	4	null
3013011	0	0	null	null	1	3013007
3013012	0	0	null	null	1	3013008
3013013	0	0	null	null	1	3013008
3013014	0	0	null	null	1	3013008
3013015	0	1	301305	null	1	3013009
3013016	0	0	null	null	4	null
3013017	0	9	2022	null	4	null
3013018	0	9	2022	null	4	null
3013019	0	0	null	null	1	3013011
3013020	0	0	null	null	1	3013012
3013021	0	0	null	null	1	3013012
3013022	0	0	null	null	1	3013012
3013023	0	1	301303	null	1	3013013
3013024	0	0	null	null	4	null
3013025	0	15	3013003	55048	4	null
3013026	0	15	3013003	55048	4	null
3013027	0	0	null	null	1	3013015
3013028	0	0	null	null	1	3013016
3013029	0	0	null	null	1	3013016
3013030	0	0	null	null	1	3013016
3013031	0	1	301304	null	1	3013017
3013032	0	0	null	null	4	null
3013033	0	15	3013004	55048	4	null
3013034	0	15	3013004	55048	4	null
3013035	0	0	null	null	1	3013020
3013036	0	0	null	null	1	3013028
3013037	0	0	null	null	1	3013021
3013038	0	0	null	null	1	3013028
3013039	0	0	null	null	1	3013022
3013040	0	0	null	null	1	3013028
3013041	0	0	null	null	1	3013023
3013042	0	0	null	null	1	3013028
3013043	0	0	null	null	1	3013024
3013044	0	0	null	null	1	3013028
3013045	0	0	null	null	1	3013025
3013046	0	0	null	null	1	3013028
3013047	0	0	null	null	1	3013026
3013048	0	0	null	null	1	3013028
3013049	0	0	null	null	1	3013027
3013050	0	0	null	null	1	3013028
3013051	0	0	null	null	1	3013028
3013052	0	0	null	null	1	3013028
3013053	301302	2	14#10000	null	1	3013029
3013054	0	0	null	null	4	null
3013055	0	17	3013007|3021#3#6#3013008	null	4	null
3013056	0	17	3013007|3021#3#6#3013008	null	4	null
3013057	0	0	null	null	1	3013031
3013058	0	0	null	null	1	3013031
3013059	0	1	301306	null	1	3013032
3013060	0	0	null	null	4	null
3013061	0	6	1	55053	1	3013033
3013062	0	6	1	55053	1	3013036
3013063	0	0	null	null	1	3013034
3013064	0	0	null	null	1	3013036
3013065	0	0	null	null	1	3013035
3013066	0	0	null	null	1	3013036
3013067	0	0	null	null	1	3013036
3013068	0	0	null	null	1	3013036
3013069	301303	2	14#50000	null	1	3013037
3013070	0	0	null	null	4	null
3013071	0	17	3013008|3021#1#11#3013009	null	4	null
3013072	0	17	3013008|3021#1#11#3013009	null	4	null
3013073	0	0	null	null	1	3013039
3013074	0	0	null	null	1	3013039
3013075	0	1	301307	null	1	3013040
3013076	0	0	null	null	4	null
3013077	0	6	1	55060	1	3013041
3013078	0	6	1	55060	1	3013042
3013079	0	0	null	null	1	3013042
3013080	0	0	null	null	1	3013042
3013081	301304	2	14#80000	null	1	3013043
3013082	0	0	null	null	4	null
3013083	0	17	3013009|3021#10#10#3013010	null	4	null
3013084	0	17	3013009|3021#10#10#3013010	null	4	null
3013085	0	0	null	null	1	3013045
3013086	0	0	null	null	1	3013045
3013087	0	1	301308	null	1	3013046
3013088	0	0	null	null	4	null
3013089	0	6	1	55060#55060	1	3013047
3013090	0	6	1	55060#55060	1	3013048
3013091	0	0	null	null	1	3013048
3013092	0	0	null	null	1	3013048
3013093	301305	2	14#120000	null	1	3013049
3013094	0	0	null	null	4	null
3013095	0	17	3013010|3021#9#3#3013011	null	4	null
3013096	0	17	3013010|3021#9#3#3013011	null	4	null
3013097	0	0	null	null	1	3013051
3013098	0	0	null	null	1	3013051
3013099	0	1	301309	null	1	3013052
3013100	0	0	null	null	4	null
3013101	0	6	1	903	1	3013053
3013102	0	6	1	903	1	3013054
3013103	0	0	null	null	1	3013054
3013104	0	0	null	null	1	3013054
3013105	301306	2	14#200000	null	1	3013055
3013106	0	0	null	null	4	null
3013107	0	0	null	null	1	3013056
3013108	0	0	null	null	1	3013060
3013109	0	0	null	null	1	3013057
3013110	0	0	null	null	1	3013060
3013111	0	0	null	null	1	3013058
3013112	0	0	null	null	1	3013060
3013113	0	0	null	null	1	3013059
3013114	0	0	null	null	1	3013060
3013115	0	0	null	null	1	3013060
3013116	0	0	null	null	1	3013060
3013117	0	1	301310	null	1	3013061
3013118	0	0	null	null	4	null
3013119	0	0	null	null	1	3013062
3013120	0	0	null	null	4	null
3013121	0	15	3013011	null	4	null
3013122	0	15	3013011	null	4	null
3014001	0	0	null	null	1	3014002
3014002	0	0	null	null	1	3014002
3014003	0	1	301402	null	1	3014003
3014004	0	0	null	null	4	null
3014005	0	15	3014001	null	4	null
3014006	0	15	3014001	null	4	null
3014007	0	0	null	null	1	3014005
3014008	0	0	null	null	1	3014005
3014009	301401	2	1549#2	null	1	3014006
3014010	0	0	null	null	4	null
3014011	0	0	null	null	1	3014007
3014012	0	0	null	null	1	3014008
3014013	0	0	null	null	1	3014008
3014014	0	0	null	null	1	3014008
3014015	0	1	301405	null	1	3014009
3014016	0	0	null	null	4	null
3014017	0	9	2021	null	4	null
3014018	0	9	2021	null	4	null
3014019	0	0	null	null	1	3014011
3014020	0	0	null	null	1	3014012
3014021	0	0	null	null	1	3014012
3014022	0	0	null	null	1	3014012
3014023	0	1	301403	null	1	3014013
3014024	0	0	null	null	4	null
3014025	0	15	3014003	55048	4	null
3014026	0	15	3014003	55048	4	null
3014027	0	0	null	null	1	3014015
3014028	0	0	null	null	1	3014016
3014029	0	0	null	null	1	3014016
3014030	0	0	null	null	1	3014016
3014031	0	1	301404	null	1	3014017
3014032	0	0	null	null	4	null
3014033	0	15	3014004	55048	4	null
3014034	0	15	3014004	55048	4	null
3014035	0	0	null	null	1	3014020
3014036	0	0	null	null	1	3014028
3014037	0	0	null	null	1	3014021
3014038	0	0	null	null	1	3014028
3014039	0	0	null	null	1	3014022
3014040	0	0	null	null	1	3014028
3014041	0	0	null	null	1	3014023
3014042	0	0	null	null	1	3014028
3014043	0	0	null	null	1	3014024
3014044	0	0	null	null	1	3014028
3014045	0	0	null	null	1	3014025
3014046	0	0	null	null	1	3014028
3014047	0	0	null	null	1	3014026
3014048	0	0	null	null	1	3014028
3014049	0	0	null	null	1	3014027
3014050	0	0	null	null	1	3014028
3014051	0	0	null	null	1	3014028
3014052	0	0	null	null	1	3014028
3014053	301402	2	14#10000	null	1	3014029
3014054	0	0	null	null	4	null
3014055	0	17	3014007|3021#3#6#3014008	null	4	null
3014056	0	17	3014007|3021#3#6#3014008	null	4	null
3014057	0	0	null	null	1	3014031
3014058	0	0	null	null	1	3014031
3014059	0	1	301406	null	1	3014032
3014060	0	0	null	null	4	null
3014061	0	6	1	55055	1	3014033
3014062	0	6	1	55055	1	3014036
3014063	0	0	null	null	1	3014034
3014064	0	0	null	null	1	3014036
3014065	0	0	null	null	1	3014035
3014066	0	0	null	null	1	3014036
3014067	0	0	null	null	1	3014036
3014068	0	0	null	null	1	3014036
3014069	301403	2	14#50000	null	1	3014037
3014070	0	0	null	null	4	null
3014071	0	17	3014008|3021#1#11#3014009	null	4	null
3014072	0	17	3014008|3021#1#11#3014009	null	4	null
3014073	0	0	null	null	1	3014039
3014074	0	0	null	null	1	3014039
3014075	0	1	301407	null	1	3014040
3014076	0	0	null	null	4	null
3014077	0	6	1	55061	1	3014041
3014078	0	6	1	55061	1	3014042
3014079	0	0	null	null	1	3014042
3014080	0	0	null	null	1	3014042
3014081	301404	2	14#80000	null	1	3014043
3014082	0	0	null	null	4	null
3014083	0	17	3014009|3021#10#10#3014010	null	4	null
3014084	0	17	3014009|3021#10#10#3014010	null	4	null
3014085	0	0	null	null	1	3014045
3014086	0	0	null	null	1	3014045
3014087	0	1	301408	null	1	3014046
3014088	0	0	null	null	4	null
3014089	0	6	1	55061#55061	1	3014047
3014090	0	6	1	55061#55061	1	3014048
3014091	0	0	null	null	1	3014048
3014092	0	0	null	null	1	3014048
3014093	301405	2	14#120000	null	1	3014049
3014094	0	0	null	null	4	null
3014095	0	17	3014010|3021#9#3#3014011	null	4	null
3014096	0	17	3014010|3021#9#3#3014011	null	4	null
3014097	0	0	null	null	1	3014051
3014098	0	0	null	null	1	3014051
3014099	0	1	301409	null	1	3014052
3014100	0	0	null	null	4	null
3014101	0	6	1	904	1	3014053
3014102	0	6	1	904	1	3014054
3014103	0	0	null	null	1	3014054
3014104	0	0	null	null	1	3014054
3014105	301406	2	14#200000	null	1	3014055
3014106	0	0	null	null	4	null
3014107	0	0	null	null	1	3014056
3014108	0	0	null	null	1	3014060
3014109	0	0	null	null	1	3014057
3014110	0	0	null	null	1	3014060
3014111	0	0	null	null	1	3014058
3014112	0	0	null	null	1	3014060
3014113	0	0	null	null	1	3014059
3014114	0	0	null	null	1	3014060
3014115	0	0	null	null	1	3014060
3014116	0	0	null	null	1	3014060
3014117	0	1	301410	null	1	3014061
3014118	0	0	null	null	4	null
3014119	0	0	null	null	1	3014062
3014120	0	0	null	null	4	null
3014121	0	15	3014011	null	4	null
3014122	0	15	3014011	null	4	null
3021001	0	0	null	null	1	3021002
3021002	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021003	0	0	null	null	1	3021003
3021004	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021005	0	0	null	null	1	3021004
3021006	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021007	0	0	null	null	1	3021005
3021008	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021009	0	0	null	null	1	3021006
3021010	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021011	0	0	null	null	1	3021007
3021012	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021013	0	0	null	null	1	3021008
3021014	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021015	0	0	null	null	1	3021009
3021016	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021017	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021018	0	7	3#4|3021002#3021003#3021004#3021005#3021006#3021007#3021019|3021008#3021009#3021010#3021011#3021012#3021013|266#520#524#1031#1035#1289#1542#1796#2055#2058#2316#2566#2568#2570	null	6	3021083
3021019	0	0	null	null	1	3021011
3021020	0	0	null	null	1	3021011
3021021	0	0	null	null	1	3021012
3021022	0	0	null	null	4	null
3021023	0	1	302101	null	1	3021013
3021024	0	20	302101#3021002	55063	4	null
3021025	0	15	3021002	55063	4	null
3021026	0	15	3021002	55063	4	null
3021027	0	0	null	null	0	null
3021028	0	0	null	null	0	null
3021029	0	0	null	null	0	null
3021030	0	0	null	null	0	null
3021031	0	0	null	null	0	null
3021032	0	0	null	null	0	null
3021033	0	0	null	null	1	3021018
3021034	0	0	null	null	1	3021018
