Id	propName	propDesc	propIcon
589003	神秘格斗芯片(破防)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对肉盾英雄攻击伤害+13%	X1_fangx_put_pofang_01
589004	神秘合作芯片(破防)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对肉盾英雄攻击伤害+13%	X1_yaunx_put_pofang_01
589101	神秘战斗芯片(破防)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对肉盾英雄攻击伤害+15%	X1_sanj_put_pofang_01
589102	神秘生存芯片(破防)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对肉盾英雄攻击伤害+15%	X1_xinxing_put_pofang_01
589103	神秘格斗芯片(破防)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对肉盾英雄攻击伤害+15%	X1_fangx_put_pofang_01
589104	神秘合作芯片(破防)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对肉盾英雄攻击伤害+15%	X1_yaunx_put_pofang_01
589201	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+5%	X1_sanj_put_pomo_01
589202	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+5%	X1_xinxing_put_pomo_01
589203	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+5%	X1_fangx_put_pomo_01
589204	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+5%	X1_yaunx_put_pomo_01
599001	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+6%	X1_sanj_put_pomo_01
599002	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+6%	X1_xinxing_put_pomo_01
599003	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+6%	X1_fangx_put_pomo_01
599004	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+6%	X1_yaunx_put_pomo_01
599101	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+7%	X1_sanj_put_pomo_01
599102	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+7%	X1_xinxing_put_pomo_01
599103	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+7%	X1_fangx_put_pomo_01
599104	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+7%	X1_yaunx_put_pomo_01
599201	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+8%	X1_sanj_put_pomo_01
599202	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+8%	X1_xinxing_put_pomo_01
599203	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+8%	X1_fangx_put_pomo_01
599204	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+8%	X1_yaunx_put_pomo_01
609001	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+9%	X1_sanj_put_pomo_01
609002	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+9%	X1_xinxing_put_pomo_01
609003	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+9%	X1_fangx_put_pomo_01
609004	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+9%	X1_yaunx_put_pomo_01
609101	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+10%	X1_sanj_put_pomo_01
609102	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+10%	X1_xinxing_put_pomo_01
609103	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+10%	X1_fangx_put_pomo_01
609104	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+10%	X1_yaunx_put_pomo_01
609201	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+11%	X1_sanj_put_pomo_01
609202	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+11%	X1_xinxing_put_pomo_01
609203	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+11%	X1_fangx_put_pomo_01
609204	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+11%	X1_yaunx_put_pomo_01
619001	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+12%	X1_sanj_put_pomo_01
619002	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+12%	X1_xinxing_put_pomo_01
619003	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+12%	X1_fangx_put_pomo_01
619004	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+12%	X1_yaunx_put_pomo_01
619101	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+13%	X1_sanj_put_pomo_01
619102	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+13%	X1_xinxing_put_pomo_01
619103	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+13%	X1_fangx_put_pomo_01
619104	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+13%	X1_yaunx_put_pomo_01
619201	神秘战斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+15%	X1_sanj_put_pomo_01
619202	神秘生存芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+15%	X1_xinxing_put_pomo_01
619203	神秘格斗芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+15%	X1_fangx_put_pomo_01
619204	神秘合作芯片(防爆)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对能量输出型英雄攻击伤害+15%	X1_yaunx_put_pomo_01
629001	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+5%	X1_sanj_put_powu_01
629002	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+5%	X1_xinxing_put_powu_01
629003	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+5%	X1_fangx_put_powu_01
629004	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+5%	X1_yaunx_put_powu_01
629101	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+6%	X1_sanj_put_powu_01
629102	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+6%	X1_xinxing_put_powu_01
629103	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+6%	X1_fangx_put_powu_01
629104	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+6%	X1_yaunx_put_powu_01
629201	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+7%	X1_sanj_put_powu_01
629202	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+7%	X1_xinxing_put_powu_01
629203	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+7%	X1_fangx_put_powu_01
629204	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的3星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+7%	X1_yaunx_put_powu_01
639001	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+8%	X1_sanj_put_powu_01
639002	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+8%	X1_xinxing_put_powu_01
639003	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+8%	X1_fangx_put_powu_01
639004	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的4星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+8%	X1_yaunx_put_powu_01
639101	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+9%	X1_sanj_put_powu_01
639102	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+9%	X1_xinxing_put_powu_01
639103	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+9%	X1_fangx_put_powu_01
639104	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的5星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+9%	X1_yaunx_put_powu_01
639201	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+10%	X1_sanj_put_powu_01
639202	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+10%	X1_xinxing_put_powu_01
639203	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+10%	X1_fangx_put_powu_01
639204	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的6星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+10%	X1_yaunx_put_powu_01
649001	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+11%	X1_sanj_put_powu_01
649002	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+11%	X1_xinxing_put_powu_01
649003	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+11%	X1_fangx_put_powu_01
649004	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的7星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+11%	X1_yaunx_put_powu_01
649101	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+12%	X1_sanj_put_powu_01
649102	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+12%	X1_xinxing_put_powu_01
649103	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+12%	X1_fangx_put_powu_01
649104	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的8星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+12%	X1_yaunx_put_powu_01
649201	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+13%	X1_sanj_put_powu_01
649202	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+13%	X1_xinxing_put_powu_01
649203	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+13%	X1_fangx_put_powu_01
649204	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的9星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+13%	X1_yaunx_put_powu_01
659001	神秘战斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+15%	X1_sanj_put_powu_01
659002	神秘生存芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+15%	X1_xinxing_put_powu_01
659003	神秘格斗芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+15%	X1_fangx_put_powu_01
659004	神秘合作芯片(反穿)	可获得1个品质随机（普通、稀有或传说）的10星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n攻击+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对物理输出型英雄攻击伤害+15%	X1_yaunx_put_powu_01
659101	神秘战斗芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+5%	X1_sanj_put_kefu_01
659102	神秘生存芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+5%	X1_xinxing_put_kefu_01
659103	神秘格斗芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+5%	X1_fangx_put_kefu_01
659104	神秘合作芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的1星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+5%	X1_yaunx_put_kefu_01
659201	神秘战斗芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+6%	X1_sanj_put_kefu_01
659202	神秘生存芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+6%	X1_xinxing_put_kefu_01
659203	神秘格斗芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+6%	X1_fangx_put_kefu_01
659204	神秘合作芯片(克辅)	可获得1个品质随机（普通、稀有或传说）的2星同类芯片\n集齐同星级<color=#67DE45>2件套</color>可激活效果：\n暴击率+5%\n集齐同星级<color=#67DE45>4件套</color>可激活效果：\n对辅助型英雄攻击伤害+6%	X1_yaunx_put_kefu_01
