Id	MonsterGroupId	Award	FirstAward	BattleTime	NextId
1214	2001214	14#626500|3#757800	null	10	1215
1215	2001215	14#627000|3#758400	19#1	10	1216
1216	2001216	14#627500|3#759000	null	10	1217
1217	2001217	14#628000|3#759600	null	10	1218
1218	2001218	14#628500|3#760200	null	10	1219
1219	2001219	14#629000|3#760800	null	10	1220
1220	2001220	14#629500|3#761400	3#1420000	10	1221
1221	2001221	14#630000|3#762000	null	10	1222
1222	2001222	14#630500|3#762600	null	10	1223
1223	2001223	14#631000|3#763200	null	10	1224
1224	2001224	14#631500|3#763800	null	10	1225
1225	2001225	14#632000|3#764400	3#1420000	10	1226
1226	2001226	14#632500|3#765000	null	10	1227
1227	2001227	14#633000|3#765600	null	10	1228
1228	2001228	14#633500|3#766200	null	10	1229
1229	2001229	14#634000|3#766800	null	10	1230
1230	2001230	14#634500|3#767400	19#1	10	1231
1231	2001231	14#635000|3#768000	null	10	1232
1232	2001232	14#635500|3#768600	null	10	1233
1233	2001233	14#636000|3#769200	null	10	1234
1234	2001234	14#636500|3#769800	null	10	1235
1235	2001235	14#637000|3#770400	3#1420000	10	1236
1236	2001236	14#637500|3#771000	null	10	1237
1237	2001237	14#638000|3#771600	null	10	1238
1238	2001238	14#638500|3#772200	null	10	1239
1239	2001239	14#639000|3#772800	null	10	1240
1240	2001240	14#639500|3#773400	3#1420000	10	1241
1241	2001241	14#640000|3#774000	null	10	1242
1242	2001242	14#640500|3#774600	null	10	1243
1243	2001243	14#641000|3#775200	null	10	1244
1244	2001244	14#641500|3#775800	null	10	1245
1245	2001245	14#642000|3#776400	19#1	10	1246
1246	2001246	14#642500|3#777000	null	10	1247
1247	2001247	14#643000|3#777600	null	10	1248
1248	2001248	14#643500|3#778200	null	10	1249
1249	2001249	14#644000|3#778800	null	10	1250
1250	2001250	14#644500|3#779400	3#1420000	10	1251
1251	2001251	14#645000|3#780000	null	10	1252
1252	2001252	14#645500|3#780600	null	10	1253
1253	2001253	14#646000|3#781200	null	10	1254
1254	2001254	14#646500|3#781800	null	10	1255
1255	2001255	14#647000|3#782400	3#1420000	10	1256
1256	2001256	14#647500|3#783000	null	10	1257
1257	2001257	14#648000|3#783600	null	10	1258
1258	2001258	14#648500|3#784200	null	10	1259
1259	2001259	14#649000|3#784800	null	10	1260
1260	2001260	14#649500|3#785400	19#1	10	1261
1261	2001261	14#650000|3#786000	null	10	1262
1262	2001262	14#650500|3#786600	null	10	1263
1263	2001263	14#651000|3#787200	null	10	1264
1264	2001264	14#651500|3#787800	null	10	1265
1265	2001265	14#652000|3#788400	3#1420000	10	1266
1266	2001266	14#652500|3#789000	null	10	1267
1267	2001267	14#653000|3#789600	null	10	1268
1268	2001268	14#653500|3#790200	null	10	1269
1269	2001269	14#654000|3#790800	null	10	1270
1270	2001270	14#654500|3#791400	3#1420000	10	1271
1271	2001271	14#655000|3#792000	null	10	1272
1272	2001272	14#655500|3#792600	null	10	1273
1273	2001273	14#656000|3#793200	null	10	1274
1274	2001274	14#656500|3#793800	null	10	1275
1275	2001275	14#657000|3#794400	19#1	10	1276
1276	2001276	14#657500|3#795000	null	10	1277
1277	2001277	14#658000|3#795600	null	10	1278
1278	2001278	14#658500|3#796200	null	10	1279
1279	2001279	14#659000|3#796800	null	10	1280
1280	2001280	14#659500|3#797400	3#1420000	10	1281
1281	2001281	14#660000|3#798000	null	10	1282
1282	2001282	14#660500|3#798600	null	10	1283
1283	2001283	14#661000|3#799200	null	10	1284
1284	2001284	14#661500|3#799800	null	10	1285
1285	2001285	14#662000|3#800400	3#1420000	10	1286
1286	2001286	14#662500|3#801000	null	10	1287
1287	2001287	14#663000|3#801600	null	10	1288
1288	2001288	14#663500|3#802200	null	10	1289
1289	2001289	14#664000|3#802800	null	10	1290
1290	2001290	14#664500|3#803400	19#1	10	1291
1291	2001291	14#665000|3#804000	null	10	1292
1292	2001292	14#665500|3#804600	null	10	1293
1293	2001293	14#666000|3#805200	null	10	1294
1294	2001294	14#666500|3#805800	null	10	1295
1295	2001295	14#667000|3#806400	3#1420000	10	1296
1296	2001296	14#667500|3#807000	null	10	1297
1297	2001297	14#668000|3#807600	null	10	1298
1298	2001298	14#668500|3#808200	null	10	1299
1299	2001299	14#669000|3#808800	null	10	1300
1300	2001300	14#669500|3#809400	3#1420000	10	0
