Id	Level	Quality	CharacterLevelPara	Consume	SumConsume
744	144	5	1#53600|2#8040|4#2680|3#2680	1202#144000	1202#8500500
745	145	5	1#54240|2#8136|4#2712|3#2712	1202#145000	1202#8644500
746	146	5	1#54880|2#8232|4#2744|3#2744	1202#146000	1202#8789500
747	147	5	1#55520|2#8328|4#2776|3#2776	1202#147000	1202#8935500
748	148	5	1#56160|2#8424|4#2808|3#2808	1202#148000	1202#9082500
749	149	5	1#56800|2#8520|4#2840|3#2840	1202#149000	1202#9230500
750	150	5	1#57440|2#8616|4#2872|3#2872	1202#150000	1202#9379500
751	151	5	1#58080|2#8712|4#2904|3#2904	1202#151000	1202#9529500
752	152	5	1#58720|2#8808|4#2936|3#2936	1202#152000	1202#9680500
753	153	5	1#59360|2#8904|4#2968|3#2968	1202#153000	1202#9832500
754	154	5	1#60000|2#9000|4#3000|3#3000	1202#154000	1202#9985500
755	155	5	1#60640|2#9096|4#3032|3#3032	1202#155000	1202#10139500
756	156	5	1#61280|2#9192|4#3064|3#3064	1202#156000	1202#10294500
757	157	5	1#61920|2#9288|4#3096|3#3096	1202#157000	1202#10450500
758	158	5	1#62560|2#9384|4#3128|3#3128	1202#158000	1202#10607500
759	159	5	1#63200|2#9480|4#3160|3#3160	1202#159000	1202#10765500
760	160	5	1#63840|2#9576|4#3192|3#3192	1202#160000	1202#10924500
761	161	5	1#64640|2#9696|4#3232|3#3232	1202#161000	1202#11084500
762	162	5	1#65440|2#9816|4#3272|3#3272	1202#162000	1202#11245500
763	163	5	1#66240|2#9936|4#3312|3#3312	1202#163000	1202#11407500
764	164	5	1#67040|2#10056|4#3352|3#3352	1202#164000	1202#11570500
765	165	5	1#67840|2#10176|4#3392|3#3392	1202#165000	1202#11734500
766	166	5	1#68640|2#10296|4#3432|3#3432	1202#166000	1202#11899500
767	167	5	1#69440|2#10416|4#3472|3#3472	1202#167000	1202#12065500
768	168	5	1#70240|2#10536|4#3512|3#3512	1202#168000	1202#12232500
769	169	5	1#71040|2#10656|4#3552|3#3552	1202#169000	1202#12400500
770	170	5	1#71840|2#10776|4#3592|3#3592	1202#170000	1202#12569500
771	171	5	1#72640|2#10896|4#3632|3#3632	1202#171000	1202#12739500
772	172	5	1#73440|2#11016|4#3672|3#3672	1202#172000	1202#12910500
773	173	5	1#74240|2#11136|4#3712|3#3712	1202#173000	1202#13082500
774	174	5	1#75040|2#11256|4#3752|3#3752	1202#174000	1202#13255500
775	175	5	1#75840|2#11376|4#3792|3#3792	1202#175000	1202#13429500
776	176	5	1#76640|2#11496|4#3832|3#3832	1202#176000	1202#13604500
777	177	5	1#77440|2#11616|4#3872|3#3872	1202#177000	1202#13780500
778	178	5	1#78240|2#11736|4#3912|3#3912	1202#178000	1202#13957500
779	179	5	1#79040|2#11856|4#3952|3#3952	1202#179000	1202#14135500
780	180	5	1#79840|2#11976|4#3992|3#3992	1202#180000	1202#14314500
781	181	5	1#80640|2#12096|4#4032|3#4032	1202#181000	1202#14494500
782	182	5	1#81440|2#12216|4#4072|3#4072	1202#182000	1202#14675500
783	183	5	1#82240|2#12336|4#4112|3#4112	1202#183000	1202#14857500
784	184	5	1#83040|2#12456|4#4152|3#4152	1202#184000	1202#15040500
785	185	5	1#83840|2#12576|4#4192|3#4192	1202#185000	1202#15224500
786	186	5	1#84640|2#12696|4#4232|3#4232	1202#186000	1202#15409500
787	187	5	1#85440|2#12816|4#4272|3#4272	1202#187000	1202#15595500
788	188	5	1#86240|2#12936|4#4312|3#4312	1202#188000	1202#15782500
789	189	5	1#87040|2#13056|4#4352|3#4352	1202#189000	1202#15970500
790	190	5	1#87840|2#13176|4#4392|3#4392	1202#190000	1202#16159500
791	191	5	1#88640|2#13296|4#4432|3#4432	1202#191000	1202#16349500
792	192	5	1#89440|2#13416|4#4472|3#4472	1202#192000	1202#16540500
793	193	5	1#90240|2#13536|4#4512|3#4512	1202#193000	1202#16732500
794	194	5	1#91040|2#13656|4#4552|3#4552	1202#194000	1202#16925500
795	195	5	1#91840|2#13776|4#4592|3#4592	1202#195000	1202#17119500
796	196	5	1#92640|2#13896|4#4632|3#4632	1202#196000	1202#17314500
797	197	5	1#93440|2#14016|4#4672|3#4672	1202#197000	1202#17510500
798	198	5	1#94240|2#14136|4#4712|3#4712	1202#198000	1202#17707500
799	199	5	1#95040|2#14256|4#4752|3#4752	1202#199000	1202#17905500
800	200	5	1#95840|2#14376|4#4792|3#4792	1202#200000	1202#18104500
801	201	5	1#96800|2#14520|4#4840|3#4840	1202#201000	1202#18304500
802	202	5	1#97760|2#14664|4#4888|3#4888	1202#202000	1202#18505500
803	203	5	1#98720|2#14808|4#4936|3#4936	1202#203000	1202#18707500
804	204	5	1#99680|2#14952|4#4984|3#4984	1202#204000	1202#18910500
805	205	5	1#100640|2#15096|4#5032|3#5032	1202#205000	1202#19114500
806	206	5	1#101600|2#15240|4#5080|3#5080	1202#206000	1202#19319500
807	207	5	1#102560|2#15384|4#5128|3#5128	1202#207000	1202#19525500
808	208	5	1#103520|2#15528|4#5176|3#5176	1202#208000	1202#19732500
809	209	5	1#104480|2#15672|4#5224|3#5224	1202#209000	1202#19940500
810	210	5	1#105440|2#15816|4#5272|3#5272	1202#210000	1202#20149500
811	211	5	1#106400|2#15960|4#5320|3#5320	1202#211000	1202#20359500
812	212	5	1#107360|2#16104|4#5368|3#5368	1202#212000	1202#20570500
813	213	5	1#108320|2#16248|4#5416|3#5416	1202#213000	1202#20782500
814	214	5	1#109280|2#16392|4#5464|3#5464	1202#214000	1202#20995500
815	215	5	1#110240|2#16536|4#5512|3#5512	1202#215000	1202#21209500
816	216	5	1#111200|2#16680|4#5560|3#5560	1202#216000	1202#21424500
817	217	5	1#112160|2#16824|4#5608|3#5608	1202#217000	1202#21640500
818	218	5	1#113120|2#16968|4#5656|3#5656	1202#218000	1202#21857500
819	219	5	1#114080|2#17112|4#5704|3#5704	1202#219000	1202#22075500
820	220	5	1#115040|2#17256|4#5752|3#5752	1202#220000	1202#22294500
821	221	5	1#116000|2#17400|4#5800|3#5800	1202#221000	1202#22514500
822	222	5	1#116960|2#17544|4#5848|3#5848	1202#222000	1202#22735500
823	223	5	1#117920|2#17688|4#5896|3#5896	1202#223000	1202#22957500
824	224	5	1#118880|2#17832|4#5944|3#5944	1202#224000	1202#23180500
825	225	5	1#119840|2#17976|4#5992|3#5992	1202#225000	1202#23404500
826	226	5	1#120800|2#18120|4#6040|3#6040	1202#226000	1202#23629500
827	227	5	1#121760|2#18264|4#6088|3#6088	1202#227000	1202#23855500
828	228	5	1#122720|2#18408|4#6136|3#6136	1202#228000	1202#24082500
829	229	5	1#123680|2#18552|4#6184|3#6184	1202#229000	1202#24310500
830	230	5	1#124640|2#18696|4#6232|3#6232	1202#230000	1202#24539500
831	231	5	1#125600|2#18840|4#6280|3#6280	1202#231000	1202#24769500
832	232	5	1#126560|2#18984|4#6328|3#6328	1202#232000	1202#25000500
833	233	5	1#127520|2#19128|4#6376|3#6376	1202#233000	1202#25232500
834	234	5	1#128480|2#19272|4#6424|3#6424	1202#234000	1202#25465500
835	235	5	1#129440|2#19416|4#6472|3#6472	1202#235000	1202#25699500
836	236	5	1#130400|2#19560|4#6520|3#6520	1202#236000	1202#25934500
837	237	5	1#131360|2#19704|4#6568|3#6568	1202#237000	1202#26170500
838	238	5	1#132320|2#19848|4#6616|3#6616	1202#238000	1202#26407500
839	239	5	1#133280|2#19992|4#6664|3#6664	1202#239000	1202#26645500
840	240	5	1#134240|2#20136|4#6712|3#6712	1202#240000	1202#26884500
841	241	5	1#135360|2#20304|4#6768|3#6768	1202#241000	1202#27124500
842	242	5	1#136480|2#20472|4#6824|3#6824	1202#242000	1202#27365500
843	243	5	1#137600|2#20640|4#6880|3#6880	1202#243000	1202#27607500
844	244	5	1#138720|2#20808|4#6936|3#6936	1202#244000	1202#27850500
845	245	5	1#139840|2#20976|4#6992|3#6992	1202#245000	1202#28094500
846	246	5	1#140960|2#21144|4#7048|3#7048	1202#246000	1202#28339500
847	247	5	1#142080|2#21312|4#7104|3#7104	1202#247000	1202#28585500
848	248	5	1#143200|2#21480|4#7160|3#7160	1202#248000	1202#28832500
849	249	5	1#144320|2#21648|4#7216|3#7216	1202#249000	1202#29080500
850	250	5	1#145440|2#21816|4#7272|3#7272	1202#250000	1202#29329500
851	251	5	1#146560|2#21984|4#7328|3#7328	1202#251000	1202#29579500
852	252	5	1#147680|2#22152|4#7384|3#7384	1202#252000	1202#29830500
853	253	5	1#148800|2#22320|4#7440|3#7440	1202#253000	1202#30082500
854	254	5	1#149920|2#22488|4#7496|3#7496	1202#254000	1202#30335500
855	255	5	1#151040|2#22656|4#7552|3#7552	1202#255000	1202#30589500
856	256	5	1#152160|2#22824|4#7608|3#7608	1202#256000	1202#30844500
857	257	5	1#153280|2#22992|4#7664|3#7664	1202#257000	1202#31100500
858	258	5	1#154400|2#23160|4#7720|3#7720	1202#258000	1202#31357500
859	259	5	1#155520|2#23328|4#7776|3#7776	1202#259000	1202#31615500
860	260	5	1#156640|2#23496|4#7832|3#7832	1202#260000	1202#31874500
861	261	5	1#157760|2#23664|4#7888|3#7888	1202#261000	1202#32134500
862	262	5	1#158880|2#23832|4#7944|3#7944	1202#262000	1202#32395500
863	263	5	1#160000|2#24000|4#8000|3#8000	1202#263000	1202#32657500
864	264	5	1#161120|2#24168|4#8056|3#8056	1202#264000	1202#32920500
865	265	5	1#162240|2#24336|4#8112|3#8112	1202#265000	1202#33184500
866	266	5	1#163360|2#24504|4#8168|3#8168	1202#266000	1202#33449500
867	267	5	1#164480|2#24672|4#8224|3#8224	1202#267000	1202#33715500
868	268	5	1#165600|2#24840|4#8280|3#8280	1202#268000	1202#33982500
869	269	5	1#166720|2#25008|4#8336|3#8336	1202#269000	1202#34250500
870	270	5	1#167840|2#25176|4#8392|3#8392	1202#270000	1202#34519500
871	271	5	1#168960|2#25344|4#8448|3#8448	1202#271000	1202#34789500
872	272	5	1#170080|2#25512|4#8504|3#8504	1202#272000	1202#35060500
873	273	5	1#171200|2#25680|4#8560|3#8560	1202#273000	1202#35332500
874	274	5	1#172320|2#25848|4#8616|3#8616	1202#274000	1202#35605500
875	275	5	1#173440|2#26016|4#8672|3#8672	1202#275000	1202#35879500
876	276	5	1#174560|2#26184|4#8728|3#8728	1202#276000	1202#36154500
877	277	5	1#175680|2#26352|4#8784|3#8784	1202#277000	1202#36430500
878	278	5	1#176800|2#26520|4#8840|3#8840	1202#278000	1202#36707500
879	279	5	1#177920|2#26688|4#8896|3#8896	1202#279000	1202#36985500
880	280	5	1#179040|2#26856|4#8952|3#8952	1202#280000	1202#37264500
881	281	5	1#180320|2#27048|4#9016|3#9016	1202#281000	1202#37544500
882	282	5	1#181600|2#27240|4#9080|3#9080	1202#282000	1202#37825500
883	283	5	1#182880|2#27432|4#9144|3#9144	1202#283000	1202#38107500
884	284	5	1#184160|2#27624|4#9208|3#9208	1202#284000	1202#38390500
885	285	5	1#185440|2#27816|4#9272|3#9272	1202#285000	1202#38674500
886	286	5	1#186720|2#28008|4#9336|3#9336	1202#286000	1202#38959500
887	287	5	1#188000|2#28200|4#9400|3#9400	1202#287000	1202#39245500
888	288	5	1#189280|2#28392|4#9464|3#9464	1202#288000	1202#39532500
889	289	5	1#190560|2#28584|4#9528|3#9528	1202#289000	1202#39820500
890	290	5	1#191840|2#28776|4#9592|3#9592	1202#290000	1202#40109500
891	291	5	1#193120|2#28968|4#9656|3#9656	1202#291000	1202#40399500
892	292	5	1#194400|2#29160|4#9720|3#9720	1202#292000	1202#40690500
893	293	5	1#195680|2#29352|4#9784|3#9784	1202#293000	1202#40982500
894	294	5	1#196960|2#29544|4#9848|3#9848	1202#294000	1202#41275500
895	295	5	1#198240|2#29736|4#9912|3#9912	1202#295000	1202#41569500
896	296	5	1#199520|2#29928|4#9976|3#9976	1202#296000	1202#41864500
897	297	5	1#200800|2#30120|4#10040|3#10040	1202#297000	1202#42160500
898	298	5	1#202080|2#30312|4#10104|3#10104	1202#298000	1202#42457500
899	299	5	1#203360|2#30504|4#10168|3#10168	1202#299000	1202#42755500
900	300	5	1#204640|2#30696|4#10232|3#10232	1202#300000	1202#43054500
