Id	Reward	Pool	Weight	OpenRules	Star
21001061	10060#1	21001	2	1#20	104
21001062	10061#1	21001	2	1#20	104
21001063	10062#1	21001	5	1#20	104
21001064	10063#1	21001	1	1#20	104
21001065	10064#1	21001	0	1#20	104
21001066	10065#1	21001	2	1#20	104
21001067	10066#1	21001	2	1#20	104
21001068	10067#1	21001	18	null	0
21001069	10068#1	21001	18	null	0
21001070	10069#1	21001	18	null	0
21001071	10070#1	21001	18	null	0
21001072	10071#1	21001	415	null	0
21001073	10072#1	21001	0	1#20	104
21001074	10073#1	21001	0	1#20	104
21001075	10074#1	21001	0	1#20	104
21001076	10075#1	21001	1	1#20	104
21001077	10076#1	21001	3	1#20	104
21001078	10079#1	21001	0	1#20	104
21001079	10080#1	21001	0	1#20	104
21001080	10081#1	21001	0	1#20	104
21001081	10082#1	21001	3	1#20	104
21001082	10085#1	21001	5	1#20	104
21001083	10086#1	21001	0	null	0
21001084	10087#1	21001	24	null	0
21001085	10088#1	21001	24	null	0
21001086	10089#1	21001	24	null	0
21001087	10090#1	21001	415	null	0
20051	10021#1	2005	4000	null	0
20052	10020#1	2005	3000	null	0
20053	10027#1	2005	3000	null	0
22001001	10021#1	22001	95	null	109
22001002	10020#1	22001	77	null	109
22001003	10027#1	22001	77	null	109
22001004	10060#1	22001	5	1#50	108
22001005	10061#1	22001	1	1#50	108
22001006	10062#1	22001	5	1#50	108
22001007	10063#1	22001	1	1#50	108
22001008	10075#1	22001	1	1#50	108
22001009	10076#1	22001	1	1#50	108
22001010	10081#1	22001	1	1#50	108
22001011	10082#1	22001	5	1#50	108
22001012	10085#1	22001	5	1#50	108
22001013	10001#1	22001	1	null	108
22001014	10002#1	22001	1	null	108
22001015	10004#1	22001	1	null	108
22001016	10006#1	22001	1	null	108
22001017	10007#1	22001	8	null	108
22001018	10008#1	22001	13	null	108
22001019	10009#1	22001	8	null	108
22001020	10019#1	22001	9	null	108
22001021	10065#1	22001	1	1#50	108
22001022	10022#1	22001	9	null	108
22001023	10023#1	22001	16	null	108
22001024	10025#1	22001	2	null	108
22001025	10026#1	22001	2	null	108
22001026	10036#1	22001	1	null	108
22001027	10037#1	22001	1	null	108
22001028	10038#1	22001	7	null	108
22001029	10039#1	22001	7	null	108
22001030	10041#1	22001	1	null	108
22001031	10043#1	22001	6	null	108
22001032	10044#1	22001	6	null	108
22001033	10045#1	22001	6	null	108
22001034	10046#1	22001	1	null	108
22001035	10011#1	22001	135	null	0
22001036	10013#1	22001	135	null	0
22001037	10014#1	22001	135	null	0
22001038	10029#1	22001	102	null	0
22001039	10030#1	22001	102	null	0
22001040	10031#1	22001	102	null	0
22001041	10032#1	22001	102	null	0
22001042	10047#1	22001	102	null	0
22001043	10048#1	22001	102	null	0
22001044	10049#1	22001	102	null	0
22001045	10051#1	22001	102	null	0
22001046	10067#1	22001	24	null	0
22001047	10069#1	22001	24	null	0
22001048	10070#1	22001	24	null	0
22001049	10087#1	22001	24	null	0
22001050	10088#1	22001	24	null	0
22001051	10089#1	22001	24	null	0
22001052	10016#1	22001	2487	null	0
22001053	10033#1	22001	2487	null	0
22001054	10052#1	22001	2487	null	0
22001055	10071#1	22001	415	null	0
22001056	10090#1	22001	415	null	0
30011	10057#1	3001	4000	null	0
30012	10063#1	3001	3000	null	0
30013	10061#1	3001	3000	null	0
30001001	10057#1	30001	95	null	113
30001002	10063#1	30001	77	null	113
30001003	10061#1	30001	77	null	113
30001004	10001#1	30001	1	null	112
30001005	10002#1	30001	1	null	112
30001006	10003#1	30001	1	null	112
30001007	10004#1	30001	1	null	112
30001008	10005#1	30001	7	null	112
30001009	10006#1	30001	4	null	112
30001010	10007#1	30001	4	null	112
30001011	10008#1	30001	7	null	112
30001012	10009#1	30001	4	null	112
30001013	10010#1	30001	4	null	112
30001014	10011#1	30001	80	null	0
30001015	10012#1	30001	80	null	0
30001016	10013#1	30001	80	null	0
30001017	10014#1	30001	80	null	0
30001018	10015#1	30001	80	null	0
30001019	10016#1	30001	2487	null	0
30001020	10017#1	30001	0	null	0
30001021	10018#1	30001	0	null	0
30001022	10019#1	30001	9	null	112
30001023	10020#1	30001	1	null	112
30001024	10021#1	30001	1	null	112
30001025	10022#1	30001	1	null	112
30001026	10023#1	30001	16	null	112
30001027	10024#1	30001	0	null	112
30001028	10025#1	30001	1	null	112
30001029	10026#1	30001	1	null	112
30001030	10027#1	30001	9	null	112
30001031	10028#1	30001	0	null	0
30001032	10029#1	30001	100	null	0
30001033	10030#1	30001	100	null	0
30001034	10031#1	30001	100	null	0
30001035	10032#1	30001	100	null	0
30001036	10033#1	30001	2487	null	0
30001037	10034#1	30001	0	null	0
30001038	10035#1	30001	0	null	0
30001039	10036#1	30001	1	null	112
30001040	10037#1	30001	1	null	112
30001041	10038#1	30001	7	null	112
30001042	10039#1	30001	7	null	112
30001043	10040#1	30001	6	null	112
30001044	10041#1	30001	1	null	112
30001045	10042#1	30001	1	null	112
30001046	10043#1	30001	6	null	112
30001047	10044#1	30001	6	null	112
30001048	10045#1	30001	1	null	112
30001049	10046#1	30001	1	null	112
30001050	10047#1	30001	80	null	0
30001051	10048#1	30001	80	null	0
30001052	10049#1	30001	80	null	0
30001053	10050#1	30001	80	null	0
30001054	10051#1	30001	80	null	0
30001055	10052#1	30001	2487	null	0
30001056	10053#1	30001	0	null	0
30001057	10054#1	30001	0	null	0
30001058	10057#1	30001	0	1#20	112
30001059	10058#1	30001	0	1#20	112
30001060	10059#1	30001	0	1#20	112
30001061	10060#1	30001	2	1#20	112
30001062	10061#1	30001	0	1#20	112
30001063	10062#1	30001	5	1#20	112
30001064	10063#1	30001	0	1#20	112
30001065	10064#1	30001	0	1#20	112
30001066	10065#1	30001	2	1#20	112
30001067	10066#1	30001	2	1#20	112
30001068	10067#1	30001	18	null	0
30001069	10068#1	30001	18	null	0
30001070	10069#1	30001	18	null	0
30001071	10070#1	30001	18	null	0
30001072	10071#1	30001	415	null	0
30001073	10072#1	30001	0	1#20	112
30001074	10073#1	30001	0	1#20	112
30001075	10074#1	30001	0	1#20	112
30001076	10075#1	30001	1	1#20	112
30001077	10076#1	30001	2	1#20	112
30001078	10079#1	30001	0	1#20	112
30001079	10080#1	30001	0	1#20	112
30001080	10081#1	30001	2	1#20	112
30001081	10082#1	30001	2	1#20	112
30001082	10085#1	30001	5	1#20	112
30001083	10086#1	30001	0	null	0
30001084	10087#1	30001	24	null	0
30001085	10088#1	30001	24	null	0
30001086	10089#1	30001	24	null	0
30001087	10090#1	30001	415	null	0
30031	10021#1	3003	4000	null	0
30032	10003#1	3003	3000	null	0
30033	10045#1	3003	3000	null	0
31001001	10021#1	31001	95	null	117
31001002	10003#1	31001	77	null	117
31001003	10045#1	31001	77	null	117
31001004	10001#1	31001	1	null	116
31001005	10002#1	31001	1	null	116
31001006	10003#1	31001	0	null	116
31001007	10004#1	31001	1	null	116
31001008	10005#1	31001	7	null	116
31001009	10006#1	31001	4	null	116
31001010	10007#1	31001	4	null	116
31001011	10008#1	31001	7	null	116
31001012	10009#1	31001	4	null	116
31001013	10010#1	31001	4	null	116
31001014	10011#1	31001	80	null	0
31001015	10012#1	31001	80	null	0
31001016	10013#1	31001	80	null	0
31001017	10014#1	31001	80	null	0
31001018	10015#1	31001	80	null	0
31001019	10016#1	31001	2487	null	0
31001020	10017#1	31001	0	null	0
31001021	10018#1	31001	0	null	0
31001022	10019#1	31001	9	null	116
31001023	10020#1	31001	1	null	116
31001024	10021#1	31001	0	null	116
31001025	10022#1	31001	1	null	116
31001026	10023#1	31001	16	null	116
31001027	10024#1	31001	0	null	116
31001028	10025#1	31001	1	null	116
31001029	10026#1	31001	1	null	116
31001030	10027#1	31001	9	null	116
31001031	10028#1	31001	0	null	0
31001032	10029#1	31001	100	null	0
31001033	10030#1	31001	100	null	0
31001034	10031#1	31001	100	null	0
31001035	10032#1	31001	100	null	0
31001036	10033#1	31001	2487	null	0
31001037	10034#1	31001	0	null	0
31001038	10035#1	31001	0	null	0
31001039	10036#1	31001	1	null	116
31001040	10037#1	31001	1	null	116
31001041	10038#1	31001	7	null	116
31001042	10039#1	31001	7	null	116
31001043	10040#1	31001	6	null	116
31001044	10041#1	31001	1	null	116
31001045	10042#1	31001	1	null	116
31001046	10043#1	31001	6	null	116
31001047	10044#1	31001	6	null	116
31001048	10045#1	31001	0	null	116
31001049	10046#1	31001	1	null	116
31001050	10047#1	31001	80	null	0
31001051	10048#1	31001	80	null	0
31001052	10049#1	31001	80	null	0
31001053	10050#1	31001	80	null	0
31001054	10051#1	31001	80	null	0
31001055	10052#1	31001	2487	null	0
31001056	10053#1	31001	0	null	0
31001057	10054#1	31001	0	null	0
31001058	10057#1	31001	0	1#20	116
31001059	10058#1	31001	0	1#20	116
31001060	10059#1	31001	0	1#20	116
31001061	10060#1	31001	2	1#20	116
31001062	10061#1	31001	2	1#20	116
31001063	10062#1	31001	5	1#20	116
31001064	10063#1	31001	1	1#20	116
31001065	10064#1	31001	0	1#20	116
31001066	10065#1	31001	2	1#20	116
31001067	10066#1	31001	2	1#20	116
31001068	10067#1	31001	18	null	0
31001069	10068#1	31001	18	null	0
31001070	10069#1	31001	18	null	0
31001071	10070#1	31001	18	null	0
31001072	10071#1	31001	415	null	0
31001073	10072#1	31001	0	1#20	116
31001074	10073#1	31001	0	1#20	116
31001075	10074#1	31001	0	1#20	116
31001076	10075#1	31001	1	1#20	116
31001077	10076#1	31001	2	1#20	116
31001078	10079#1	31001	0	1#20	116
31001079	10080#1	31001	0	1#20	116
31001080	10081#1	31001	2	1#20	116
31001081	10082#1	31001	2	1#20	116
31001082	10085#1	31001	5	1#20	116
31001083	10086#1	31001	0	null	0
31001084	10087#1	31001	24	null	0
31001085	10088#1	31001	24	null	0
31001086	10089#1	31001	24	null	0
31001087	10090#1	31001	415	null	0
30051	10073#1	3005	4000	null	0
30052	10075#1	3005	3000	null	0
30053	10082#1	3005	3000	null	0
32001001	10073#1	32001	95	null	121
32001002	10075#1	32001	77	null	121
32001003	10082#1	32001	77	null	121
32001004	10001#1	32001	1	null	120
32001005	10002#1	32001	1	null	120
32001006	10003#1	32001	1	null	120
32001007	10004#1	32001	1	null	120
32001008	10005#1	32001	7	null	120
32001009	10006#1	32001	4	null	120
32001010	10007#1	32001	4	null	120
32001011	10008#1	32001	7	null	120
32001012	10009#1	32001	4	null	120
32001013	10010#1	32001	4	null	120
32001014	10011#1	32001	80	null	0
32001015	10012#1	32001	80	null	0
32001016	10013#1	32001	80	null	0
32001017	10014#1	32001	80	null	0
32001018	10015#1	32001	80	null	0
32001019	10016#1	32001	2487	null	0
32001020	10017#1	32001	0	null	0
32001021	10018#1	32001	0	null	0
32001022	10019#1	32001	9	null	120
32001023	10020#1	32001	1	null	120
32001024	10021#1	32001	1	null	120
32001025	10022#1	32001	1	null	120
32001026	10023#1	32001	16	null	120
32001027	10024#1	32001	0	null	120
32001028	10025#1	32001	1	null	120
32001029	10026#1	32001	1	null	120
32001030	10027#1	32001	9	null	120
32001031	10028#1	32001	0	null	0
32001032	10029#1	32001	100	null	0
32001033	10030#1	32001	100	null	0
32001034	10031#1	32001	100	null	0
32001035	10032#1	32001	100	null	0
32001036	10033#1	32001	2487	null	0
32001037	10034#1	32001	0	null	0
32001038	10035#1	32001	0	null	0
32001039	10036#1	32001	1	null	120
32001040	10037#1	32001	1	null	120
32001041	10038#1	32001	7	null	120
32001042	10039#1	32001	7	null	120
32001043	10040#1	32001	6	null	120
32001044	10041#1	32001	1	null	120
32001045	10042#1	32001	1	null	120
32001046	10043#1	32001	6	null	120
32001047	10044#1	32001	6	null	120
32001048	10045#1	32001	1	null	120
32001049	10046#1	32001	1	null	120
32001050	10047#1	32001	80	null	0
32001051	10048#1	32001	80	null	0
32001052	10049#1	32001	80	null	0
32001053	10050#1	32001	80	null	0
32001054	10051#1	32001	80	null	0
32001055	10052#1	32001	2487	null	0
32001056	10053#1	32001	0	null	0
32001057	10054#1	32001	0	null	0
32001058	10057#1	32001	0	1#20	120
32001059	10058#1	32001	0	1#20	120
32001060	10059#1	32001	0	1#20	120
32001061	10060#1	32001	2	1#20	120
32001062	10061#1	32001	2	1#20	120
32001063	10062#1	32001	5	1#20	120
32001064	10063#1	32001	1	1#20	120
32001065	10064#1	32001	0	1#20	120
32001066	10065#1	32001	2	1#20	120
32001067	10066#1	32001	2	1#20	120
32001068	10067#1	32001	18	null	0
32001069	10068#1	32001	18	null	0
32001070	10069#1	32001	18	null	0
32001071	10070#1	32001	18	null	0
32001072	10071#1	32001	415	null	0
32001073	10072#1	32001	0	1#20	120
32001074	10073#1	32001	0	1#20	120
32001075	10074#1	32001	0	1#20	120
32001076	10075#1	32001	0	1#20	120
32001077	10076#1	32001	3	1#20	120
32001078	10079#1	32001	0	1#20	120
32001079	10080#1	32001	0	1#20	120
32001080	10081#1	32001	3	1#20	120
32001081	10082#1	32001	0	1#20	120
32001082	10085#1	32001	5	1#20	120
32001083	10086#1	32001	0	null	0
32001084	10087#1	32001	24	null	0
32001085	10088#1	32001	24	null	0
32001086	10089#1	32001	24	null	0
32001087	10090#1	32001	415	null	0
30071	10036#1	3007	4000	null	0
30072	10002#1	3007	3000	null	0
30073	10026#1	3007	3000	null	0
33001001	10036#1	33001	95	null	125
33001002	10002#1	33001	77	null	125
33001003	10026#1	33001	77	null	125
33001004	10001#1	33001	1	null	124
33001005	10002#1	33001	0	null	124
33001006	10003#1	33001	1	null	124
33001007	10004#1	33001	1	null	124
33001008	10005#1	33001	7	null	124
33001009	10006#1	33001	4	null	124
33001010	10007#1	33001	4	null	124
33001011	10008#1	33001	7	null	124
33001012	10009#1	33001	4	null	124
33001013	10010#1	33001	4	null	124
33001014	10011#1	33001	80	null	0
33001015	10012#1	33001	80	null	0
33001016	10013#1	33001	80	null	0
33001017	10014#1	33001	80	null	0
33001018	10015#1	33001	80	null	0
33001019	10016#1	33001	2487	null	0
33001020	10017#1	33001	0	null	0
33001021	10018#1	33001	0	null	0
33001022	10019#1	33001	9	null	124
33001023	10020#1	33001	1	null	124
33001024	10021#1	33001	1	null	124
33001025	10022#1	33001	1	null	124
33001026	10023#1	33001	16	null	124
33001027	10024#1	33001	0	null	124
33001028	10025#1	33001	1	null	124
33001029	10026#1	33001	0	null	124
33001030	10027#1	33001	9	null	124
33001031	10028#1	33001	0	null	0
33001032	10029#1	33001	100	null	0
33001033	10030#1	33001	100	null	0
33001034	10031#1	33001	100	null	0
33001035	10032#1	33001	100	null	0
33001036	10033#1	33001	2487	null	0
33001037	10034#1	33001	0	null	0
33001038	10035#1	33001	0	null	0
33001039	10036#1	33001	0	null	124
33001040	10037#1	33001	1	null	124
33001041	10038#1	33001	7	null	124
33001042	10039#1	33001	7	null	124
33001043	10040#1	33001	6	null	124
33001044	10041#1	33001	1	null	124
33001045	10042#1	33001	1	null	124
33001046	10043#1	33001	6	null	124
33001047	10044#1	33001	6	null	124
33001048	10045#1	33001	1	null	124
33001049	10046#1	33001	1	null	124
33001050	10047#1	33001	80	null	0
33001051	10048#1	33001	80	null	0
33001052	10049#1	33001	80	null	0
33001053	10050#1	33001	80	null	0
33001054	10051#1	33001	80	null	0
33001055	10052#1	33001	2487	null	0
33001056	10053#1	33001	0	null	0
33001057	10054#1	33001	0	null	0
33001058	10057#1	33001	0	1#20	124
33001059	10058#1	33001	0	1#20	124
33001060	10059#1	33001	0	1#20	124
33001061	10060#1	33001	2	1#20	124
33001062	10061#1	33001	2	1#20	124
33001063	10062#1	33001	5	1#20	124
33001064	10063#1	33001	1	1#20	124
33001065	10064#1	33001	0	1#20	124
33001066	10065#1	33001	2	1#20	124
33001067	10066#1	33001	2	1#20	124
33001068	10067#1	33001	18	null	0
33001069	10068#1	33001	18	null	0
33001070	10069#1	33001	18	null	0
33001071	10070#1	33001	18	null	0
33001072	10071#1	33001	415	null	0
33001073	10072#1	33001	0	1#20	124
33001074	10073#1	33001	0	1#20	124
33001075	10074#1	33001	0	1#20	124
33001076	10075#1	33001	1	1#20	124
33001077	10076#1	33001	2	1#20	124
33001078	10079#1	33001	0	1#20	124
33001079	10080#1	33001	0	1#20	124
33001080	10081#1	33001	2	1#20	124
33001081	10082#1	33001	2	1#20	124
33001082	10085#1	33001	5	1#20	124
33001083	10086#1	33001	0	null	0
33001084	10087#1	33001	24	null	0
33001085	10088#1	33001	24	null	0
33001086	10089#1	33001	24	null	0
33001087	10090#1	33001	415	null	0
30091	10058#1	3009	4000	null	0
30092	10063#1	3009	3000	null	0
30093	10066#1	3009	3000	null	0
34001001	10058#1	34001	95	null	129
34001002	10063#1	34001	77	null	129
34001003	10066#1	34001	77	null	129
34001004	10001#1	34001	1	null	128
34001005	10002#1	34001	1	null	128
34001006	10003#1	34001	1	null	128
34001007	10004#1	34001	1	null	128
34001008	10005#1	34001	7	null	128
34001009	10006#1	34001	4	null	128
34001010	10007#1	34001	4	null	128
34001011	10008#1	34001	7	null	128
34001012	10009#1	34001	4	null	128
34001013	10010#1	34001	4	null	128
34001014	10011#1	34001	80	null	0
34001015	10012#1	34001	80	null	0
34001016	10013#1	34001	80	null	0
34001017	10014#1	34001	80	null	0
34001018	10015#1	34001	80	null	0
34001019	10016#1	34001	2487	null	0
34001020	10017#1	34001	0	null	0
34001021	10018#1	34001	0	null	0
34001022	10019#1	34001	9	null	128
34001023	10020#1	34001	1	null	128
34001024	10021#1	34001	1	null	128
34001025	10022#1	34001	1	null	128
34001026	10023#1	34001	16	null	128
34001027	10024#1	34001	0	null	128
34001028	10025#1	34001	1	null	128
34001029	10026#1	34001	1	null	128
34001030	10027#1	34001	9	null	128
34001031	10028#1	34001	0	null	0
34001032	10029#1	34001	100	null	0
34001033	10030#1	34001	100	null	0
34001034	10031#1	34001	100	null	0
34001035	10032#1	34001	100	null	0
34001036	10033#1	34001	2487	null	0
34001037	10034#1	34001	0	null	0
34001038	10035#1	34001	0	null	0
34001039	10036#1	34001	1	null	128
34001040	10037#1	34001	1	null	128
34001041	10038#1	34001	7	null	128
34001042	10039#1	34001	7	null	128
34001043	10040#1	34001	6	null	128
34001044	10041#1	34001	1	null	128
34001045	10042#1	34001	1	null	128
34001046	10043#1	34001	6	null	128
34001047	10044#1	34001	6	null	128
34001048	10045#1	34001	1	null	128
34001049	10046#1	34001	1	null	128
34001050	10047#1	34001	80	null	0
34001051	10048#1	34001	80	null	0
34001052	10049#1	34001	80	null	0
34001053	10050#1	34001	80	null	0
34001054	10051#1	34001	80	null	0
34001055	10052#1	34001	2487	null	0
34001056	10053#1	34001	0	null	0
34001057	10054#1	34001	0	null	0
34001058	10057#1	34001	0	1#20	128
34001059	10058#1	34001	0	1#20	128
34001060	10059#1	34001	0	1#20	128
34001061	10060#1	34001	2	1#20	128
34001062	10061#1	34001	2	1#20	128
34001063	10062#1	34001	5	1#20	128
34001064	10063#1	34001	0	1#20	128
34001065	10064#1	34001	0	1#20	128
34001066	10065#1	34001	2	1#20	128
34001067	10066#1	34001	0	1#20	128
34001068	10067#1	34001	18	null	0
34001069	10068#1	34001	18	null	0
34001070	10069#1	34001	18	null	0
34001071	10070#1	34001	18	null	0
34001072	10071#1	34001	415	null	0
34001073	10072#1	34001	0	1#20	128
34001074	10073#1	34001	0	1#20	128
34001075	10074#1	34001	0	1#20	128
34001076	10075#1	34001	1	1#20	128
34001077	10076#1	34001	2	1#20	128
34001078	10079#1	34001	0	1#20	128
34001079	10080#1	34001	0	1#20	128
34001080	10081#1	34001	2	1#20	128
34001081	10082#1	34001	2	1#20	128
34001082	10085#1	34001	5	1#20	128
34001083	10086#1	34001	0	null	0
34001084	10087#1	34001	24	null	0
34001085	10088#1	34001	24	null	0
34001086	10089#1	34001	24	null	0
34001087	10090#1	34001	415	null	0
30111	10001#1	3011	4000	null	0
30112	10020#1	3011	3000	null	0
30113	10042#1	3011	3000	null	0
35001001	10001#1	35001	95	null	133
35001002	10020#1	35001	77	null	133
35001003	10042#1	35001	77	null	133
35001004	10001#1	35001	0	null	132
35001005	10002#1	35001	1	null	132
35001006	10003#1	35001	1	null	132
35001007	10004#1	35001	1	null	132
35001008	10005#1	35001	7	null	132
35001009	10006#1	35001	4	null	132
35001010	10007#1	35001	4	null	132
35001011	10008#1	35001	7	null	132
35001012	10009#1	35001	4	null	132
35001013	10010#1	35001	4	null	132
35001014	10011#1	35001	80	null	0
35001015	10012#1	35001	80	null	0
35001016	10013#1	35001	80	null	0
35001017	10014#1	35001	80	null	0
35001018	10015#1	35001	80	null	0
35001019	10016#1	35001	2487	null	0
35001020	10017#1	35001	0	null	0
35001021	10018#1	35001	0	null	0
35001022	10019#1	35001	9	null	132
35001023	10020#1	35001	0	null	132
35001024	10021#1	35001	1	null	132
35001025	10022#1	35001	1	null	132
35001026	10023#1	35001	16	null	132
35001027	10024#1	35001	0	null	132
35001028	10025#1	35001	1	null	132
35001029	10026#1	35001	1	null	132
35001030	10027#1	35001	9	null	132
35001031	10028#1	35001	0	null	0
35001032	10029#1	35001	100	null	0
35001033	10030#1	35001	100	null	0
35001034	10031#1	35001	100	null	0
35001035	10032#1	35001	100	null	0
35001036	10033#1	35001	2487	null	0
35001037	10034#1	35001	0	null	0
35001038	10035#1	35001	0	null	0
35001039	10036#1	35001	1	null	132
35001040	10037#1	35001	1	null	132
35001041	10038#1	35001	7	null	132
35001042	10039#1	35001	7	null	132
35001043	10040#1	35001	6	null	132
35001044	10041#1	35001	1	null	132
35001045	10042#1	35001	0	null	132
35001046	10043#1	35001	6	null	132
35001047	10044#1	35001	6	null	132
35001048	10045#1	35001	1	null	132
35001049	10046#1	35001	1	null	132
35001050	10047#1	35001	80	null	0
35001051	10048#1	35001	80	null	0
35001052	10049#1	35001	80	null	0
35001053	10050#1	35001	80	null	0
35001054	10051#1	35001	80	null	0
35001055	10052#1	35001	2487	null	0
35001056	10053#1	35001	0	null	0
35001057	10054#1	35001	0	null	0
35001058	10057#1	35001	0	1#20	132
35001059	10058#1	35001	0	1#20	132
35001060	10059#1	35001	0	1#20	132
35001061	10060#1	35001	2	1#20	132
35001062	10061#1	35001	2	1#20	132
35001063	10062#1	35001	5	1#20	132
35001064	10063#1	35001	1	1#20	132
35001065	10064#1	35001	0	1#20	132
35001066	10065#1	35001	2	1#20	132
35001067	10066#1	35001	2	1#20	132
35001068	10067#1	35001	18	null	0
35001069	10068#1	35001	18	null	0
35001070	10069#1	35001	18	null	0
35001071	10070#1	35001	18	null	0
35001072	10071#1	35001	415	null	0
35001073	10072#1	35001	0	1#20	132
35001074	10073#1	35001	0	1#20	132
35001075	10074#1	35001	0	1#20	132
35001076	10075#1	35001	1	1#20	132
35001077	10076#1	35001	2	1#20	132
35001078	10079#1	35001	0	1#20	132
35001079	10080#1	35001	0	1#20	132
35001080	10081#1	35001	2	1#20	132
35001081	10082#1	35001	2	1#20	132
35001082	10085#1	35001	5	1#20	132
35001083	10086#1	35001	0	null	0
35001084	10087#1	35001	24	null	0
35001085	10088#1	35001	24	null	0
35001086	10089#1	35001	24	null	0
35001087	10090#1	35001	415	null	0
30131	10072#1	3013	4000	null	0
30132	10075#1	3013	3000	null	0
30133	10081#1	3013	3000	null	0
36001001	10072#1	36001	95	null	137
36001002	10075#1	36001	77	null	137
36001003	10081#1	36001	77	null	137
36001004	10001#1	36001	1	null	136
36001005	10002#1	36001	1	null	136
36001006	10003#1	36001	1	null	136
36001007	10004#1	36001	1	null	136
36001008	10005#1	36001	7	null	136
36001009	10006#1	36001	4	null	136
36001010	10007#1	36001	4	null	136
36001011	10008#1	36001	7	null	136
36001012	10009#1	36001	4	null	136
36001013	10010#1	36001	4	null	136
36001014	10011#1	36001	80	null	0
36001015	10012#1	36001	80	null	0
36001016	10013#1	36001	80	null	0
36001017	10014#1	36001	80	null	0
36001018	10015#1	36001	80	null	0
36001019	10016#1	36001	2487	null	0
36001020	10017#1	36001	0	null	0
36001021	10018#1	36001	0	null	0
36001022	10019#1	36001	9	null	136
36001023	10020#1	36001	1	null	136
36001024	10021#1	36001	1	null	136
36001025	10022#1	36001	1	null	136
36001026	10023#1	36001	16	null	136
36001027	10024#1	36001	0	null	136
36001028	10025#1	36001	1	null	136
36001029	10026#1	36001	1	null	136
36001030	10027#1	36001	9	null	136
36001031	10028#1	36001	0	null	0
36001032	10029#1	36001	100	null	0
36001033	10030#1	36001	100	null	0
36001034	10031#1	36001	100	null	0
36001035	10032#1	36001	100	null	0
36001036	10033#1	36001	2487	null	0
36001037	10034#1	36001	0	null	0
36001038	10035#1	36001	0	null	0
36001039	10036#1	36001	1	null	136
36001040	10037#1	36001	1	null	136
36001041	10038#1	36001	7	null	136
36001042	10039#1	36001	7	null	136
36001043	10040#1	36001	6	null	136
36001044	10041#1	36001	1	null	136
36001045	10042#1	36001	1	null	136
36001046	10043#1	36001	6	null	136
36001047	10044#1	36001	6	null	136
36001048	10045#1	36001	1	null	136
36001049	10046#1	36001	1	null	136
36001050	10047#1	36001	80	null	0
36001051	10048#1	36001	80	null	0
36001052	10049#1	36001	80	null	0
36001053	10050#1	36001	80	null	0
36001054	10051#1	36001	80	null	0
36001055	10052#1	36001	2487	null	0
36001056	10053#1	36001	0	null	0
36001057	10054#1	36001	0	null	0
36001058	10057#1	36001	0	1#20	136
36001059	10058#1	36001	0	1#20	136
36001060	10059#1	36001	0	1#20	136
36001061	10060#1	36001	2	1#20	136
36001062	10061#1	36001	2	1#20	136
36001063	10062#1	36001	5	1#20	136
36001064	10063#1	36001	1	1#20	136
36001065	10064#1	36001	0	1#20	136
36001066	10065#1	36001	2	1#20	136
36001067	10066#1	36001	2	1#20	136
36001068	10067#1	36001	18	null	0
36001069	10068#1	36001	18	null	0
36001070	10069#1	36001	18	null	0
36001071	10070#1	36001	18	null	0
36001072	10071#1	36001	415	null	0
36001073	10072#1	36001	0	1#20	136
36001074	10073#1	36001	0	1#20	136
36001075	10074#1	36001	0	1#20	136
36001076	10075#1	36001	0	1#20	136
36001077	10076#1	36001	3	1#20	136
36001078	10079#1	36001	0	1#20	136
36001079	10080#1	36001	0	1#20	136
36001080	10081#1	36001	0	1#20	136
36001081	10082#1	36001	3	1#20	136
36001082	10085#1	36001	5	1#20	136
36001083	10086#1	36001	0	null	0
36001084	10087#1	36001	24	null	0
36001085	10088#1	36001	24	null	0
36001086	10089#1	36001	24	null	0
36001087	10090#1	36001	415	null	0
30151	10025#1	3015	4000	null	0
30152	10037#1	3015	3000	null	0
30153	10004#1	3015	3000	null	0
37001001	10025#1	37001	95	null	141
37001002	10037#1	37001	77	null	141
37001003	10004#1	37001	77	null	141
37001004	10001#1	37001	1	null	140
37001005	10002#1	37001	1	null	140
37001006	10003#1	37001	1	null	140
37001007	10004#1	37001	0	null	140
37001008	10005#1	37001	7	null	140
37001009	10006#1	37001	4	null	140
37001010	10007#1	37001	4	null	140
37001011	10008#1	37001	7	null	140
37001012	10009#1	37001	4	null	140
37001013	10010#1	37001	4	null	140
37001014	10011#1	37001	80	null	0
37001015	10012#1	37001	80	null	0
37001016	10013#1	37001	80	null	0
37001017	10014#1	37001	80	null	0
37001018	10015#1	37001	80	null	0
37001019	10016#1	37001	2487	null	0
37001020	10017#1	37001	0	null	0
37001021	10018#1	37001	0	null	0
37001022	10019#1	37001	9	null	140
37001023	10020#1	37001	1	null	140
37001024	10021#1	37001	1	null	140
37001025	10022#1	37001	1	null	140
37001026	10023#1	37001	16	null	140
37001027	10024#1	37001	0	null	140
37001028	10025#1	37001	0	null	140
37001029	10026#1	37001	1	null	140
37001030	10027#1	37001	9	null	140
37001031	10028#1	37001	0	null	0
37001032	10029#1	37001	100	null	0
37001033	10030#1	37001	100	null	0
37001034	10031#1	37001	100	null	0
37001035	10032#1	37001	100	null	0
37001036	10033#1	37001	2487	null	0
37001037	10034#1	37001	0	null	0
