Id	MonsterId	Type	Profession	Quality	Level	Hp	Attack	PhysicalDefence	MagicDefence	Speed	SecondaryFactor	PropertyName	ElementDamageBonusFactor	ElementDamageReduceFactor	SkillList	PassiveSkillList	MonsterAi
9103301	10036	3	2	0	573	5016767	658316	4102	0	4106	51#6300|52#1500|53#13079|54#900|55#8280|56#26364|60#2000|155#1000|156#1100|171#900	3	0.0	0#0#0#0#0#0	12401#12416#12435	12425#12445#60424#60154#60333#60184#60044#60034#90305#810152	0
9103302	10065	4	2	0	573	5111895	665857	4140	0	4636	51#6300|52#1500|53#11679|54#900|55#7200|56#25300|60#2000|155#2400|156#1100|171#900	4	0.0	0#0#0#0#0#0	40701#40716#40735	40725#40745#60424#60154#60333#60184#60044#60034#90205#810352	0
9103303	10003	1	3	0	573	4969998	666027	3929	0	4043	51#5300|52#1500|53#13079|54#900|55#9780|56#26364|60#2000|155#1000|156#1100|171#900	1	0.0	0#0#0#0#0#0	20201#20216#20235	20225#20245#60414#60094#60333#60164#60054#60024#810152	0
9103304	10072	5	3	0	573	5163258	724327	4221	0	4226	51#5300|52#1500|53#13079|54#900|55#8200|56#25300|60#2000|155#1000|156#1100|171#900	5	0.0	0#0#0#0#0#0	51501#51516#51535	51525#51545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103305	10061	4	4	0	573	6989673	577699	4289	0	4284	51#1500|52#5300|53#11679|54#900|55#3400|56#17700|58#2400|60#5800|155#1000|156#4900|165#1400|171#900	4	0.0	0#0#0#0#0#0	40301#40316#40335	40325#40345#60354#60234#60253#60244#60314#60394#90205#810652	0
9103311	10043	3	1	0	575	6433790	475089	4991	0	4067	51#1500|52#6300|53#11680|54#1280|55#3400|56#17700|57#1400|58#552|60#6381|155#1000|156#5000|171#900	3	0.0	0#0#0#0#0#0	10701#10716#10735	10725#10745#60354#60304#60243#60294#60374#60404#810552	0
9103312	10026	2	1	0	575	6307097	483125	4679	0	4224	51#1500|52#6300|53#11680|54#1280|55#3400|56#17700|57#1400|58#552|60#6381|155#1000|156#5000|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
9103313	10062	4	1	0	575	6229234	488958	5741	0	4373	51#1500|52#7700|53#11680|54#1280|55#3400|56#17700|58#552|60#6381|155#1000|156#5000|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
9103314	10027	2	3	0	575	6349200	592212	4039	0	4271	51#5300|52#1500|53#11680|54#2300|55#8200|56#25300|60#3400|155#1000|156#1200|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
9103315	10046	3	4	0	575	5853075	512152	4857	0	3949	51#1500|52#5300|53#11680|54#1280|55#3400|56#17700|58#2952|60#6381|155#1000|156#5000|165#1400|171#900	3	0.0	0#0#0#0#0#0	11001#11016#11035	11025#11045#60354#60234#60253#60244#60314#60394#810652	0
9103321	10026	2	1	0	576	6333095	485473	4688	0	4234	51#1500|52#6350|53#11681|54#1281|55#3400|56#17700|57#1400|58#553|60#6432|155#1000|156#5050|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
9103322	10038	3	1	0	576	7288517	478047	5587	0	4080	51#1500|52#7750|53#11681|54#1281|55#3400|56#17700|58#553|60#6432|155#1000|156#5050|171#900	3	0.0	0#0#0#0#0#0	10201#10213#10233	10223#60354#60304#60243#60294#60374#60404#810252	0
9103323	10057	4	3	0	576	5207225	734875	4241	0	4305	51#5350|52#1500|53#13081|54#900|55#8250|56#25400|60#2000|155#1000|156#1200|171#900	4	0.0	0#0#0#0#0#0	41501#41516#41535	41525#41545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103324	10061	4	4	0	576	5872253	584313	4309	0	4305	51#1500|52#5350|53#11681|54#900|55#3400|56#17700|58#2400|60#5850|155#1000|156#5050|165#1400|171#900	4	0.0	0#0#0#0#0#0	40301#40316#40335	40325#40345#60354#60234#60253#60244#60314#60394#90205#810652	0
9103325	10001	1	4	0	576	6028683	550044	4552	0	4010	51#1500|52#5350|53#11300|54#900|55#3400|56#17700|58#4206|60#6432|155#1000|156#5050|165#1400|171#900	1	0.0	0#0#0#0#0#0	22301#22316#22335	22325#22345#60354#60234#60253#60244#60314#60394#90405#810652	0
9103331	10081	5	1	0	577	6265424	495880	5529	0	4326	51#1500|52#7750|53#11682|54#1282|55#3400|56#17700|58#554|60#6433|155#1000|156#5050|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50625#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103332	10007	1	1	0	577	6022900	483911	5372	0	4142	51#1500|52#7750|53#11682|54#1282|55#3400|56#17700|58#554|60#6433|155#1000|156#5050|171#900	1	0.0	0#0#0#0#0#0	20601#20616	20625#20635#20645#60354#60304#60243#60294#60374#60404#810252	0
9103333	10065	4	2	0	577	5165312	674570	4168	0	4664	51#6350|52#1500|53#11682|54#900|55#7250|56#25400|60#2000|155#2400|156#1200|171#900	4	0.0	0#0#0#0#0#0	40701#40716#40735	40725#40745#60424#60154#60333#60184#60044#60034#90205#810352	0
9103334	10073	5	4	0	577	5883472	589227	4325	0	4581	51#1500|52#5350|53#11682|54#900|55#3400|56#17700|58#1000|60#5850|155#2400|156#5050|171#900	5	0.0	0#0#0#0#0#0	51401#51416#51435	51425#51445#60354#60234#60253#60244#60314#60394#90205#810352	0
9103335	10002	1	3	0	577	6026489	681765	3955	0	4487	51#5350|52#1500|53#11682|54#900|55#8250|56#25400|60#2000|155#2400|156#1200|171#900	1	0.0	0#0#0#0#0#0	20101#20116#20135	20125#20145#60414#60094#60333#60164#60054#60024#810352	0
9103341	10058	4	1	0	578	6224941	523016	5462	0	4261	51#1500|52#7750|53#11683|54#1283|55#3400|56#17700|58#555|60#6434|155#1000|156#5050|171#900	4	0.0	0#0#0#0#0#0	41401#41416#41435	41425#41445#60354#60304#60243#60294#60374#60404#90105#810252	0
9103342	10062	4	1	0	578	6278640	496050	5771	0	4396	51#1500|52#7750|53#11683|54#1283|55#3400|56#17700|58#555|60#6434|155#1000|156#5050|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
9103343	10082	5	3	0	578	6273344	691146	4849	0	4253	51#5350|52#2900|53#11683|54#900|55#8250|56#25400|60#2000|155#1000|156#1200|171#900	5	0.0	0#0#0#0#0#0	50701#50716#50735	50725#50745#60414#60094#60333#60164#60054#60024#90205#810252	0
9103344	10040	3	2	0	578	5031081	620835	4065	0	4374	51#6350|52#1500|53#11683|54#900|55#8834|56#26471|60#2000|155#2400|156#1200|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10425#10445#60424#60154#60333#60184#60044#60034#810352	0
9103345	10041	3	4	0	578	5884607	537493	4451	0	3970	51#1500|52#5350|53#11300|54#900|55#3400|56#17700|58#4910|60#6434|155#1000|156#5050|165#1400|171#900	3	0.0	0#0#0#0#0#0	10501#10516#10535	10525#10545#60354#60234#60253#60244#60314#60394#810652	0
9103351	10039	3	2	0	580	5052520	675007	4084	0	4387	51#6350|52#1500|53#11684|54#900|55#7250|56#25400|60#2000|155#2420|156#1200|171#900	3	0.0	0#0#0#0#0#0	10301#10313#10333	10323#60424#60154#60333#60184#60044#60034#810352	0
9103352	10044	3	2	0	580	5051557	674921	4651	0	4059	51#6350|52#2920|53#11684|54#900|55#7250|56#25400|60#2000|155#1000|156#1200|171#900	3	0.0	0#0#0#0#0#0	10801#10816#10835	10825#10845#60424#60154#60333#60184#60044#60034#810252	0
9103353	10045	3	2	0	580	5052561	675079	4081	0	4386	51#6350|52#1500|53#11684|54#900|55#7250|56#25400|60#2000|155#2420|156#1200|171#900	3	0.0	0#0#0#0#0#0	10901#10916#10935	10925#10945#60424#60154#60333#60184#60044#60034#810352	0
9103354	10057	4	3	0	580	6295686	744652	4269	0	4330	51#5350|52#1500|53#13104|54#900|55#8250|56#25400|60#2000|155#1000|156#1200|171#900	4	0.0	0#0#0#0#0#0	41501#41516#41535	41525#41545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103355	10060	4	4	0	580	6073235	557440	4598	0	4280	51#1500|52#5350|53#11300|54#900|55#3400|56#17700|58#4934|60#6435|155#1000|156#5050|165#1420|171#900	4	0.0	0#0#0#0#0#0	40201#40216#40235	40225#40245#60354#60234#60253#60244#60314#60394#810652	0
9103361	10026	2	1	0	581	6412595	493138	4727	0	4262	51#1500|52#6350|53#11685|54#1285|55#3400|56#17700|57#1420|58#559|60#6436|155#1000|156#5050|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30826#30845#60354#60304#60243#60294#60374#60404#810552	0
9103362	10081	5	1	0	581	7593011	502632	5573	0	4349	51#1500|52#7770|53#11685|54#1285|55#3400|56#17700|58#559|60#6436|155#1000|156#5050|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50626#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103363	10063	4	3	0	581	5274291	652580	4876	0	4336	51#5350|52#2920|53#11685|54#900|55#9336|56#26475|60#2000|155#1000|156#1200|171#900	4	0.0	0#0#0#0#0#0	40501#40516	40526#40535#40545#60414#60094#60333#60164#60054#60024#90305#810252	0
9103364	10003	1	3	0	581	5073851	683754	3979	0	4092	51#5350|52#1500|53#13105|54#900|55#9836|56#26475|60#2000|155#1000|156#1200|171#900	1	0.0	0#0#0#0#0#0	20201#20216#20235	20226#20245#60414#60094#60333#60164#60054#60024#810152	0
9103365	10060	4	4	0	581	6100083	558684	4605	0	4286	51#1500|52#5350|53#11300|54#900|55#3400|56#17700|58#4938|60#6436|155#1000|156#5050|165#1420|171#900	4	0.0	0#0#0#0#0#0	40201#40216#40235	40226#40245#60354#60234#60253#60244#60314#60394#810652	0
9103371	10036	3	2	0	582	5143264	678704	4161	0	4165	51#6400|52#1500|53#13106|54#900|55#8387|56#26576|60#2000|155#1000|156#1200|171#900	3	0.0	0#0#0#0#0#0	12401#12416#12435	12426#12445#60424#60154#60333#60184#60044#60034#90305#810152	0
9103372	10036	3	2	0	582	5143264	678704	4161	0	4165	51#6400|52#1500|53#13106|54#900|55#8387|56#26576|60#2000|155#1000|156#1200|171#900	3	0.0	0#0#0#0#0#0	12401#12416#12435	12426#12445#60424#60154#60333#60184#60044#60034#90305#810152	0
9103373	10002	1	3	0	582	5095411	693353	3985	0	4526	51#5400|52#1500|53#11686|54#900|55#8300|56#25500|60#2000|155#2420|156#1200|171#900	1	0.0	0#0#0#0#0#0	20101#20116#20135	20126#20145#60414#60094#60333#60164#60054#60024#810352	0
9103374	10003	1	3	0	582	5095409	686641	3985	0	4102	51#5400|52#1500|53#13106|54#900|55#9887|56#26576|60#2000|155#1000|156#1200|171#900	1	0.0	0#0#0#0#0#0	20201#20216#20235	20226#20245#60414#60094#60333#60164#60054#60024#810152	0
9103375	10059	4	4	0	582	7347740	561567	5231	0	4293	51#1500|52#6820|53#11300|54#900|55#3400|56#17700|58#2820|60#6487|155#1000|156#5100|171#900	4	0.0	0#0#0#0#0#0	40101#40116#40135	40126#40145#60354#60234#60253#60244#60314#60394#90405#810252	0
9103381	10062	4	1	0	583	6368937	502632	5828	0	4431	51#1500|52#7820|53#11687|54#1287|55#3500|56#17700|58#561|60#6587|155#1000|156#5100|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
9103382	10058	4	1	0	583	6314521	529905	5518	0	4295	51#1500|52#7820|53#11687|54#1287|55#3500|56#17700|58#561|60#6587|155#1000|156#5100|171#900	4	0.0	0#0#0#0#0#0	41401#41416#41435	41426#41445#60354#60304#60243#60294#60374#60404#90105#810252	0
9103383	10020	2	3	0	583	5061996	701073	3920	0	4531	51#5400|52#1500|53#11687|54#900|55#8400|56#25500|60#2100|155#2420|156#1200|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30226#30245#60414#60094#60333#60164#60054#60024#810352	0
9103384	10041	3	4	0	583	7163600	544613	4488	0	4001	51#1500|52#5400|53#11300|54#900|55#3500|56#17700|58#4942|60#6587|155#1000|156#5100|165#1420|171#900	3	0.0	0#0#0#0#0#0	10501#10516#10535	10526#10545#60354#60234#60253#60244#60314#60394#810652	0
9103385	10082	5	3	0	583	5306439	699868	4898	0	4288	51#5400|52#2920|53#11687|54#900|55#8400|56#25500|60#2100|155#1000|156#1200|171#900	5	0.0	0#0#0#0#0#0	50701#50716#50735	50726#50745#60414#60094#60333#60164#60054#60024#90205#810252	0
9103391	10038	3	1	0	585	6206920	490984	5682	0	4134	51#1500|52#7820|53#11788|54#1288|55#3500|56#17700|58#563|60#6589|155#1000|156#5100|171#900	3	0.0	0#0#0#0#0#0	10201#10213#10233	10223#60354#60304#60243#60294#60374#60404#810252	0
9103392	10081	5	1	0	585	6390547	508174	5612	0	4377	51#1500|52#7820|53#11788|54#1288|55#3500|56#17700|58#563|60#6589|155#1000|156#5100|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50626#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103393	10008	1	3	0	585	5128864	690901	4013	0	4120	51#5400|52#1500|53#13208|54#900|55#9989|56#26580|60#2100|155#1000|156#1200|171#900	1	0.0	0#0#0#0#0#0	20701#20713#20733	20723#60414#60094#60333#60164#60054#60024#810152	0
9103394	10059	4	4	0	585	7391216	565146	5258	0	4311	51#1500|52#6820|53#11400|54#900|55#3500|56#17700|58#2826|60#6589|155#1000|156#5100|171#900	4	0.0	0#0#0#0#0#0	40101#40116#40135	40126#40145#60354#60234#60253#60244#60314#60394#90405#810252	0
9103395	10080	5	3	0	585	5325257	751060	4303	0	4300	51#5400|52#1500|53#13208|54#900|55#8400|56#25500|60#2100|155#1000|156#1200|171#900	5	0.0	0#0#0#0#0#0	50501#50516#50535	50526#50545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103401	10043	3	1	0	587	6631034	492321	5091	0	4141	51#1500|52#6400|53#11790|54#1290|55#3500|56#17700|57#1420|58#566|60#6590|155#1000|156#5100|171#900	3	0.0	0#0#0#0#0#0	10701#10716#10735	10726#10745#60354#60304#60243#60294#60374#60404#810552	0
9103402	10081	5	1	0	587	7698084	510237	5629	0	4389	51#1500|52#7820|53#11790|54#1290|55#3500|56#17700|58#566|60#6590|155#1000|156#5100|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50626#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103403	10042	3	3	0	587	5195373	685564	4202	0	4070	51#5400|52#1500|53#13210|54#900|55#9990|56#26583|60#2100|155#1000|156#1200|171#900	3	0.0	0#0#0#0#0#0	10601#10616#10635	10626#10645#60414#60094#60333#60164#60054#60024#810152	0
9103404	10004	1	4	0	587	5721685	571338	4567	0	4110	51#1500|52#5400|53#11790|54#1290|55#3500|56#17700|58#2986|60#6590|155#1000|156#5100|165#1420|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20326#20345#60354#60234#60253#60244#60314#60394#810652	0
9103405	10075	5	4	0	587	6023147	606130	4394	0	4639	51#1500|52#5400|53#11790|54#900|55#3500|56#17700|58#1000|60#6000|155#2420|156#5100|171#900	5	0.0	0#0#0#0#0#0	50201#50216#50235	50226#50245#60354#60234#60253#60244#60314#60394#90205#810352	0
9103411	10058	4	1	0	589	6399842	537682	5574	0	4334	51#1500|52#7870|53#11791|54#1291|55#3500|56#17700|58#568|60#6642|155#1000|156#5150|171#900	4	0.0	0#0#0#0#0#0	41401#41416#41435	41426#41445#60354#60304#60243#60294#60374#60404#90105#810252	0
9103412	10062	4	1	0	589	7745946	510051	5887	0	4471	51#1500|52#7870|53#11791|54#1291|55#3500|56#17700|58#568|60#6642|155#1000|156#5150|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
9103413	10019	2	3	0	589	5181871	708062	4530	0	4239	51#5450|52#2920|53#11791|54#900|55#8450|56#25600|60#2100|155#1000|156#1200|171#900	2	0.0	0#0#0#0#0#0	30101#30116#30135	30126#30145#60414#60094#60333#60164#60054#60024#810252	0
9103414	10020	2	3	0	589	5132744	711065	3959	0	4568	51#5450|52#1500|53#11791|54#900|55#8450|56#25600|60#2100|155#2420|156#1200|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30226#30245#60414#60094#60333#60164#60054#60024#810352	0
9103415	10073	5	4	0	589	6058581	610161	4410	0	4665	51#1500|52#5450|53#11791|54#900|55#3500|56#17700|58#1000|60#6050|155#2420|156#5150|171#900	5	0.0	0#0#0#0#0#0	51401#51416#51435	51426#51445#60354#60234#60253#60244#60314#60394#90205#810352	0
9103421	10040	3	2	0	590	4900665	707256	4145	0	4459	51#6450|52#1500|53#11792|54#900|55#9043|56#26687|60#2100|155#2440|156#1250|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10426#10445#60424#60154#60333#60184#60044#60034#810352	0
9103422	10037	3	2	0	590	4903406	808153	4145	0	4240	51#6450|52#1500|53#13232|54#900|55#7450|56#25600|60#2100|155#1000|156#1250|171#900	3	0.0	0#0#0#0#0#0	10101#10116#10135	10126#10145#60424#60154#60333#60184#60044#60034#810152	0
9103423	10027	2	3	0	590	5194253	678890	4139	0	4372	51#5450|52#1500|53#11792|54#2340|55#8450|56#25600|60#3540|155#1000|156#1250|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30926#30945#60414#60094#60333#60164#60054#60024#810452	0
9103424	10063	4	3	0	590	5093293	738972	4958	0	4397	51#5450|52#2940|53#11792|54#900|55#9543|56#26687|60#2100|155#1000|156#1250|171#900	4	0.0	0#0#0#0#0#0	40501#40516	40526#40535#40545#60414#60094#60333#60164#60054#60024#90305#810252	0
9103425	10004	1	4	0	590	6564644	643341	4593	0	4131	51#1500|52#5450|53#11792|54#1292|55#3500|56#17700|58#3009|60#6643|155#1000|156#5200|165#1440|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20326#20345#60354#60234#60253#60244#60314#60394#810652	0
9103431	10007	1	1	0	591	5906060	561914	5515	0	4229	51#1500|52#7890|53#11793|54#1293|55#3500|56#17700|58#570|60#6643|155#1000|156#5200|171#900	1	0.0	0#0#0#0#0#0	20601#20616	20626#20635#20645#60354#60304#60243#60294#60374#60404#810252	0
9103432	10026	2	1	0	591	6251993	564911	4807	0	4329	51#1500|52#6450|53#11793|54#1293|55#3500|56#17700|57#1440|58#570|60#6643|155#1000|156#5200|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30826#30845#60354#60304#60243#60294#60374#60404#810552	0
9103433	10027	2	3	0	591	5204395	680216	4145	0	4378	51#5450|52#1500|53#11793|54#2340|55#8450|56#25600|60#3540|155#1000|156#1250|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30926#30945#60414#60094#60333#60164#60054#60024#810452	0
9103434	10057	4	3	0	591	5099874	837810	4345	0	4403	51#5450|52#1500|53#13233|54#900|55#8450|56#25600|60#2100|155#1000|156#1250|171#900	4	0.0	0#0#0#0#0#0	41501#41516#41535	41526#41545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103435	10041	3	4	0	591	6913202	617469	4549	0	4047	51#1500|52#5450|53#11400|54#900|55#3500|56#17700|58#4980|60#6643|155#1000|156#5200|165#1440|171#900	3	0.0	0#0#0#0#0#0	10501#10516#10535	10526#10545#60354#60234#60253#60244#60314#60394#810652	0
9103441	10081	5	1	0	592	6169205	576912	5686	0	4423	51#1500|52#7890|53#11794|54#1294|55#3500|56#17700|58#571|60#6644|155#1000|156#5200|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50626#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103442	10062	4	1	0	592	6171210	572850	5925	0	4488	51#1500|52#7890|53#11794|54#1294|55#3500|56#17700|58#571|60#6644|155#1000|156#5200|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
9103443	10058	4	1	0	592	6118695	603855	5608	0	4350	51#1500|52#7890|53#11794|54#1294|55#3500|56#17700|58#571|60#6644|155#1000|156#5200|171#900	4	0.0	0#0#0#0#0#0	41401#41416#41435	41426#41445#60354#60304#60243#60294#60374#60404#90105#810252	0
9103444	10057	4	3	0	592	6147692	839479	4352	0	4408	51#5450|52#1500|53#13234|54#900|55#8450|56#25600|60#2100|155#1000|156#1250|171#900	4	0.0	0#0#0#0#0#0	41501#41516#41535	41526#41545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103445	10004	1	4	0	592	5504690	645894	4607	0	4141	51#1500|52#5450|53#11794|54#1294|55#3500|56#17700|58#3011|60#6644|155#1000|156#5200|165#1440|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20326#20345#60354#60234#60253#60244#60314#60394#810652	0
9103451	10081	5	1	0	594	6206581	580572	5705	0	4439	51#1500|52#7940|53#11795|54#1395|55#3500|56#17700|58#574|60#6696|155#1000|156#5250|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50626#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103452	10026	2	1	0	594	7578170	569650	4830	0	4350	51#1500|52#6500|53#11795|54#1395|55#3500|56#17700|57#1440|58#574|60#6696|155#1000|156#5250|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30826#30845#60354#60304#60243#60294#60374#60404#810552	0
9103453	10080	5	3	0	594	5155379	841169	4365	0	4360	51#5500|52#1500|53#13235|54#1000|55#8500|56#25700|60#2100|155#1000|156#1250|171#900	5	0.0	0#0#0#0#0#0	50501#50516#50535	50526#50545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103454	10001	1	4	0	594	5984569	643159	4691	0	4119	51#1500|52#5500|53#11400|54#1000|55#3500|56#17700|58#4288|60#6696|155#1000|156#5250|165#1440|171#900	1	0.0	0#0#0#0#0#0	22301#22316#22335	22326#22345#60354#60234#60253#60244#60314#60394#90405#810652	0
9103455	10021	2	4	0	594	5709068	634735	4304	0	4223	51#1500|52#5500|53#11400|54#1000|55#3500|56#17700|58#4288|60#6696|155#1000|156#5250|165#1440|171#900	2	0.0	0#0#0#0#0#0	30301#30316#30335	30326#30345#60354#60234#60253#60244#60314#60394#90405#810652	0
9103461	10043	3	1	0	595	6453881	561499	5161	0	4195	51#1500|52#6500|53#11796|54#1396|55#3500|56#17700|57#1440|58#575|60#6696|155#1000|156#5250|171#900	3	0.0	0#0#0#0#0#0	10701#10716#10735	10726#10745#60354#60304#60243#60294#60374#60404#810552	0
9103462	10081	5	1	0	595	6218677	581877	5716	0	4446	51#1500|52#7940|53#11796|54#1396|55#3500|56#17700|58#575|60#6696|155#1000|156#5250|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50626#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103463	10085	5	2	0	595	6141536	803498	4289	0	4731	51#6500|52#1500|53#11796|54#1000|55#7500|56#25700|60#2100|155#2440|156#1250|171#900	5	0.0	0#0#0#0#0#0	50801#50813#50833	50823#60424#60154#60333#60184#60044#60034#810352	0
9103464	10076	5	3	0	595	5166922	802357	4374	0	4363	51#5500|52#1500|53#13236|54#1000|55#9596|56#26794|60#2100|155#1000|156#1250|171#900	5	0.0	0#0#0#0#0#0	50301#50316#50335	50326#50345#60414#60094#60333#60164#60054#60024#90305#810152	0
9103465	10001	1	4	0	595	5996300	644578	4701	0	4126	51#1500|52#5500|53#11400|54#1000|55#3500|56#17700|58#4290|60#6696|155#1000|156#5250|165#1440|171#900	1	0.0	0#0#0#0#0#0	22301#22316#22335	22326#22345#60354#60234#60253#60244#60314#60394#90405#810652	0
9103471	10081	5	1	0	596	7475383	582947	5725	0	4451	51#1500|52#7940|53#11797|54#1397|55#3500|56#17700|58#576|60#6697|155#1000|156#5250|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50626#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
9103472	10026	2	1	0	596	6338515	571989	4847	0	4362	51#1500|52#6500|53#11797|54#1397|55#3500|56#17700|57#1440|58#576|60#6697|155#1000|156#5250|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30826#30845#60354#60304#60243#60294#60374#60404#810552	0
9103473	10036	3	2	0	596	5029347	771298	4256	0	4251	51#6500|52#1500|53#13237|54#1000|55#8597|56#26795|60#2100|155#1000|156#1250|171#900	3	0.0	0#0#0#0#0#0	12401#12416#12435	12426#12445#60424#60154#60333#60184#60044#60034#90305#810152	0
9103474	10080	5	3	0	596	5174955	844494	4380	0	4371	51#5500|52#1500|53#13237|54#1000|55#8500|56#25700|60#2100|155#1000|156#1250|171#900	5	0.0	0#0#0#0#0#0	50501#50516#50535	50526#50545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103475	10073	5	4	0	596	5839887	686348	4458	0	4713	51#1500|52#5500|53#11797|54#1000|55#3500|56#17700|58#1000|60#6100|155#2440|156#5250|171#900	5	0.0	0#0#0#0#0#0	51401#51416#51435	51426#51445#60354#60234#60253#60244#60314#60394#90205#810352	0
9103481	10009	1	2	0	597	4948478	775310	4016	0	4219	51#6500|52#1500|53#13238|54#1000|55#9098|56#26797|60#2100|155#1000|156#1250|171#900	1	0.0	0#0#0#0#0#0	20801#20816#20835	20826#20845#60424#60154#60333#60184#60044#60034#810152	0
9103482	10009	1	2	0	597	4948478	775310	4016	0	4219	51#6500|52#1500|53#13238|54#1000|55#9098|56#26797|60#2100|155#1000|156#1250|171#900	1	0.0	0#0#0#0#0#0	20801#20816#20835	20826#20845#60424#60154#60333#60184#60044#60034#810152	0
9103483	10039	3	2	0	597	4994737	772685	4197	0	4496	51#6500|52#1500|53#11798|54#1000|55#7500|56#25700|60#2100|155#2440|156#1250|171#900	3	0.0	0#0#0#0#0#0	10301#10313#10333	10323#60424#60154#60333#60184#60044#60034#810352	0
9103484	10072	5	3	0	597	6221980	846174	4386	0	4382	51#5500|52#1500|53#13238|54#1000|55#8500|56#25700|60#2100|155#1000|156#1250|171#900	5	0.0	0#0#0#0#0#0	51501#51516#51535	51526#51545#60414#60094#60333#60164#60054#60024#90205#810152	0
9103485	10073	5	4	0	597	5850773	687770	4465	0	4719	51#1500|52#5500|53#11798|54#1000|55#3500|56#17700|58#1000|60#6100|155#2440|156#5250|171#900	5	0.0	0#0#0#0#0#0	51401#51416#51435	51426#51445#60354#60234#60253#60244#60314#60394#90205#810352	0
9103491	10026	2	1	0	599	7648118	575340	4870	0	4379	51#1500|52#6500|53#11799|54#1399|55#3500|56#17700|57#1440|58#579|60#6699|155#1000|156#5250|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30826#30845#60354#60304#60243#60294#60374#60404#810552	0
9103492	10038	3	1	0	599	6084579	566603	5821	0	4219	51#1500|52#7940|53#11799|54#1399|55#3500|56#17700|58#579|60#6699|155#1000|156#5250|171#900	3	0.0	0#0#0#0#0#0	10201#10213#10233	10223#60354#60304#60243#60294#60374#60404#810252	0
9103493	10059	4	4	0	599	6038260	649954	5389	0	4400	51#1500|52#6940|53#11400|54#1000|55#3500|56#17700|58#2858|60#6699|155#1000|156#5250|171#900	4	0.0	0#0#0#0#0#0	40101#40116#40135	40126#40145#60354#60234#60253#60244#60314#60394#90405#810252	0
9103494	10020	2	3	0	599	4967018	798456	4020	0	4632	51#5500|52#1500|53#11799|54#1000|55#8500|56#25700|60#2100|155#2440|156#1250|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30226#30245#60414#60094#60333#60164#60054#60024#810352	0
