Id	Difficulty	Name	NextLevel	LevelLimit	MonsterGroup	Reward	RandomRewardMin	RandomReward	RecommendFightAbility	RankTime	InvasionBoss	InvasionBossReward	InvasionBossTime	InvasionBossHolding	SortId	BattleEvent
1114	4	1361	1124	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1361	null
1124	4	1362	1134	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1362	null
1134	4	1363	1144	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1363	null
1144	4	1364	1154	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1364	null
1154	4	1365	1164	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1365	null
1164	4	1366	1174	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1366	null
1174	4	1367	1184	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1367	null
1184	4	1368	1194	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1368	null
1194	4	1369	1204	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1369	null
1204	4	1370	1214	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1370	null
1214	4	1371	1224	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1371	null
1224	4	1372	1234	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1372	null
1234	4	1373	1244	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1373	null
1244	4	1374	1254	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1374	null
1254	4	1375	1264	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1375	null
1264	4	1376	1274	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1376	null
1274	4	1377	1284	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1377	null
1284	4	1378	1294	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1378	null
1294	4	1379	1304	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1379	null
1304	4	1380	1314	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1380	null
1314	4	1381	1324	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1381	null
1324	4	1382	1334	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1382	null
1334	4	1383	1344	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1383	null
1344	4	1384	1354	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1384	null
1354	4	1385	1364	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1385	null
1364	4	1386	1374	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1386	null
1374	4	1387	1384	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1387	null
1384	4	1388	1394	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1388	null
1394	4	1389	1404	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1389	null
1404	4	1390	2014	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1390	null
2014	4	1391	2024	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1391	null
2024	4	1392	2034	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1392	null
2034	4	1393	2044	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1393	null
2044	4	1394	2054	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1394	null
2054	4	1395	2064	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1395	null
2064	4	1396	2074	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1396	null
2074	4	1397	2084	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1397	null
2084	4	1398	2094	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1398	null
2094	4	1399	2104	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1399	null
2104	4	1400	2114	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1400	null
2114	4	1401	2124	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1401	null
2124	4	1402	2134	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1402	null
2134	4	1403	2144	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1403	null
2144	4	1404	2154	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1404	null
2154	4	1405	2164	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1405	null
2164	4	1406	2174	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1406	null
2174	4	1407	2184	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1407	null
2184	4	1408	2194	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1408	null
2194	4	1409	2204	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1409	null
2204	4	1410	2214	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1410	null
2214	4	1411	2224	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1411	null
2224	4	1412	2234	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1412	null
2234	4	1413	2244	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1413	null
2244	4	1414	2254	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1414	null
2254	4	1415	2264	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1415	null
2264	4	1416	2274	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1416	null
2274	4	1417	2284	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1417	null
2284	4	1418	2294	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1418	null
2294	4	1419	2304	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1419	null
2304	4	1420	2314	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1420	null
2314	4	1421	2324	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1421	null
2324	4	1422	2334	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1422	null
2334	4	1423	2344	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1423	null
2344	4	1424	2354	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1424	null
2354	4	1425	2364	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1425	null
2364	4	1426	2374	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1426	null
2374	4	1427	2384	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1427	null
2384	4	1428	2394	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1428	null
2394	4	1429	2404	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1429	null
2404	4	1430	3014	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1430	null
3014	4	1431	3024	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1431	null
3024	4	1432	3034	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1432	null
3034	4	1433	3044	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1433	null
3044	4	1434	3054	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1434	null
3054	4	1435	3064	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1435	null
3064	4	1436	3074	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1436	null
3074	4	1437	3084	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1437	null
3084	4	1438	3094	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1438	null
3094	4	1439	3104	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1439	null
3104	4	1440	3114	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1440	null
3114	4	1441	3124	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1441	null
3124	4	1442	3134	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1442	null
3134	4	1443	3144	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1443	null
3144	4	1444	3154	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1444	null
3154	4	1445	3164	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1445	null
3164	4	1446	3174	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1446	null
3174	4	1447	3184	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1447	null
3184	4	1448	3194	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1448	null
3194	4	1449	3204	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1449	null
3204	4	1450	3214	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1450	null
3214	4	1451	3224	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1451	null
3224	4	1452	3234	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1452	null
3234	4	1453	3244	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1453	null
3244	4	1454	3254	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1454	null
3254	4	1455	3264	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1455	null
3264	4	1456	3274	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1456	null
3274	4	1457	3284	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1457	null
3284	4	1458	3294	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1458	null
3294	4	1459	3304	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1459	null
3304	4	1460	3314	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1460	null
3314	4	1461	3324	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1461	null
3324	4	1462	3334	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1462	null
3334	4	1463	3344	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1463	null
3344	4	1464	3354	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1464	null
3354	4	1465	3364	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1465	null
3364	4	1466	3374	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1466	null
3374	4	1467	3384	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1467	null
3384	4	1468	3394	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1468	null
3394	4	1469	3404	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1469	null
3404	4	1470	4014	211	51011	205999	10100	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016#20017	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	1470	null
