Id	Formation	Contents	Rewardgroup
2001206	1	20012061#20012062#20012063#20012064#20012065	null
2001207	1	20012071#20012072#20012073#20012074#20012075	null
2001208	1	20012081#20012082#20012083#20012084#20012085	null
2001209	2	20012091#20012092#20012093#20012094#20012095	null
2001210	5	20012101#20012102#20012103#20012104#20012105	null
2001211	5	20012111#20012112#20012113#20012114#20012115	null
2001212	5	20012121#20012122#20012123#20012124#20012125	null
2001213	2	20012131#20012132#20012133#20012134#20012135	null
2001214	5	20012141#20012142#20012143#20012144#20012145	null
2001215	5	20012151#20012152#20012153#20012154#20012155	null
2001216	4	20012161#20012162#20012163#20012164#20012165	null
2001217	4	20012171#20012172#20012173#20012174#20012175	null
2001218	2	20012181#20012182#20012183#20012184#20012185	null
2001219	4	20012191#20012192#20012193#20012194#20012195	null
2001220	1	20012201#20012202#20012203#20012204#20012205	null
2001221	4	20012211#20012212#20012213#20012214#20012215	null
2001222	5	20012221#20012222#20012223#20012224#20012225	null
2001223	5	20012231#20012232#20012233#20012234#20012235	null
2001224	4	20012241#20012242#20012243#20012244#20012245	null
2001225	1	20012251#20012252#20012253#20012254#20012255	null
2001226	1	20012261#20012262#20012263#20012264#20012265	null
2001227	5	20012271#20012272#20012273#20012274#20012275	null
2001228	2	20012281#20012282#20012283#20012284#20012285	null
2001229	1	20012291#20012292#20012293#20012294#20012295	null
2001230	1	20012301#20012302#20012303#20012304#20012305	null
2001231	5	20012311#20012312#20012313#20012314#20012315	null
2001232	1	20012321#20012322#20012323#20012324#20012325	null
2001233	1	20012331#20012332#20012333#20012334#20012335	null
2001234	4	20012341#20012342#20012343#20012344#20012345	null
2001235	5	20012351#20012352#20012353#20012354#20012355	null
2001236	5	20012361#20012362#20012363#20012364#20012365	null
2001237	2	20012371#20012372#20012373#20012374#20012375	null
2001238	1	20012381#20012382#20012383#20012384#20012385	null
2001239	1	20012391#20012392#20012393#20012394#20012395	null
2001240	5	20012401#20012402#20012403#20012404#20012405	null
2001241	5	20012411#20012412#20012413#20012414#20012415	null
2001242	1	20012421#20012422#20012423#20012424#20012425	null
2001243	4	20012431#20012432#20012433#20012434#20012435	null
2001244	5	20012441#20012442#20012443#20012444#20012445	null
2001245	4	20012451#20012452#20012453#20012454#20012455	null
2001246	4	20012461#20012462#20012463#20012464#20012465	null
2001247	5	20012471#20012472#20012473#20012474#20012475	null
2001248	1	20012481#20012482#20012483#20012484#20012485	null
2001249	4	20012491#20012492#20012493#20012494#20012495	null
2001250	1	20012501#20012502#20012503#20012504#20012505	null
2001251	1	20012511#20012512#20012513#20012514#20012515	null
2001252	4	20012521#20012522#20012523#20012524#20012525	null
2001253	4	20012531#20012532#20012533#20012534#20012535	null
2001254	5	20012541#20012542#20012543#20012544#20012545	null
2001255	5	20012551#20012552#20012553#20012554#20012555	null
2001256	4	20012561#20012562#20012563#20012564#20012565	null
2001257	5	20012571#20012572#20012573#20012574#20012575	null
2001258	1	20012581#20012582#20012583#20012584#20012585	null
2001259	5	20012591#20012592#20012593#20012594#20012595	null
2001260	4	20012601#20012602#20012603#20012604#20012605	null
2001261	1	20012611#20012612#20012613#20012614#20012615	null
2001262	1	20012621#20012622#20012623#20012624#20012625	null
2001263	2	20012631#20012632#20012633#20012634#20012635	null
2001264	5	20012641#20012642#20012643#20012644#20012645	null
2001265	5	20012651#20012652#20012653#20012654#20012655	null
2001266	4	20012661#20012662#20012663#20012664#20012665	null
2001267	2	20012671#20012672#20012673#20012674#20012675	null
2001268	1	20012681#20012682#20012683#20012684#20012685	null
2001269	5	20012691#20012692#20012693#20012694#20012695	null
2001270	4	20012701#20012702#20012703#20012704#20012705	null
2001271	4	20012711#20012712#20012713#20012714#20012715	null
2001272	2	20012721#20012722#20012723#20012724#20012725	null
2001273	4	20012731#20012732#20012733#20012734#20012735	null
2001274	2	20012741#20012742#20012743#20012744#20012745	null
2001275	1	20012751#20012752#20012753#20012754#20012755	null
2001276	4	20012761#20012762#20012763#20012764#20012765	null
2001277	1	20012771#20012772#20012773#20012774#20012775	null
2001278	4	20012781#20012782#20012783#20012784#20012785	null
2001279	1	20012791#20012792#20012793#20012794#20012795	null
2001280	1	20012801#20012802#20012803#20012804#20012805	null
2001281	5	20012811#20012812#20012813#20012814#20012815	null
2001282	1	20012821#20012822#20012823#20012824#20012825	null
2001283	4	20012831#20012832#20012833#20012834#20012835	null
2001284	4	20012841#20012842#20012843#20012844#20012845	null
2001285	1	20012851#20012852#20012853#20012854#20012855	null
2001286	4	20012861#20012862#20012863#20012864#20012865	null
2001287	1	20012871#20012872#20012873#20012874#20012875	null
2001288	4	20012881#20012882#20012883#20012884#20012885	null
2001289	4	20012891#20012892#20012893#20012894#20012895	null
2001290	5	20012901#20012902#20012903#20012904#20012905	null
2001291	5	20012911#20012912#20012913#20012914#20012915	null
2001292	1	20012921#20012922#20012923#20012924#20012925	null
2001293	5	20012931#20012932#20012933#20012934#20012935	null
2001294	4	20012941#20012942#20012943#20012944#20012945	null
2001295	4	20012951#20012952#20012953#20012954#20012955	null
2001296	5	20012961#20012962#20012963#20012964#20012965	null
2001297	5	20012971#20012972#20012973#20012974#20012975	null
2001298	5	20012981#20012982#20012983#20012984#20012985	null
2001299	1	20012991#20012992#20012993#20012994#20012995	null
2001300	1	20013001#20013002#20013003#20013004#20013005	null
101	5	0#0#600001#0#0	null
102	1	0#102#0#0#0	null
103	1	0#103#0#0#0	null
104	1	0#104#0#0#0	null
105	1	0#105#0#0#0	null
106	1	0#106#0#0#0	null
20100011	6	20100011#0#0#0#0	2#18#7000#7200#7300
20100012	6	20100012#0#0#0#0	2#18#7000#7200#7300
20100013	6	20100013#0#0#0#0	2#18#7000#7200#7300
20100014	6	20100014#0#0#0#0	2#18#7000#7200#7300
20100015	6	20100015#0#0#0#0	2#18#7000#7200#7300
20100016	6	20100016#0#0#0#0	2#18#7000#7200#7300
20100017	6	20100017#0#0#0#0	2#18#7000#7200#7300
20100018	6	20100018#0#0#0#0	2#18#7000#7200#7300
20100021	6	20100021#0#0#0#0	2#18#7001#7200#7300
20100022	6	20100022#0#0#0#0	2#18#7001#7200#7300
20100023	6	20100023#0#0#0#0	2#18#7001#7200#7300
20100024	6	20100024#0#0#0#0	2#18#7001#7200#7300
20100025	6	20100025#0#0#0#0	2#18#7001#7200#7300
20100026	6	20100026#0#0#0#0	2#18#7001#7200#7300
20100027	6	20100027#0#0#0#0	2#18#7001#7200#7300
20100028	6	20100028#0#0#0#0	2#18#7001#7200#7300
20100031	6	20100031#0#0#0#0	2#18#7002#7200#7300
20100032	6	20100032#0#0#0#0	2#18#7002#7200#7300
20100033	6	20100033#0#0#0#0	2#18#7002#7200#7300
20100034	6	20100034#0#0#0#0	2#18#7002#7200#7300
20100035	6	20100035#0#0#0#0	2#18#7002#7200#7300
20100036	6	20100036#0#0#0#0	2#18#7002#7200#7300
20100037	6	20100037#0#0#0#0	2#18#7002#7200#7300
20100038	6	20100038#0#0#0#0	2#18#7002#7200#7300
20100041	6	20100041#0#0#0#0	2#18#7003#7200#7300
20100042	6	20100042#0#0#0#0	2#18#7003#7200#7300
20100043	6	20100043#0#0#0#0	2#18#7003#7200#7300
20100044	6	20100044#0#0#0#0	2#18#7003#7200#7300
20100045	6	20100045#0#0#0#0	2#18#7003#7200#7300
20100046	6	20100046#0#0#0#0	2#18#7003#7200#7300
20100047	6	20100047#0#0#0#0	2#18#7003#7200#7300
20100048	6	20100048#0#0#0#0	2#18#7003#7200#7300
20100051	6	20100051#0#0#0#0	2#18#7004#7200#7300
20100052	6	20100052#0#0#0#0	2#18#7004#7200#7300
20100053	6	20100053#0#0#0#0	2#18#7004#7200#7300
20100054	6	20100054#0#0#0#0	2#18#7004#7200#7300
20100055	6	20100055#0#0#0#0	2#18#7004#7200#7300
20100056	6	20100056#0#0#0#0	2#18#7004#7200#7300
20100057	6	20100057#0#0#0#0	2#18#7004#7200#7300
20100058	6	20100058#0#0#0#0	2#18#7004#7200#7300
20100061	6	20100061#0#0#0#0	2#18#7005#7200#7300
20100062	6	20100062#0#0#0#0	2#18#7005#7200#7300
20100063	6	20100063#0#0#0#0	2#18#7005#7200#7300
20100064	6	20100064#0#0#0#0	2#18#7005#7200#7300
20100065	6	20100065#0#0#0#0	2#18#7005#7200#7300
20100066	6	20100066#0#0#0#0	2#18#7005#7200#7300
20100067	6	20100067#0#0#0#0	2#18#7005#7200#7300
20100068	6	20100068#0#0#0#0	2#18#7005#7200#7300
20100071	6	20100071#0#0#0#0	2#18#7006#7200#7300
20100072	6	20100072#0#0#0#0	2#18#7006#7200#7300
20100073	6	20100073#0#0#0#0	2#18#7006#7200#7300
20100074	6	20100074#0#0#0#0	2#18#7006#7200#7300
20100075	6	20100075#0#0#0#0	2#18#7006#7200#7300
20100076	6	20100076#0#0#0#0	2#18#7006#7200#7300
20100077	6	20100077#0#0#0#0	2#18#7006#7200#7300
20100078	6	20100078#0#0#0#0	2#18#7006#7200#7300
20100081	6	20100081#0#0#0#0	2#18#7007#7200#7300
20100082	6	20100082#0#0#0#0	2#18#7007#7200#7300
20100083	6	20100083#0#0#0#0	2#18#7007#7200#7300
20100084	6	20100084#0#0#0#0	2#18#7007#7200#7300
20100085	6	20100085#0#0#0#0	2#18#7007#7200#7300
20100086	6	20100086#0#0#0#0	2#18#7007#7200#7300
20100087	6	20100087#0#0#0#0	2#18#7007#7200#7300
20100088	6	20100088#0#0#0#0	2#18#7007#7200#7300
20100091	6	20100091#0#0#0#0	2#18#7008#7200#7300
20100092	6	20100092#0#0#0#0	2#18#7008#7200#7300
20100093	6	20100093#0#0#0#0	2#18#7008#7200#7300
20100094	6	20100094#0#0#0#0	2#18#7008#7200#7300
20100095	6	20100095#0#0#0#0	2#18#7008#7200#7300
20100096	6	20100096#0#0#0#0	2#18#7008#7200#7300
20100097	6	20100097#0#0#0#0	2#18#7008#7200#7300
20100098	6	20100098#0#0#0#0	2#18#7008#7200#7300
20100101	6	20100101#0#0#0#0	2#18#7009#7200#7300
20100102	6	20100102#0#0#0#0	2#18#7009#7200#7300
20100103	6	20100103#0#0#0#0	2#18#7009#7200#7300
20100104	6	20100104#0#0#0#0	2#18#7009#7200#7300
20100105	6	20100105#0#0#0#0	2#18#7009#7200#7300
20100106	6	20100106#0#0#0#0	2#18#7009#7200#7300
20100107	6	20100107#0#0#0#0	2#18#7009#7200#7300
20100108	6	20100108#0#0#0#0	2#18#7009#7200#7300
20100111	6	20100111#0#0#0#0	2#18#7010#7200#7300
20100112	6	20100112#0#0#0#0	2#18#7010#7200#7300
20100113	6	20100113#0#0#0#0	2#18#7010#7200#7300
20100114	6	20100114#0#0#0#0	2#18#7010#7200#7300
20100115	6	20100115#0#0#0#0	2#18#7010#7200#7300
20100116	6	20100116#0#0#0#0	2#18#7010#7200#7300
20100117	6	20100117#0#0#0#0	2#18#7010#7200#7300
20100118	6	20100118#0#0#0#0	2#18#7010#7200#7300
20100121	6	20100121#0#0#0#0	2#18#7011#7200#7300
20100122	6	20100122#0#0#0#0	2#18#7011#7200#7300
20100123	6	20100123#0#0#0#0	2#18#7011#7200#7300
20100124	6	20100124#0#0#0#0	2#18#7011#7200#7300
20100125	6	20100125#0#0#0#0	2#18#7011#7200#7300
20100126	6	20100126#0#0#0#0	2#18#7011#7200#7300
20100127	6	20100127#0#0#0#0	2#18#7011#7200#7300
20100128	6	20100128#0#0#0#0	2#18#7011#7200#7300
20100131	6	20100131#0#0#0#0	2#18#7012#7200#7300
20100132	6	20100132#0#0#0#0	2#18#7012#7200#7300
20100133	6	20100133#0#0#0#0	2#18#7012#7200#7300
20100134	6	20100134#0#0#0#0	2#18#7012#7200#7300
20100135	6	20100135#0#0#0#0	2#18#7012#7200#7300
20100136	6	20100136#0#0#0#0	2#18#7012#7200#7300
20100137	6	20100137#0#0#0#0	2#18#7012#7200#7300
20100138	6	20100138#0#0#0#0	2#18#7012#7200#7300
20100141	6	20100141#0#0#0#0	2#18#7013#7200#7300
20100142	6	20100142#0#0#0#0	2#18#7013#7200#7300
20100143	6	20100143#0#0#0#0	2#18#7013#7200#7300
20100144	6	20100144#0#0#0#0	2#18#7013#7200#7300
20100145	6	20100145#0#0#0#0	2#18#7013#7200#7300
20100146	6	20100146#0#0#0#0	2#18#7013#7200#7300
20100147	6	20100147#0#0#0#0	2#18#7013#7200#7300
20100148	6	20100148#0#0#0#0	2#18#7013#7200#7300
20100151	6	20100151#0#0#0#0	2#18#7014#7200#7300
20100152	6	20100152#0#0#0#0	2#18#7014#7200#7300
20100153	6	20100153#0#0#0#0	2#18#7014#7200#7300
20100154	6	20100154#0#0#0#0	2#18#7014#7200#7300
20100155	6	20100155#0#0#0#0	2#18#7014#7200#7300
20100156	6	20100156#0#0#0#0	2#18#7014#7200#7300
20100157	6	20100157#0#0#0#0	2#18#7014#7200#7300
20100158	6	20100158#0#0#0#0	2#18#7014#7200#7300
20100161	6	20100161#0#0#0#0	2#18#7015#7200#7300
20100162	6	20100162#0#0#0#0	2#18#7015#7200#7300
20100163	6	20100163#0#0#0#0	2#18#7015#7200#7300
20100164	6	20100164#0#0#0#0	2#18#7015#7200#7300
20100165	6	20100165#0#0#0#0	2#18#7015#7200#7300
20100166	6	20100166#0#0#0#0	2#18#7015#7200#7300
20100167	6	20100167#0#0#0#0	2#18#7015#7200#7300
20100168	6	20100168#0#0#0#0	2#18#7015#7200#7300
20100171	6	20100171#0#0#0#0	2#18#7016#7200#7300
20100172	6	20100172#0#0#0#0	2#18#7016#7200#7300
20100173	6	20100173#0#0#0#0	2#18#7016#7200#7300
20100174	6	20100174#0#0#0#0	2#18#7016#7200#7300
20100175	6	20100175#0#0#0#0	2#18#7016#7200#7300
20100176	6	20100176#0#0#0#0	2#18#7016#7200#7300
20100177	6	20100177#0#0#0#0	2#18#7016#7200#7300
20100178	6	20100178#0#0#0#0	2#18#7016#7200#7300
20100181	6	20100181#0#0#0#0	2#18#7017#7200#7300
20100182	6	20100182#0#0#0#0	2#18#7017#7200#7300
20100183	6	20100183#0#0#0#0	2#18#7017#7200#7300
20100184	6	20100184#0#0#0#0	2#18#7017#7200#7300
20100185	6	20100185#0#0#0#0	2#18#7017#7200#7300
20100186	6	20100186#0#0#0#0	2#18#7017#7200#7300
20100187	6	20100187#0#0#0#0	2#18#7017#7200#7300
20100188	6	20100188#0#0#0#0	2#18#7017#7200#7300
20100191	6	20100191#0#0#0#0	2#18#7018#7200#7300
20100192	6	20100192#0#0#0#0	2#18#7018#7200#7300
20100193	6	20100193#0#0#0#0	2#18#7018#7200#7300
20100194	6	20100194#0#0#0#0	2#18#7018#7200#7300
20100195	6	20100195#0#0#0#0	2#18#7018#7200#7300
20100196	6	20100196#0#0#0#0	2#18#7018#7200#7300
20100197	6	20100197#0#0#0#0	2#18#7018#7200#7300
20100198	6	20100198#0#0#0#0	2#18#7018#7200#7300
20100201	6	20100201#0#0#0#0	2#18#7019#7200#7300
20100202	6	20100202#0#0#0#0	2#18#7019#7200#7300
20100203	6	20100203#0#0#0#0	2#18#7019#7200#7300
20100204	6	20100204#0#0#0#0	2#18#7019#7200#7300
20100205	6	20100205#0#0#0#0	2#18#7019#7200#7300
20100206	6	20100206#0#0#0#0	2#18#7019#7200#7300
20100207	6	20100207#0#0#0#0	2#18#7019#7200#7300
20100208	6	20100208#0#0#0#0	2#18#7019#7200#7300
20100211	6	20100211#0#0#0#0	2#18#7020#7200#7300
20100212	6	20100212#0#0#0#0	2#18#7020#7200#7300
20100213	6	20100213#0#0#0#0	2#18#7020#7200#7300
20100214	6	20100214#0#0#0#0	2#18#7020#7200#7300
20100215	6	20100215#0#0#0#0	2#18#7020#7200#7300
20100216	6	20100216#0#0#0#0	2#18#7020#7200#7300
20100217	6	20100217#0#0#0#0	2#18#7020#7200#7300
20100218	6	20100218#0#0#0#0	2#18#7020#7200#7300
20100221	6	20100221#0#0#0#0	2#18#7021#7200#7300
20100222	6	20100222#0#0#0#0	2#18#7021#7200#7300
20100223	6	20100223#0#0#0#0	2#18#7021#7200#7300
20100224	6	20100224#0#0#0#0	2#18#7021#7200#7300
20100225	6	20100225#0#0#0#0	2#18#7021#7200#7300
20100226	6	20100226#0#0#0#0	2#18#7021#7200#7300
20100227	6	20100227#0#0#0#0	2#18#7021#7200#7300
20100228	6	20100228#0#0#0#0	2#18#7021#7200#7300
20100231	6	20100231#0#0#0#0	2#18#7022#7200#7300
20100232	6	20100232#0#0#0#0	2#18#7022#7200#7300
20100233	6	20100233#0#0#0#0	2#18#7022#7200#7300
20100234	6	20100234#0#0#0#0	2#18#7022#7200#7300
20100235	6	20100235#0#0#0#0	2#18#7022#7200#7300
20100236	6	20100236#0#0#0#0	2#18#7022#7200#7300
20100237	6	20100237#0#0#0#0	2#18#7022#7200#7300
20100238	6	20100238#0#0#0#0	2#18#7022#7200#7300
20100241	6	20100241#0#0#0#0	2#18#7023#7200#7300
20100242	6	20100242#0#0#0#0	2#18#7023#7200#7300
20100243	6	20100243#0#0#0#0	2#18#7023#7200#7300
20100244	6	20100244#0#0#0#0	2#18#7023#7200#7300
20100245	6	20100245#0#0#0#0	2#18#7023#7200#7300
20100246	6	20100246#0#0#0#0	2#18#7023#7200#7300
20100247	6	20100247#0#0#0#0	2#18#7023#7200#7300
20100248	6	20100248#0#0#0#0	2#18#7023#7200#7300
20100251	6	20100251#0#0#0#0	2#18#7024#7200#7300
20100252	6	20100252#0#0#0#0	2#18#7024#7200#7300
20100253	6	20100253#0#0#0#0	2#18#7024#7200#7300
20100254	6	20100254#0#0#0#0	2#18#7024#7200#7300
20100255	6	20100255#0#0#0#0	2#18#7024#7200#7300
20100256	6	20100256#0#0#0#0	2#18#7024#7200#7300
20100257	6	20100257#0#0#0#0	2#18#7024#7200#7300
20100258	6	20100258#0#0#0#0	2#18#7024#7200#7300
20100261	6	20100261#0#0#0#0	2#18#7025#7200#7300
20100262	6	20100262#0#0#0#0	2#18#7025#7200#7300
20100263	6	20100263#0#0#0#0	2#18#7025#7200#7300
20100264	6	20100264#0#0#0#0	2#18#7025#7200#7300
20100265	6	20100265#0#0#0#0	2#18#7025#7200#7300
20100266	6	20100266#0#0#0#0	2#18#7025#7200#7300
20100267	6	20100267#0#0#0#0	2#18#7025#7200#7300
20100268	6	20100268#0#0#0#0	2#18#7025#7200#7300
20100271	6	20100271#0#0#0#0	2#18#7026#7200#7300
20100272	6	20100272#0#0#0#0	2#18#7026#7200#7300
20100273	6	20100273#0#0#0#0	2#18#7026#7200#7300
20100274	6	20100274#0#0#0#0	2#18#7026#7200#7300
20100275	6	20100275#0#0#0#0	2#18#7026#7200#7300
20100276	6	20100276#0#0#0#0	2#18#7026#7200#7300
20100277	6	20100277#0#0#0#0	2#18#7026#7200#7300
20100278	6	20100278#0#0#0#0	2#18#7026#7200#7300
20100281	6	20100281#0#0#0#0	2#18#7027#7200#7300
20100282	6	20100282#0#0#0#0	2#18#7027#7200#7300
20100283	6	20100283#0#0#0#0	2#18#7027#7200#7300
20100284	6	20100284#0#0#0#0	2#18#7027#7200#7300
20100285	6	20100285#0#0#0#0	2#18#7027#7200#7300
20100286	6	20100286#0#0#0#0	2#18#7027#7200#7300
20100287	6	20100287#0#0#0#0	2#18#7027#7200#7300
20100288	6	20100288#0#0#0#0	2#18#7027#7200#7300
20100291	6	20100291#0#0#0#0	2#18#7028#7200#7300
20100292	6	20100292#0#0#0#0	2#18#7028#7200#7300
20100293	6	20100293#0#0#0#0	2#18#7028#7200#7300
20100294	6	20100294#0#0#0#0	2#18#7028#7200#7300
20100295	6	20100295#0#0#0#0	2#18#7028#7200#7300
20100296	6	20100296#0#0#0#0	2#18#7028#7200#7300
20100297	6	20100297#0#0#0#0	2#18#7028#7200#7300
20100298	6	20100298#0#0#0#0	2#18#7028#7200#7300
20100301	6	20100301#0#0#0#0	2#18#7029#7200#7300
20100302	6	20100302#0#0#0#0	2#18#7029#7200#7300
20100303	6	20100303#0#0#0#0	2#18#7029#7200#7300
20100304	6	20100304#0#0#0#0	2#18#7029#7200#7300
20100305	6	20100305#0#0#0#0	2#18#7029#7200#7300
20100306	6	20100306#0#0#0#0	2#18#7029#7200#7300
20100307	6	20100307#0#0#0#0	2#18#7029#7200#7300
20100308	6	20100308#0#0#0#0	2#18#7029#7200#7300
20100311	6	20100311#0#0#0#0	2#18#7030#7200#7300
20100312	6	20100312#0#0#0#0	2#18#7030#7200#7300
20100313	6	20100313#0#0#0#0	2#18#7030#7200#7300
20100314	6	20100314#0#0#0#0	2#18#7030#7200#7300
20100315	6	20100315#0#0#0#0	2#18#7030#7200#7300
20100316	6	20100316#0#0#0#0	2#18#7030#7200#7300
20100317	6	20100317#0#0#0#0	2#18#7030#7200#7300
20100318	6	20100318#0#0#0#0	2#18#7030#7200#7300
20100321	6	20100321#0#0#0#0	2#18#7031#7200#7300
20100322	6	20100322#0#0#0#0	2#18#7031#7200#7300
20100323	6	20100323#0#0#0#0	2#18#7031#7200#7300
20100324	6	20100324#0#0#0#0	2#18#7031#7200#7300
20100325	6	20100325#0#0#0#0	2#18#7031#7200#7300
20100326	6	20100326#0#0#0#0	2#18#7031#7200#7300
20100327	6	20100327#0#0#0#0	2#18#7031#7200#7300
20100328	6	20100328#0#0#0#0	2#18#7031#7200#7300
20100331	6	20100331#0#0#0#0	2#18#7032#7200#7300
20100332	6	20100332#0#0#0#0	2#18#7032#7200#7300
20100333	6	20100333#0#0#0#0	2#18#7032#7200#7300
20100334	6	20100334#0#0#0#0	2#18#7032#7200#7300
20100335	6	20100335#0#0#0#0	2#18#7032#7200#7300
20100336	6	20100336#0#0#0#0	2#18#7032#7200#7300
20100337	6	20100337#0#0#0#0	2#18#7032#7200#7300
20100338	6	20100338#0#0#0#0	2#18#7032#7200#7300
20100341	6	20100341#0#0#0#0	2#18#7033#7200#7300
20100342	6	20100342#0#0#0#0	2#18#7033#7200#7300
20100343	6	20100343#0#0#0#0	2#18#7033#7200#7300
20100344	6	20100344#0#0#0#0	2#18#7033#7200#7300
20100345	6	20100345#0#0#0#0	2#18#7033#7200#7300
20100346	6	20100346#0#0#0#0	2#18#7033#7200#7300
20100347	6	20100347#0#0#0#0	2#18#7033#7200#7300
20100348	6	20100348#0#0#0#0	2#18#7033#7200#7300
20100351	6	20100351#0#0#0#0	2#18#7034#7200#7300
20100352	6	20100352#0#0#0#0	2#18#7034#7200#7300
20100353	6	20100353#0#0#0#0	2#18#7034#7200#7300
20100354	6	20100354#0#0#0#0	2#18#7034#7200#7300
20100355	6	20100355#0#0#0#0	2#18#7034#7200#7300
20100356	6	20100356#0#0#0#0	2#18#7034#7200#7300
20100357	6	20100357#0#0#0#0	2#18#7034#7200#7300
20100358	6	20100358#0#0#0#0	2#18#7034#7200#7300
20100361	6	20100361#0#0#0#0	2#18#7035#7200#7300
20100362	6	20100362#0#0#0#0	2#18#7035#7200#7300
20100363	6	20100363#0#0#0#0	2#18#7035#7200#7300
20100364	6	20100364#0#0#0#0	2#18#7035#7200#7300
20100365	6	20100365#0#0#0#0	2#18#7035#7200#7300
20100366	6	20100366#0#0#0#0	2#18#7035#7200#7300
20100367	6	20100367#0#0#0#0	2#18#7035#7200#7300
20100368	6	20100368#0#0#0#0	2#18#7035#7200#7300
20100371	6	20100371#0#0#0#0	2#18#7036#7200#7300
20100372	6	20100372#0#0#0#0	2#18#7036#7200#7300
20100373	6	20100373#0#0#0#0	2#18#7036#7200#7300
20100374	6	20100374#0#0#0#0	2#18#7036#7200#7300
20100375	6	20100375#0#0#0#0	2#18#7036#7200#7300
20100376	6	20100376#0#0#0#0	2#18#7036#7200#7300
20100377	6	20100377#0#0#0#0	2#18#7036#7200#7300
20100378	6	20100378#0#0#0#0	2#18#7036#7200#7300
20100381	6	20100381#0#0#0#0	2#18#7037#7200#7300
20100382	6	20100382#0#0#0#0	2#18#7037#7200#7300
20100383	6	20100383#0#0#0#0	2#18#7037#7200#7300
20100384	6	20100384#0#0#0#0	2#18#7037#7200#7300
20100385	6	20100385#0#0#0#0	2#18#7037#7200#7300
20100386	6	20100386#0#0#0#0	2#18#7037#7200#7300
20100387	6	20100387#0#0#0#0	2#18#7037#7200#7300
20100388	6	20100388#0#0#0#0	2#18#7037#7200#7300
20100391	6	20100391#0#0#0#0	2#18#7038#7200#7300
20100392	6	20100392#0#0#0#0	2#18#7038#7200#7300
20100393	6	20100393#0#0#0#0	2#18#7038#7200#7300
20100394	6	20100394#0#0#0#0	2#18#7038#7200#7300
20100395	6	20100395#0#0#0#0	2#18#7038#7200#7300
20100396	6	20100396#0#0#0#0	2#18#7038#7200#7300
20100397	6	20100397#0#0#0#0	2#18#7038#7200#7300
20100398	6	20100398#0#0#0#0	2#18#7038#7200#7300
20100401	6	20100401#0#0#0#0	2#18#7039#7200#7300
20100402	6	20100402#0#0#0#0	2#18#7039#7200#7300
20100403	6	20100403#0#0#0#0	2#18#7039#7200#7300
20100404	6	20100404#0#0#0#0	2#18#7039#7200#7300
20100405	6	20100405#0#0#0#0	2#18#7039#7200#7300
20100406	6	20100406#0#0#0#0	2#18#7039#7200#7300
20100407	6	20100407#0#0#0#0	2#18#7039#7200#7300
20100408	6	20100408#0#0#0#0	2#18#7039#7200#7300
20100411	6	20100411#0#0#0#0	2#18#7040#7200#7300
20100412	6	20100412#0#0#0#0	2#18#7040#7200#7300
20100413	6	20100413#0#0#0#0	2#18#7040#7200#7300
20100414	6	20100414#0#0#0#0	2#18#7040#7200#7300
20100415	6	20100415#0#0#0#0	2#18#7040#7200#7300
20100416	6	20100416#0#0#0#0	2#18#7040#7200#7300
20100417	6	20100417#0#0#0#0	2#18#7040#7200#7300
20100418	6	20100418#0#0#0#0	2#18#7040#7200#7300
20100421	6	20100421#0#0#0#0	2#18#7041#7200#7300
20100422	6	20100422#0#0#0#0	2#18#7041#7200#7300
20100423	6	20100423#0#0#0#0	2#18#7041#7200#7300
20100424	6	20100424#0#0#0#0	2#18#7041#7200#7300
20100425	6	20100425#0#0#0#0	2#18#7041#7200#7300
20100426	6	20100426#0#0#0#0	2#18#7041#7200#7300
20100427	6	20100427#0#0#0#0	2#18#7041#7200#7300
20100428	6	20100428#0#0#0#0	2#18#7041#7200#7300
20100431	6	20100431#0#0#0#0	2#18#7042#7200#7300
20100432	6	20100432#0#0#0#0	2#18#7042#7200#7300
20100433	6	20100433#0#0#0#0	2#18#7042#7200#7300
20100434	6	20100434#0#0#0#0	2#18#7042#7200#7300
20100435	6	20100435#0#0#0#0	2#18#7042#7200#7300
20100436	6	20100436#0#0#0#0	2#18#7042#7200#7300
20100437	6	20100437#0#0#0#0	2#18#7042#7200#7300
20100438	6	20100438#0#0#0#0	2#18#7042#7200#7300
20100441	6	20100441#0#0#0#0	2#18#7043#7200#7300
20100442	6	20100442#0#0#0#0	2#18#7043#7200#7300
20100443	6	20100443#0#0#0#0	2#18#7043#7200#7300
20100444	6	20100444#0#0#0#0	2#18#7043#7200#7300
20100445	6	20100445#0#0#0#0	2#18#7043#7200#7300
20100446	6	20100446#0#0#0#0	2#18#7043#7200#7300
20100447	6	20100447#0#0#0#0	2#18#7043#7200#7300
20100448	6	20100448#0#0#0#0	2#18#7043#7200#7300
20100451	6	20100451#0#0#0#0	2#18#7044#7200#7300
20100452	6	20100452#0#0#0#0	2#18#7044#7200#7300
20100453	6	20100453#0#0#0#0	2#18#7044#7200#7300
20100454	6	20100454#0#0#0#0	2#18#7044#7200#7300
20100455	6	20100455#0#0#0#0	2#18#7044#7200#7300
20100456	6	20100456#0#0#0#0	2#18#7044#7200#7300
20100457	6	20100457#0#0#0#0	2#18#7044#7200#7300
20100458	6	20100458#0#0#0#0	2#18#7044#7200#7300
20100461	6	20100461#0#0#0#0	2#18#7045#7200#7300
20100462	6	20100462#0#0#0#0	2#18#7045#7200#7300
