Id	ActivityId	ChapterID	Order	OpenRules	PasseRules	MaxStar	StarCondServer	Cost	RepeatTimes	RepeatReset	RepeatType	MonsterGroup	BattleTime	LineRules	BuffTarget	BuffId	FirstReward	RepeatReward	RandomDrop	RandomDropShow
2006529	80006	20065	29	1#2006528	1	3	7#0|2#3#2#2|2#3#2#4	1012#1	0	0	0	4200289	20	null	null	0	60445#1|14#42700|3#23000	14#42700|3#23000	null	null
2006530	80006	20065	30	1#2006529	1	3	7#0|2#3#2#2|2#3#2#4	1012#1	0	0	0	4200290	20	null	null	0	60445#1|19#5|14#42800|3#23050	14#42800|3#23050	null	null
2007101	80007	20071	1	0	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300140	20	null	null	0	60443#1|14#27800|3#15550	14#27800|3#15550	null	null
2007102	80007	20071	2	1#2007101	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300142	20	null	null	0	60443#1|14#28000|3#15650	14#28000|3#15650	null	null
2007103	80007	20071	3	1#2007102	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300144	20	null	null	0	60443#1|14#28200|3#15750	14#28200|3#15750	null	null
2007104	80007	20071	4	1#2007103	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300146	20	null	null	0	60443#1|14#28400|3#15850	14#28400|3#15850	null	null
2007105	80007	20071	5	1#2007104	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300148	20	null	null	0	60443#1|14#28600|3#15950	14#28600|3#15950	null	null
2007106	80007	20071	6	1#2007105	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300150	20	null	null	0	60443#1|14#28800|3#16050	14#28800|3#16050	null	null
2007107	80007	20071	7	1#2007106	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300152	20	null	null	0	60443#1|14#29000|3#16150	14#29000|3#16150	null	null
2007108	80007	20071	8	1#2007107	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300154	20	null	null	0	60443#1|14#29200|3#16250	14#29200|3#16250	null	null
2007109	80007	20071	9	1#2007108	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300156	20	null	null	0	60443#1|14#29400|3#16350	14#29400|3#16350	null	null
2007110	80007	20071	10	1#2007109	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300158	20	null	null	0	60443#1|14#29600|3#16450	14#29600|3#16450	null	null
2007111	80007	20071	11	1#2007110	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300160	20	null	null	0	60443#1|14#29800|3#16550	14#29800|3#16550	null	null
2007112	80007	20071	12	1#2007111	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300162	20	null	null	0	60443#1|14#30000|3#16650	14#30000|3#16650	null	null
2007113	80007	20071	13	1#2007112	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300164	20	null	null	0	60443#1|14#30200|3#16750	14#30200|3#16750	null	null
2007114	80007	20071	14	1#2007113	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300166	20	null	null	0	60443#1|14#30400|3#16850	14#30400|3#16850	null	null
2007115	80007	20071	15	1#2007114	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300168	20	null	null	0	60443#1|14#30600|3#16950	14#30600|3#16950	null	null
2007116	80007	20071	16	1#2007115	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300170	20	null	null	0	60443#1|14#30800|3#17050	14#30800|3#17050	null	null
2007117	80007	20071	17	1#2007116	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300172	20	null	null	0	60443#1|14#31000|3#17150	14#31000|3#17150	null	null
2007118	80007	20071	18	1#2007117	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300173	20	null	null	0	60443#1|14#31100|3#17200	14#31100|3#17200	null	null
2007119	80007	20071	19	1#2007118	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300174	20	null	null	0	60443#1|14#31200|3#17250	14#31200|3#17250	null	null
2007120	80007	20071	20	1#2007119	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300175	20	null	null	0	60443#1|14#31300|3#17300	14#31300|3#17300	null	null
2007121	80007	20071	21	1#2007120	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300176	20	null	null	0	60443#1|14#31400|3#17350	14#31400|3#17350	null	null
2007122	80007	20071	22	1#2007121	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300177	20	null	null	0	60443#1|14#31500|3#17400	14#31500|3#17400	null	null
2007123	80007	20071	23	1#2007122	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300178	20	null	null	0	60443#1|14#31600|3#17450	14#31600|3#17450	null	null
2007124	80007	20071	24	1#2007123	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300179	20	null	null	0	60443#1|14#31700|3#17500	14#31700|3#17500	null	null
2007125	80007	20071	25	1#2007124	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300180	20	null	null	0	60443#1|14#31800|3#17550	14#31800|3#17550	null	null
2007126	80007	20071	26	1#2007125	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300181	20	null	null	0	60443#1|14#31900|3#17600	14#31900|3#17600	null	null
2007127	80007	20071	27	1#2007126	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300182	20	null	null	0	60443#1|14#32000|3#17650	14#32000|3#17650	null	null
2007128	80007	20071	28	1#2007127	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300183	20	null	null	0	60443#1|14#32100|3#17700	14#32100|3#17700	null	null
2007129	80007	20071	29	1#2007128	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300184	20	null	null	0	60443#1|14#32200|3#17750	14#32200|3#17750	null	null
2007130	80007	20071	30	1#2007129	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300185	20	null	null	0	60443#1|19#3|14#32300|3#17800	14#32300|3#17800	null	null
2007201	80007	20072	1	1#2007130	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300186	20	null	null	0	60443#1|14#32400|3#17850	14#32400|3#17850	null	null
2007202	80007	20072	2	1#2007201	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300187	20	null	null	0	60443#1|14#32500|3#17900	14#32500|3#17900	null	null
2007203	80007	20072	3	1#2007202	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300188	20	null	null	0	60443#1|14#32600|3#17950	14#32600|3#17950	null	null
2007204	80007	20072	4	1#2007203	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300189	20	null	null	0	60443#1|14#32700|3#18000	14#32700|3#18000	null	null
2007205	80007	20072	5	1#2007204	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300190	20	null	null	0	60443#1|14#32800|3#18050	14#32800|3#18050	null	null
2007206	80007	20072	6	1#2007205	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300191	20	null	null	0	60443#1|14#32900|3#18100	14#32900|3#18100	null	null
2007207	80007	20072	7	1#2007206	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300192	20	null	null	0	60443#1|14#33000|3#18150	14#33000|3#18150	null	null
2007208	80007	20072	8	1#2007207	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300193	20	null	null	0	60443#1|14#33100|3#18200	14#33100|3#18200	null	null
2007209	80007	20072	9	1#2007208	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300194	20	null	null	0	60443#1|14#33200|3#18250	14#33200|3#18250	null	null
2007210	80007	20072	10	1#2007209	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300195	20	null	null	0	60443#1|14#33300|3#18300	14#33300|3#18300	null	null
2007211	80007	20072	11	1#2007210	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300196	20	null	null	0	60443#1|14#33400|3#18350	14#33400|3#18350	null	null
2007212	80007	20072	12	1#2007211	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300197	20	null	null	0	60443#1|14#33500|3#18400	14#33500|3#18400	null	null
2007213	80007	20072	13	1#2007212	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300198	20	null	null	0	60443#1|14#33600|3#18450	14#33600|3#18450	null	null
2007214	80007	20072	14	1#2007213	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300199	20	null	null	0	60443#1|14#33700|3#18500	14#33700|3#18500	null	null
2007215	80007	20072	15	1#2007214	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300200	20	null	null	0	60443#1|14#33800|3#18550	14#33800|3#18550	null	null
2007216	80007	20072	16	1#2007215	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300201	20	null	null	0	60443#1|14#33900|3#18600	14#33900|3#18600	null	null
2007217	80007	20072	17	1#2007216	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300202	20	null	null	0	60443#1|14#34000|3#18650	14#34000|3#18650	null	null
2007218	80007	20072	18	1#2007217	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300203	20	null	null	0	60443#1|14#34100|3#18700	14#34100|3#18700	null	null
2007219	80007	20072	19	1#2007218	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300204	20	null	null	0	60443#1|14#34200|3#18750	14#34200|3#18750	null	null
2007220	80007	20072	20	1#2007219	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300205	20	null	null	0	60443#1|14#34300|3#18800	14#34300|3#18800	null	null
2007221	80007	20072	21	1#2007220	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300206	20	null	null	0	60443#1|14#34400|3#18850	14#34400|3#18850	null	null
2007222	80007	20072	22	1#2007221	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300207	20	null	null	0	60443#1|14#34500|3#18900	14#34500|3#18900	null	null
2007223	80007	20072	23	1#2007222	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300208	20	null	null	0	60443#1|14#34600|3#18950	14#34600|3#18950	null	null
2007224	80007	20072	24	1#2007223	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300209	20	null	null	0	60443#1|14#34700|3#19000	14#34700|3#19000	null	null
2007225	80007	20072	25	1#2007224	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300210	20	null	null	0	60443#1|14#34800|3#19050	14#34800|3#19050	null	null
2007226	80007	20072	26	1#2007225	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300211	20	null	null	0	60443#1|14#34900|3#19100	14#34900|3#19100	null	null
2007227	80007	20072	27	1#2007226	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300212	20	null	null	0	60443#1|14#35000|3#19150	14#35000|3#19150	null	null
2007228	80007	20072	28	1#2007227	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300213	20	null	null	0	60443#1|14#35100|3#19200	14#35100|3#19200	null	null
2007229	80007	20072	29	1#2007228	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300214	20	null	null	0	60443#1|14#35200|3#19250	14#35200|3#19250	null	null
2007230	80007	20072	30	1#2007229	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300215	20	null	null	0	60443#1|19#3|14#35300|3#19300	14#35300|3#19300	null	null
2007301	80007	20073	1	1#2007230	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300216	20	null	null	0	60443#1|14#35400|3#19350	14#35400|3#19350	null	null
2007302	80007	20073	2	1#2007301	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300217	20	null	null	0	60443#1|14#35500|3#19400	14#35500|3#19400	null	null
2007303	80007	20073	3	1#2007302	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300218	20	null	null	0	60443#1|14#35600|3#19450	14#35600|3#19450	null	null
2007304	80007	20073	4	1#2007303	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300219	20	null	null	0	60443#1|14#35700|3#19500	14#35700|3#19500	null	null
2007305	80007	20073	5	1#2007304	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300220	20	null	null	0	60443#1|14#35800|3#19550	14#35800|3#19550	null	null
2007306	80007	20073	6	1#2007305	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300221	20	null	null	0	60443#1|14#35900|3#19600	14#35900|3#19600	null	null
2007307	80007	20073	7	1#2007306	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300222	20	null	null	0	60443#1|14#36000|3#19650	14#36000|3#19650	null	null
2007308	80007	20073	8	1#2007307	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300223	20	null	null	0	60443#1|14#36100|3#19700	14#36100|3#19700	null	null
2007309	80007	20073	9	1#2007308	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300224	20	null	null	0	60443#1|14#36200|3#19750	14#36200|3#19750	null	null
2007310	80007	20073	10	1#2007309	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300225	20	null	null	0	60443#1|14#36300|3#19800	14#36300|3#19800	null	null
2007311	80007	20073	11	1#2007310	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300226	20	null	null	0	60443#1|14#36400|3#19850	14#36400|3#19850	null	null
2007312	80007	20073	12	1#2007311	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300227	20	null	null	0	60443#1|14#36500|3#19900	14#36500|3#19900	null	null
2007313	80007	20073	13	1#2007312	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300228	20	null	null	0	60443#1|14#36600|3#19950	14#36600|3#19950	null	null
2007314	80007	20073	14	1#2007313	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300229	20	null	null	0	60443#1|14#36700|3#20000	14#36700|3#20000	null	null
2007315	80007	20073	15	1#2007314	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300230	20	null	null	0	60443#1|14#36800|3#20050	14#36800|3#20050	null	null
2007316	80007	20073	16	1#2007315	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300231	20	null	null	0	60443#1|14#36900|3#20100	14#36900|3#20100	null	null
2007317	80007	20073	17	1#2007316	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300232	20	null	null	0	60443#1|14#37000|3#20150	14#37000|3#20150	null	null
2007318	80007	20073	18	1#2007317	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300233	20	null	null	0	60443#1|14#37100|3#20200	14#37100|3#20200	null	null
2007319	80007	20073	19	1#2007318	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300234	20	null	null	0	60443#1|14#37200|3#20250	14#37200|3#20250	null	null
2007320	80007	20073	20	1#2007319	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300235	20	null	null	0	60443#1|14#37300|3#20300	14#37300|3#20300	null	null
2007321	80007	20073	21	1#2007320	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300236	20	null	null	0	60443#1|14#37400|3#20350	14#37400|3#20350	null	null
2007322	80007	20073	22	1#2007321	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300237	20	null	null	0	60443#1|14#37500|3#20400	14#37500|3#20400	null	null
2007323	80007	20073	23	1#2007322	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300238	20	null	null	0	60443#1|14#37600|3#20450	14#37600|3#20450	null	null
2007324	80007	20073	24	1#2007323	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300239	20	null	null	0	60443#1|14#37700|3#20500	14#37700|3#20500	null	null
2007325	80007	20073	25	1#2007324	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300240	20	null	null	0	60443#1|14#37800|3#20550	14#37800|3#20550	null	null
2007326	80007	20073	26	1#2007325	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300241	20	null	null	0	60443#1|14#37900|3#20600	14#37900|3#20600	null	null
2007327	80007	20073	27	1#2007326	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300242	20	null	null	0	60443#1|14#38000|3#20650	14#38000|3#20650	null	null
2007328	80007	20073	28	1#2007327	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300243	20	null	null	0	60443#1|14#38100|3#20700	14#38100|3#20700	null	null
2007329	80007	20073	29	1#2007328	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300244	20	null	null	0	60443#1|14#38200|3#20750	14#38200|3#20750	null	null
2007330	80007	20073	30	1#2007329	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300245	20	null	null	0	60443#1|19#3|14#38300|3#20800	14#38300|3#20800	null	null
2007401	80007	20074	1	1#2007330	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300246	20	null	null	0	60443#1|14#38400|3#20850	14#38400|3#20850	null	null
2007402	80007	20074	2	1#2007401	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300247	20	null	null	0	60443#1|14#38500|3#20900	14#38500|3#20900	null	null
2007403	80007	20074	3	1#2007402	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300248	20	null	null	0	60443#1|14#38600|3#20950	14#38600|3#20950	null	null
2007404	80007	20074	4	1#2007403	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300249	20	null	null	0	60443#1|14#38700|3#21000	14#38700|3#21000	null	null
2007405	80007	20074	5	1#2007404	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300250	20	null	null	0	60443#1|14#38800|3#21050	14#38800|3#21050	null	null
2007406	80007	20074	6	1#2007405	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300251	20	null	null	0	60443#1|14#38900|3#21100	14#38900|3#21100	null	null
2007407	80007	20074	7	1#2007406	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300252	20	null	null	0	60443#1|14#39000|3#21150	14#39000|3#21150	null	null
2007408	80007	20074	8	1#2007407	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300253	20	null	null	0	60443#1|14#39100|3#21200	14#39100|3#21200	null	null
2007409	80007	20074	9	1#2007408	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300254	20	null	null	0	60443#1|14#39200|3#21250	14#39200|3#21250	null	null
2007410	80007	20074	10	1#2007409	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300255	20	null	null	0	60443#1|14#39300|3#21300	14#39300|3#21300	null	null
2007411	80007	20074	11	1#2007410	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300256	20	null	null	0	60443#1|14#39400|3#21350	14#39400|3#21350	null	null
2007412	80007	20074	12	1#2007411	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300257	20	null	null	0	60443#1|14#39500|3#21400	14#39500|3#21400	null	null
2007413	80007	20074	13	1#2007412	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300258	20	null	null	0	60443#1|14#39600|3#21450	14#39600|3#21450	null	null
2007414	80007	20074	14	1#2007413	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300259	20	null	null	0	60443#1|14#39700|3#21500	14#39700|3#21500	null	null
2007415	80007	20074	15	1#2007414	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300260	20	null	null	0	60443#1|14#39800|3#21550	14#39800|3#21550	null	null
2007416	80007	20074	16	1#2007415	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300261	20	null	null	0	60443#1|14#39900|3#21600	14#39900|3#21600	null	null
2007417	80007	20074	17	1#2007416	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300262	20	null	null	0	60443#1|14#40000|3#21650	14#40000|3#21650	null	null
2007418	80007	20074	18	1#2007417	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300263	20	null	null	0	60443#1|14#40100|3#21700	14#40100|3#21700	null	null
2007419	80007	20074	19	1#2007418	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300264	20	null	null	0	60443#1|14#40200|3#21750	14#40200|3#21750	null	null
2007420	80007	20074	20	1#2007419	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300265	20	null	null	0	60443#1|14#40300|3#21800	14#40300|3#21800	null	null
2007421	80007	20074	21	1#2007420	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300266	20	null	null	0	60443#1|14#40400|3#21850	14#40400|3#21850	null	null
2007422	80007	20074	22	1#2007421	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300267	20	null	null	0	60443#1|14#40500|3#21900	14#40500|3#21900	null	null
2007423	80007	20074	23	1#2007422	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300268	20	null	null	0	60443#1|14#40600|3#21950	14#40600|3#21950	null	null
2007424	80007	20074	24	1#2007423	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300269	20	null	null	0	60443#1|14#40700|3#22000	14#40700|3#22000	null	null
2007425	80007	20074	25	1#2007424	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300270	20	null	null	0	60443#1|14#40800|3#22050	14#40800|3#22050	null	null
2007426	80007	20074	26	1#2007425	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300271	20	null	null	0	60443#1|14#40900|3#22100	14#40900|3#22100	null	null
2007427	80007	20074	27	1#2007426	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300272	20	null	null	0	60443#1|14#41000|3#22150	14#41000|3#22150	null	null
2007428	80007	20074	28	1#2007427	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300273	20	null	null	0	60443#1|14#41100|3#22200	14#41100|3#22200	null	null
2007429	80007	20074	29	1#2007428	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300274	20	null	null	0	60443#1|14#41200|3#22250	14#41200|3#22250	null	null
2007430	80007	20074	30	1#2007429	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300275	20	null	null	0	60443#1|19#3|14#41300|3#22300	14#41300|3#22300	null	null
2007501	80007	20075	1	1#2007430	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300276	20	null	null	0	60443#1|14#41400|3#22350	14#41400|3#22350	null	null
2007502	80007	20075	2	1#2007501	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300277	20	null	null	0	60443#1|14#41500|3#22400	14#41500|3#22400	null	null
2007503	80007	20075	3	1#2007502	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300278	20	null	null	0	60443#1|14#41600|3#22450	14#41600|3#22450	null	null
2007504	80007	20075	4	1#2007503	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300279	20	null	null	0	60443#1|14#41700|3#22500	14#41700|3#22500	null	null
2007505	80007	20075	5	1#2007504	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300280	20	null	null	0	60443#1|14#41800|3#22550	14#41800|3#22550	null	null
2007506	80007	20075	6	1#2007505	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300281	20	null	null	0	60443#1|14#41900|3#22600	14#41900|3#22600	null	null
2007507	80007	20075	7	1#2007506	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300282	20	null	null	0	60443#1|14#42000|3#22650	14#42000|3#22650	null	null
2007508	80007	20075	8	1#2007507	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300283	20	null	null	0	60443#1|14#42100|3#22700	14#42100|3#22700	null	null
2007509	80007	20075	9	1#2007508	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300284	20	null	null	0	60443#1|14#42200|3#22750	14#42200|3#22750	null	null
2007510	80007	20075	10	1#2007509	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300285	20	null	null	0	60443#1|14#42300|3#22800	14#42300|3#22800	null	null
2007511	80007	20075	11	1#2007510	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300286	20	null	null	0	60443#1|14#42400|3#22850	14#42400|3#22850	null	null
2007512	80007	20075	12	1#2007511	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300287	20	null	null	0	60443#1|14#42500|3#22900	14#42500|3#22900	null	null
2007513	80007	20075	13	1#2007512	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300288	20	null	null	0	60443#1|14#42600|3#22950	14#42600|3#22950	null	null
2007514	80007	20075	14	1#2007513	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300289	20	null	null	0	60443#1|14#42700|3#23000	14#42700|3#23000	null	null
2007515	80007	20075	15	1#2007514	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300290	20	null	null	0	60443#1|14#42800|3#23050	14#42800|3#23050	null	null
2007516	80007	20075	16	1#2007515	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300291	20	null	null	0	60443#1|14#42900|3#23100	14#42900|3#23100	null	null
2007517	80007	20075	17	1#2007516	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300292	20	null	null	0	60443#1|14#43000|3#23150	14#43000|3#23150	null	null
2007518	80007	20075	18	1#2007517	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300293	20	null	null	0	60443#1|14#43100|3#23200	14#43100|3#23200	null	null
2007519	80007	20075	19	1#2007518	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300294	20	null	null	0	60443#1|14#43200|3#23250	14#43200|3#23250	null	null
2007520	80007	20075	20	1#2007519	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300295	20	null	null	0	60443#1|14#43300|3#23300	14#43300|3#23300	null	null
2007521	80007	20075	21	1#2007520	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300296	20	null	null	0	60443#1|14#43400|3#23350	14#43400|3#23350	null	null
2007522	80007	20075	22	1#2007521	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300297	20	null	null	0	60443#1|14#43500|3#23400	14#43500|3#23400	null	null
2007523	80007	20075	23	1#2007522	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300298	20	null	null	0	60443#1|14#43600|3#23450	14#43600|3#23450	null	null
2007524	80007	20075	24	1#2007523	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300299	20	null	null	0	60443#1|14#43700|3#23500	14#43700|3#23500	null	null
2007525	80007	20075	25	1#2007524	1	3	7#0|2#1#2#2|2#1#2#4	1012#1	0	0	0	4300300	20	null	null	0	60443#1|14#43800|3#23550	14#43800|3#23550	null	null
