Id	Quality	Star	SiteType	Suit	BasicAttr	Sell	CanRefine	RefineCost	RefineAttrNum	RandAttr	MergeCostItem	NextId	CanChange	ChangeCost
343101	4	4	1	44	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	344101	0	null
343102	4	4	2	44	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	344102	0	null
343103	4	4	3	44	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	344103	0	null
343104	4	4	4	44	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	344104	0	null
343201	5	4	1	44	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	344201	1	16#1300
343202	5	4	2	44	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	344202	1	16#1400
343203	5	4	3	44	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	344203	1	16#1500
343204	5	4	4	44	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	344204	1	16#1600
344001	3	5	1	45	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
344002	3	5	2	45	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
344003	3	5	3	45	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
344004	3	5	4	45	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
344101	4	5	1	45	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
344102	4	5	2	45	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
344103	4	5	3	45	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
344104	4	5	4	45	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
344201	5	5	1	45	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1700
344202	5	5	2	45	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#1800
344203	5	5	3	45	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1900
344204	5	5	4	45	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#2000
350001	3	1	1	51	2#317	10443#6	0	null	0	null	10442#3|10441#15	351001	0	null
350002	3	1	2	51	1#3858	10443#6	0	null	0	null	10442#3|10441#15	351002	0	null
350003	3	1	3	51	2#317	10443#6	0	null	0	null	10442#3|10441#15	351003	0	null
350004	3	1	4	51	1#3858	10443#6	0	null	0	null	10442#3|10441#15	351004	0	null
350101	4	1	1	51	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	351101	0	null
350102	4	1	2	51	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	351102	0	null
350103	4	1	3	51	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	351103	0	null
350104	4	1	4	51	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	351104	0	null
350201	5	1	1	51	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	351201	1	16#100
350202	5	1	2	51	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	351202	1	16#200
350203	5	1	3	51	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	351203	1	16#300
350204	5	1	4	51	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	351204	1	16#400
351001	3	2	1	52	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	352001	0	null
351002	3	2	2	52	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	352002	0	null
351003	3	2	3	52	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	352003	0	null
351004	3	2	4	52	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	352004	0	null
351101	4	2	1	52	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	352101	0	null
351102	4	2	2	52	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	352102	0	null
351103	4	2	3	52	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	352103	0	null
351104	4	2	4	52	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	352104	0	null
351201	5	2	1	52	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	352201	1	16#500
351202	5	2	2	52	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	352202	1	16#600
351203	5	2	3	52	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	352203	1	16#700
351204	5	2	4	52	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	352204	1	16#800
352001	3	3	1	53	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	353001	0	null
352002	3	3	2	53	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	353002	0	null
352003	3	3	3	53	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	353003	0	null
352004	3	3	4	53	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	353004	0	null
352101	4	3	1	53	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	353101	0	null
352102	4	3	2	53	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	353102	0	null
352103	4	3	3	53	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	353103	0	null
352104	4	3	4	53	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	353104	0	null
352201	5	3	1	53	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	353201	1	16#900
352202	5	3	2	53	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	353202	1	16#1000
352203	5	3	3	53	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	353203	1	16#1100
352204	5	3	4	53	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	353204	1	16#1200
353001	3	4	1	54	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	354001	0	null
353002	3	4	2	54	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	354002	0	null
353003	3	4	3	54	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	354003	0	null
353004	3	4	4	54	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	354004	0	null
353101	4	4	1	54	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	354101	0	null
353102	4	4	2	54	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	354102	0	null
353103	4	4	3	54	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	354103	0	null
353104	4	4	4	54	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	354104	0	null
353201	5	4	1	54	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	354201	1	16#1300
353202	5	4	2	54	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	354202	1	16#1400
353203	5	4	3	54	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	354203	1	16#1500
353204	5	4	4	54	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	354204	1	16#1600
354001	3	5	1	55	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
354002	3	5	2	55	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
354003	3	5	3	55	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
354004	3	5	4	55	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
354101	4	5	1	55	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
354102	4	5	2	55	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
354103	4	5	3	55	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
354104	4	5	4	55	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
354201	5	5	1	55	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1700
354202	5	5	2	55	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#1800
354203	5	5	3	55	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1900
354204	5	5	4	55	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#2000
360001	3	1	1	61	2#317	10443#6	0	null	0	null	10442#3|10441#15	361001	0	null
360002	3	1	2	61	1#3858	10443#6	0	null	0	null	10442#3|10441#15	361002	0	null
360003	3	1	3	61	2#317	10443#6	0	null	0	null	10442#3|10441#15	361003	0	null
360004	3	1	4	61	1#3858	10443#6	0	null	0	null	10442#3|10441#15	361004	0	null
360101	4	1	1	61	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	361101	0	null
360102	4	1	2	61	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	361102	0	null
360103	4	1	3	61	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	361103	0	null
360104	4	1	4	61	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	361104	0	null
360201	5	1	1	61	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	361201	1	16#100
360202	5	1	2	61	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	361202	1	16#200
360203	5	1	3	61	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	361203	1	16#300
360204	5	1	4	61	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	361204	1	16#400
361001	3	2	1	62	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	362001	0	null
361002	3	2	2	62	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	362002	0	null
361003	3	2	3	62	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	362003	0	null
361004	3	2	4	62	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	362004	0	null
361101	4	2	1	62	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	362101	0	null
361102	4	2	2	62	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	362102	0	null
361103	4	2	3	62	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	362103	0	null
361104	4	2	4	62	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	362104	0	null
361201	5	2	1	62	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	362201	1	16#500
361202	5	2	2	62	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	362202	1	16#600
361203	5	2	3	62	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	362203	1	16#700
361204	5	2	4	62	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	362204	1	16#800
362001	3	3	1	63	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	363001	0	null
362002	3	3	2	63	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	363002	0	null
362003	3	3	3	63	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	363003	0	null
362004	3	3	4	63	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	363004	0	null
362101	4	3	1	63	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	363101	0	null
362102	4	3	2	63	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	363102	0	null
362103	4	3	3	63	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	363103	0	null
362104	4	3	4	63	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	363104	0	null
362201	5	3	1	63	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	363201	1	16#900
362202	5	3	2	63	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	363202	1	16#1000
362203	5	3	3	63	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	363203	1	16#1100
362204	5	3	4	63	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	363204	1	16#1200
363001	3	4	1	64	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	364001	0	null
363002	3	4	2	64	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	364002	0	null
363003	3	4	3	64	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	364003	0	null
363004	3	4	4	64	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	364004	0	null
363101	4	4	1	64	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	364101	0	null
363102	4	4	2	64	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	364102	0	null
363103	4	4	3	64	2#603	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	364103	0	null
363104	4	4	4	64	1#7334	10443#36|10442#8|10441#40	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	364104	0	null
363201	5	4	1	64	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	364201	1	16#1300
363202	5	4	2	64	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	364202	1	16#1400
363203	5	4	3	64	2#669	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	364203	1	16#1500
363204	5	4	4	64	1#8134	10443#48|10442#16|10441#80	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	364204	1	16#1600
364001	3	5	1	65	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
364002	3	5	2	65	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
364003	3	5	3	65	2#657	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
364004	3	5	4	65	1#8000	10443#34|10442#5|10441#25	0	null	0	null	10442#7|10441#19	0	0	null
364101	4	5	1	65	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
364102	4	5	2	65	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
364103	4	5	3	65	2#723	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
364104	4	5	4	65	1#8801	10443#52|10442#10|10441#50	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
364201	5	5	1	65	2#802	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1700
364202	5	5	2	65	1#9761	10443#69|10442#20|10441#100	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#1800
